time,x,y,z,lat,lon,alt
0.0,3771.487939,2206.93053,5402.031482,51.203,30.335,582.949347
5.0,3783.07169,2235.805131,5382.021161,50.941,30.583,582.853847
10.0,3794.564902,2264.605236,5361.851182,50.679,30.829,582.757941
15.0,3805.967182,2293.33006,5341.522145,50.417,31.072,582.661638
20.0,3817.278137,2321.978821,5321.03465,50.154,31.311,582.564952
25.0,3828.497377,2350.550742,5300.389308,49.89,31.548,582.467892
30.0,3839.624514,2379.045046,5279.586729,49.626,31.783,582.370471
35.0,3850.659163,2407.460958,5258.627532,49.361,32.014,582.272699
40.0,3861.600939,2435.797709,5237.512337,49.095,32.243,582.174589
45.0,3872.449461,2464.054529,5216.241772,48.829,32.469,582.076153
50.0,3883.204349,2492.230653,5194.816467,48.563,32.692,581.977401
55.0,3893.865228,2520.325318,5173.237057,48.296,32.913,581.878345
60.0,3904.431721,2548.337762,5151.504184,48.028,33.132,581.778998
65.0,3914.903455,2576.26723,5129.618491,47.76,33.348,581.679371
70.0,3925.280062,2604.112964,5107.580629,47.491,33.561,581.579475
75.0,3935.561171,2631.874214,5085.391249,47.222,33.772,581.479323
80.0,3945.746418,2659.550229,5063.051012,46.953,33.981,581.378926
85.0,3955.835439,2687.140263,5040.56058,46.683,34.188,581.278297
90.0,3965.827872,2714.643572,5017.920619,46.412,34.392,581.177447
95.0,3975.723358,2742.059415,4995.131801,46.141,34.594,581.076388
100.0,3985.521541,2769.387053,4972.194803,45.87,34.794,580.975132
105.0,3995.222067,2796.625751,4949.110305,45.598,34.992,580.873691
110.0,4004.824582,2823.774777,4925.878992,45.326,35.187,580.772077
115.0,4014.328738,2850.833401,4902.501552,45.053,35.381,580.670302
120.0,4023.734188,2877.800896,4878.97868,44.78,35.573,580.568379
125.0,4033.040585,2904.676538,4855.311073,44.507,35.762,580.466318
130.0,4042.247589,2931.459607,4831.499433,44.233,35.95,580.364134
135.0,4051.354858,2958.149385,4807.544467,43.958,36.136,580.261836
140.0,4060.362054,2984.745158,4783.446885,43.684,36.319,580.159438
145.0,4069.268844,3011.246212,4759.207402,43.409,36.501,580.056952
150.0,4078.074893,3037.651841,4734.826737,43.133,36.681,579.95439
155.0,4086.779872,3063.961337,4710.305614,42.857,36.86,579.851764
160.0,4095.383452,3090.173998,4685.644759,42.581,37.036,579.749086
165.0,4103.885308,3116.289126,4660.844905,42.305,37.211,579.646368
170.0,4112.285118,3142.306023,4635.906787,42.028,37.384,579.543623
175.0,4120.58256,3168.223997,4610.831145,41.751,37.556,579.440863
180.0,4128.777317,3194.042356,4585.618722,41.473,37.726,579.3381
185.0,4136.869073,3219.760415,4560.270267,41.195,37.894,579.235346
190.0,4144.857516,3245.37749,4534.786532,40.917,38.061,579.132613
195.0,4152.742335,3270.8929,4509.168272,40.639,38.226,579.029914
200.0,4160.523222,3296.305968,4483.416248,40.36,38.389,578.92726
205.0,4168.199873,3321.616019,4457.531224,40.081,38.551,578.824665
210.0,4175.771985,3346.822384,4431.513966,39.801,38.712,578.722139
215.0,4183.239257,3371.924394,4405.365248,39.522,38.871,578.619696
220.0,4190.601392,3396.921386,4379.085845,39.242,39.028,578.517347
225.0,4197.858096,3421.812699,4352.676536,38.961,39.185,578.415105
230.0,4205.009077,3446.597675,4326.138105,38.681,39.339,578.312982
235.0,4212.054044,3471.275659,4299.47134,38.4,39.493,578.210989
240.0,4218.992711,3495.846002,4272.67703,38.119,39.645,578.10914
245.0,4225.824795,3520.308056,4245.755972,37.837,39.796,578.007445
250.0,4232.550012,3544.661176,4218.708963,37.556,39.945,577.905918
255.0,4239.168086,3568.904722,4191.536806,37.274,40.094,577.80457
260.0,4245.678738,3593.038058,4164.240307,36.991,40.241,577.703413
265.0,4252.081697,3617.060549,4136.820277,36.709,40.386,577.60246
270.0,4258.376691,3640.971565,4109.277527,36.426,40.531,577.501722
275.0,4264.563452,3664.77048,4081.612876,36.143,40.674,577.401212
280.0,4270.641715,3688.45667,4053.827143,35.86,40.816,577.30094
285.0,4276.611218,3712.029515,4025.921154,35.577,40.957,577.20092
290.0,4282.4717,3735.4884,3997.895736,35.293,41.097,577.101163
295.0,4288.222906,3758.832712,3969.751721,35.009,41.236,577.001681
300.0,4293.86458,3782.061841,3941.489943,34.725,41.374,576.902486
305.0,4299.396471,3805.175183,3913.11124,34.441,41.51,576.803589
310.0,4304.818331,3828.172136,3884.616456,34.156,41.646,576.705003
315.0,4310.129914,3851.052101,3856.006434,33.872,41.78,576.606739
320.0,4315.330976,3873.814483,3827.282023,33.587,41.914,576.508809
325.0,4320.421278,3896.458693,3798.444077,33.302,42.046,576.411224
330.0,4325.400583,3918.984142,3769.493449,33.016,42.178,576.313996
335.0,4330.268656,3941.390247,3740.431,32.731,42.308,576.217137
340.0,4335.025264,3963.676428,3711.25759,32.445,42.438,576.120659
345.0,4339.670181,3985.842109,3681.974087,32.159,42.566,576.024572
350.0,4344.203179,4007.886718,3652.581357,31.873,42.694,575.928888
355.0,4348.624036,4029.809685,3623.080274,31.587,42.821,575.833619
360.0,4352.932531,4051.610446,3593.471712,31.3,42.947,575.738776
365.0,4357.128448,4073.28844,3563.75655,31.013,43.072,575.64437
370.0,4361.211572,4094.843109,3533.935669,30.726,43.196,575.550412
375.0,4365.181692,4116.273899,3504.009953,30.439,43.319,575.456915
380.0,4369.038599,4137.580262,3473.980292,30.152,43.441,575.363888
385.0,4372.782089,4158.76165,3443.847574,29.865,43.563,575.271343
