"Time (UTCG)","Satellite12502 - x (km)","Satellite12502 - y (km)","Satellite12502 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 10:50:00.000,2137.783299,3942.745165,5306.717526,49.971,61.533,582.497603
21 Mar 2024 10:50:05.000,2133.111397,3973.017848,5285.978880,49.707,61.769,582.400365
21 Mar 2024 10:50:10.000,2128.398692,4003.176653,5265.083424,49.442,62.001,582.302774
21 Mar 2024 10:50:15.000,2123.645241,4033.220719,5244.031778,49.177,62.231,582.204840
21 Mar 2024 10:50:20.000,2118.851098,4063.149188,5222.824568,48.911,62.459,582.106574
21 Mar 2024 10:50:25.000,2114.016321,4092.961207,5201.462422,48.645,62.684,582.007990
21 Mar 2024 10:50:30.000,2109.140965,4122.655924,5179.945974,48.379,62.906,581.909097
21 Mar 2024 10:50:35.000,2104.225090,4152.232493,5158.275862,48.111,63.125,581.809909
21 Mar 2024 10:50:40.000,2099.268751,4181.690071,5136.452729,47.844,63.343,581.710436
21 Mar 2024 10:50:45.000,2094.272010,4211.027816,5114.477222,47.575,63.557,581.610691
21 Mar 2024 10:50:50.000,2089.234924,4240.244892,5092.349994,47.307,63.770,581.510685
21 Mar 2024 10:50:55.000,2084.157553,4269.340467,5070.071700,47.037,63.980,581.410430
21 Mar 2024 10:51:00.000,2079.039959,4298.313710,5047.643002,46.768,64.188,581.309938
21 Mar 2024 10:51:05.000,2073.882201,4327.163795,5025.064565,46.497,64.393,581.209221
21 Mar 2024 10:51:10.000,2068.684342,4355.889900,5002.337058,46.227,64.596,581.108291
21 Mar 2024 10:51:15.000,2063.446443,4384.491206,4979.461157,45.956,64.797,581.007159
21 Mar 2024 10:51:20.000,2058.168568,4412.966898,4956.437539,45.684,64.996,580.905838
21 Mar 2024 10:51:25.000,2052.850779,4441.316163,4933.266888,45.412,65.193,580.804340
21 Mar 2024 10:51:30.000,2047.493141,4469.538196,4909.949891,45.140,65.388,580.702677
21 Mar 2024 10:51:35.000,2042.095717,4497.632190,4886.487239,44.867,65.580,580.600860
21 Mar 2024 10:51:40.000,2036.658574,4525.597346,4862.879629,44.594,65.771,580.498902
21 Mar 2024 10:51:45.000,2031.181777,4553.432867,4839.127761,44.320,65.959,580.396815
21 Mar 2024 10:51:50.000,2025.665391,4581.137960,4815.232339,44.046,66.146,580.294612
21 Mar 2024 10:51:55.000,2020.109484,4608.711837,4791.194073,43.772,66.331,580.192303
21 Mar 2024 10:52:00.000,2014.514124,4636.153711,4767.013676,43.497,66.514,580.089901
21 Mar 2024 10:52:05.000,2008.879378,4663.462801,4742.691864,43.222,66.695,579.987419
21 Mar 2024 10:52:10.000,2003.205314,4690.638330,4718.229360,42.946,66.874,579.884869
21 Mar 2024 10:52:15.000,1997.492003,4717.679525,4693.626889,42.671,67.052,579.782262
21 Mar 2024 10:52:20.000,1991.739513,4744.585614,4668.885181,42.394,67.228,579.679611
21 Mar 2024 10:52:25.000,1985.947915,4771.355834,4644.004969,42.118,67.402,579.576928
21 Mar 2024 10:52:30.000,1980.117281,4797.989421,4618.986993,41.841,67.574,579.474225
21 Mar 2024 10:52:35.000,1974.247682,4824.485618,4593.831993,41.563,67.745,579.371515
