"Time (UTCG)","Satellite11620 - x (km)","Satellite11620 - y (km)","Satellite11620 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 10:50:00.000,-703.994982,-2333.508721,6506.591726,69.579,-106.788,588.763403
21 Mar 2024 10:50:05.000,-667.233118,-2336.143906,6509.519136,69.648,-105.940,588.780224
21 Mar 2024 10:50:10.000,-630.453471,-2338.737107,6512.253445,69.712,-105.087,588.795943
21 Mar 2024 10:50:15.000,-593.657095,-2341.288259,6514.794572,69.772,-104.228,588.810557
21 Mar 2024 10:50:20.000,-556.845047,-2343.797300,6517.142440,69.828,-103.365,588.824064
21 Mar 2024 10:50:25.000,-520.018382,-2346.264167,6519.296980,69.879,-102.497,588.836464
21 Mar 2024 10:50:30.000,-483.178157,-2348.688796,6521.258128,69.925,-101.625,588.847754
21 Mar 2024 10:50:35.000,-446.325429,-2351.071126,6523.025827,69.967,-100.749,588.857933
21 Mar 2024 10:50:40.000,-409.461255,-2353.411096,6524.600023,70.005,-99.870,588.867000
21 Mar 2024 10:50:45.000,-372.586693,-2355.708644,6525.980670,70.038,-98.988,588.874954
21 Mar 2024 10:50:50.000,-335.702799,-2357.963710,6527.167728,70.066,-98.103,588.881794
21 Mar 2024 10:50:55.000,-298.810633,-2360.176233,6528.161160,70.090,-97.216,588.887520
21 Mar 2024 10:51:00.000,-261.911252,-2362.346154,6528.960937,70.109,-96.326,588.892130
21 Mar 2024 10:51:05.000,-225.005714,-2364.473414,6529.567036,70.124,-95.436,588.895624
21 Mar 2024 10:51:10.000,-188.095079,-2366.557954,6529.979438,70.134,-94.544,588.898001
21 Mar 2024 10:51:15.000,-151.180404,-2368.599716,6530.198132,70.139,-93.652,588.899262
21 Mar 2024 10:51:20.000,-114.262748,-2370.598642,6530.223110,70.140,-92.760,588.899406
21 Mar 2024 10:51:25.000,-77.343171,-2372.554675,6530.054373,70.136,-91.867,588.898433
21 Mar 2024 10:51:30.000,-40.422730,-2374.467759,6529.691925,70.127,-90.975,588.896344
