"Time (UTCG)","Satellite11719 - x (km)","Satellite11719 - y (km)","Satellite11719 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 10:50:00.000,-2346.412014,-2512.619042,6038.021529,60.495,-133.041,586.167022
21 Mar 2024 10:50:05.000,-2311.962581,-2512.211096,6051.465294,60.720,-132.623,586.238850
21 Mar 2024 10:50:10.000,-2277.444559,-2511.754286,6064.729545,60.942,-132.199,586.309873
21 Mar 2024 10:50:15.000,-2242.858930,-2511.248677,6077.813889,61.163,-131.769,586.380084
21 Mar 2024 10:50:20.000,-2208.206682,-2510.694333,6090.717937,61.383,-131.332,586.449473
21 Mar 2024 10:50:25.000,-2173.488801,-2510.091319,6103.441306,61.601,-130.889,586.518032
21 Mar 2024 10:50:30.000,-2138.706276,-2509.439700,6115.983619,61.818,-130.440,586.585754
21 Mar 2024 10:50:35.000,-2103.860100,-2508.739543,6128.344504,62.032,-129.984,586.652631
21 Mar 2024 10:50:40.000,-2068.951265,-2507.990915,6140.523593,62.245,-129.521,586.718654
21 Mar 2024 10:50:45.000,-2033.980767,-2507.193884,6152.520527,62.457,-129.051,586.783817
21 Mar 2024 10:50:50.000,-1998.949603,-2506.348517,6164.334949,62.667,-128.574,586.848110
21 Mar 2024 10:50:55.000,-1963.858772,-2505.454885,6175.966509,62.874,-128.091,586.911527
21 Mar 2024 10:51:00.000,-1928.709275,-2504.513056,6187.414860,63.080,-127.600,586.974060
21 Mar 2024 10:51:05.000,-1893.502114,-2503.523103,6198.679665,63.285,-127.101,587.035703
21 Mar 2024 10:51:10.000,-1858.238294,-2502.485095,6209.760589,63.487,-126.596,587.096446
21 Mar 2024 10:51:15.000,-1822.918820,-2501.399104,6220.657302,63.687,-126.083,587.156285
21 Mar 2024 10:51:20.000,-1787.544701,-2500.265204,6231.369482,63.885,-125.563,587.215210
21 Mar 2024 10:51:25.000,-1752.116946,-2499.083467,6241.896811,64.082,-125.034,587.273217
21 Mar 2024 10:51:30.000,-1716.636566,-2497.853968,6252.238977,64.276,-124.499,587.330297
21 Mar 2024 10:51:35.000,-1681.104574,-2496.576781,6262.395673,64.468,-123.955,587.386444
21 Mar 2024 10:51:40.000,-1645.521984,-2495.251980,6272.366597,64.657,-123.403,587.441651
21 Mar 2024 10:51:45.000,-1609.889811,-2493.879643,6282.151454,64.845,-122.844,587.495912
21 Mar 2024 10:51:50.000,-1574.209074,-2492.459846,6291.749954,65.030,-122.276,587.549221
21 Mar 2024 10:51:55.000,-1538.480791,-2490.992665,6301.161811,65.213,-121.700,587.601571
21 Mar 2024 10:52:00.000,-1502.705982,-2489.478179,6310.386747,65.393,-121.116,587.652957
21 Mar 2024 10:52:05.000,-1466.885668,-2487.916466,6319.424488,65.571,-120.524,587.703371
21 Mar 2024 10:52:10.000,-1431.020874,-2486.307606,6328.274766,65.747,-119.923,587.752809
21 Mar 2024 10:52:15.000,-1395.112624,-2484.651678,6336.937318,65.919,-119.314,587.801264
21 Mar 2024 10:52:20.000,-1359.161943,-2482.948763,6345.411888,66.090,-118.696,587.848730
21 Mar 2024 10:52:25.000,-1323.169858,-2481.198941,6353.698223,66.257,-118.070,587.895203
21 Mar 2024 10:52:30.000,-1287.137398,-2479.402295,6361.796079,66.422,-117.435,587.940676
21 Mar 2024 10:52:35.000,-1251.065593,-2477.558906,6369.705214,66.584,-116.792,587.985145
21 Mar 2024 10:52:40.000,-1214.955474,-2475.668858,6377.425395,66.743,-116.140,588.028604
21 Mar 2024 10:52:45.000,-1178.808072,-2473.732234,6384.956392,66.900,-115.479,588.071048
