"Time (UTCG)","Satellite11701 - x (km)","Satellite11701 - y (km)","Satellite11701 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 10:50:00.000,1915.293392,-2084.338906,6345.375507,66.089,-47.420,587.848526
21 Mar 2024 10:50:05.000,1950.602499,-2077.367210,6336.900120,65.919,-46.803,587.801055
21 Mar 2024 10:50:10.000,1985.859138,-2070.360079,6328.236753,65.746,-46.193,587.752596
21 Mar 2024 10:50:15.000,2021.062294,-2063.317680,6319.385660,65.570,-45.593,587.703154
21 Mar 2024 10:50:20.000,2056.210952,-2056.240183,6310.347106,65.392,-45.000,587.652736
21 Mar 2024 10:50:25.000,2091.304101,-2049.127756,6301.121358,65.212,-44.416,587.601346
21 Mar 2024 10:50:30.000,2126.340730,-2041.980567,6291.708690,65.029,-43.841,587.548992
21 Mar 2024 10:50:35.000,2161.319829,-2034.798787,6282.109380,64.844,-43.273,587.495679
21 Mar 2024 10:50:40.000,2196.240392,-2027.582583,6272.323715,64.656,-42.713,587.441413
21 Mar 2024 10:50:45.000,2231.101411,-2020.332127,6262.351983,64.467,-42.162,587.386202
21 Mar 2024 10:50:50.000,2265.901883,-2013.047587,6252.194482,64.275,-41.618,587.330051
21 Mar 2024 10:50:55.000,2300.640806,-2005.729135,6241.851511,64.081,-41.082,587.272967
21 Mar 2024 10:51:00.000,2335.317177,-1998.376941,6231.323379,63.884,-40.554,587.214957
21 Mar 2024 10:51:05.000,2369.929998,-1990.991176,6220.610397,63.686,-40.034,587.156027
21 Mar 2024 10:51:10.000,2404.478272,-1983.572010,6209.712883,63.486,-39.521,587.096185
21 Mar 2024 10:51:15.000,2438.961002,-1976.119616,6198.631161,63.284,-39.015,587.035437
21 Mar 2024 10:51:20.000,2473.377194,-1968.634164,6187.365558,63.080,-38.517,586.973791
21 Mar 2024 10:51:25.000,2507.725857,-1961.115826,6175.916411,62.874,-38.026,586.911254
21 Mar 2024 10:51:30.000,2542.006001,-1953.564776,6164.284057,62.666,-37.543,586.847833
21 Mar 2024 10:51:35.000,2576.216636,-1945.981184,6152.468842,62.456,-37.066,586.783536
21 Mar 2024 10:51:40.000,2610.356777,-1938.365223,6140.471116,62.245,-36.596,586.718370
21 Mar 2024 10:51:45.000,2644.425439,-1930.717067,6128.291236,62.031,-36.133,586.652343
21 Mar 2024 10:51:50.000,2678.421640,-1923.036887,6115.929563,61.817,-35.677,586.585462
21 Mar 2024 10:51:55.000,2712.344399,-1915.324858,6103.386463,61.600,-35.228,586.517737
21 Mar 2024 10:52:00.000,2746.192738,-1907.581153,6090.662309,61.382,-34.785,586.449173
21 Mar 2024 10:52:05.000,2779.965680,-1899.805946,6077.757478,61.162,-34.348,586.379781
21 Mar 2024 10:52:10.000,2813.662252,-1891.999410,6064.672352,60.941,-33.918,586.309567
21 Mar 2024 10:52:15.000,2847.281480,-1884.161719,6051.407321,60.719,-33.494,586.238540
21 Mar 2024 10:52:20.000,2880.822396,-1876.293048,6037.962777,60.494,-33.076,586.166708
21 Mar 2024 10:52:25.000,2914.284031,-1868.393571,6024.339119,60.269,-32.665,586.094081
