"Time (UTCG)","Satellite12517 - x (km)","Satellite12517 - y (km)","Satellite12517 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 10:50:00.000,1119.818865,-5712.630053,3793.213856,33.250,-78.909,576.393604
21 Mar 2024 10:50:05.000,1129.356076,-5691.486017,3822.060903,33.535,-78.777,576.491086
21 Mar 2024 10:50:10.000,1138.875524,-5670.180906,3850.794568,33.820,-78.643,576.588916
21 Mar 2024 10:50:15.000,1148.377045,-5648.715337,3879.413998,34.105,-78.508,576.687081
21 Mar 2024 10:50:20.000,1157.860476,-5627.089931,3907.918345,34.389,-78.373,576.785569
21 Mar 2024 10:50:25.000,1167.325655,-5605.305313,3936.306763,34.673,-78.236,576.884370
21 Mar 2024 10:50:30.000,1176.772418,-5583.362112,3964.578410,34.957,-78.098,576.983471
21 Mar 2024 10:50:35.000,1186.200602,-5561.260963,3992.732448,35.241,-77.959,577.082860
21 Mar 2024 10:50:40.000,1195.610046,-5539.002506,4020.768040,35.525,-77.819,577.182525
21 Mar 2024 10:50:45.000,1205.000587,-5516.587382,4048.684356,35.808,-77.678,577.282456
21 Mar 2024 10:50:50.000,1214.372061,-5494.016241,4076.480566,36.091,-77.536,577.382639
21 Mar 2024 10:50:55.000,1223.724307,-5471.289735,4104.155848,36.374,-77.393,577.483063
21 Mar 2024 10:51:00.000,1233.057162,-5448.408521,4131.709379,36.657,-77.248,577.583716
21 Mar 2024 10:51:05.000,1242.370464,-5425.373260,4159.140342,36.939,-77.102,577.684587
21 Mar 2024 10:51:10.000,1251.664052,-5402.184619,4186.447924,37.221,-76.955,577.785662
21 Mar 2024 10:51:15.000,1260.937762,-5378.843266,4213.631314,37.503,-76.807,577.886930
21 Mar 2024 10:51:20.000,1270.191433,-5355.349877,4240.689706,37.784,-76.657,577.988379
21 Mar 2024 10:51:25.000,1279.424903,-5331.705132,4267.622298,38.066,-76.506,578.089997
21 Mar 2024 10:51:30.000,1288.638010,-5307.909712,4294.428290,38.347,-76.354,578.191772
21 Mar 2024 10:51:35.000,1297.830593,-5283.964307,4321.106887,38.628,-76.200,578.293691
21 Mar 2024 10:51:40.000,1307.002490,-5259.869607,4347.657298,38.908,-76.045,578.395743
21 Mar 2024 10:51:45.000,1316.153539,-5235.626310,4374.078735,39.188,-75.889,578.497915
21 Mar 2024 10:51:50.000,1325.283580,-5211.235115,4400.370414,39.468,-75.731,578.600196
21 Mar 2024 10:51:55.000,1334.392450,-5186.696728,4426.531556,39.748,-75.572,578.702573
21 Mar 2024 10:52:00.000,1343.479989,-5162.011857,4452.561384,40.027,-75.412,578.805034
21 Mar 2024 10:52:05.000,1352.546036,-5137.181216,4478.459126,40.306,-75.250,578.907567
21 Mar 2024 10:52:10.000,1361.590430,-5112.205522,4504.224014,40.585,-75.086,579.010160
21 Mar 2024 10:52:15.000,1370.613010,-5087.085497,4529.855284,40.863,-74.921,579.112800
21 Mar 2024 10:52:20.000,1379.613615,-5061.821867,4555.352175,41.142,-74.754,579.215475
21 Mar 2024 10:52:25.000,1388.592085,-5036.415360,4580.713930,41.419,-74.586,579.318173
21 Mar 2024 10:52:30.000,1397.548258,-5010.866712,4605.939798,41.697,-74.416,579.420883
21 Mar 2024 10:52:35.000,1406.481976,-4985.176661,4631.029031,41.974,-74.244,579.523591
