"Time (UTCG)","Satellite12518 - x (km)","Satellite12518 - y (km)","Satellite12518 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 10:50:00.000,1725.622398,-4214.658777,5247.426656,49.220,-67.734,582.220607
21 Mar 2024 10:50:05.000,1733.249128,-4185.194829,5268.453233,49.485,-67.504,582.318487
21 Mar 2024 10:50:10.000,1740.846355,-4155.612882,5289.323521,49.749,-67.270,582.416022
21 Mar 2024 10:50:15.000,1748.413941,-4125.913786,5310.036901,50.013,-67.035,582.513202
21 Mar 2024 10:50:20.000,1755.951749,-4096.098397,5330.592758,50.276,-66.796,582.610014
21 Mar 2024 10:50:25.000,1763.459640,-4066.167573,5350.990482,50.539,-66.554,582.706447
21 Mar 2024 10:50:30.000,1770.937478,-4036.122177,5371.229467,50.801,-66.309,582.802489
21 Mar 2024 10:50:35.000,1778.385125,-4005.963073,5391.309115,51.062,-66.062,582.898131
21 Mar 2024 10:50:40.000,1785.802445,-3975.691130,5411.228829,51.323,-65.811,582.993359
21 Mar 2024 10:50:45.000,1793.189302,-3945.307219,5430.988018,51.583,-65.558,583.088163
21 Mar 2024 10:50:50.000,1800.545559,-3914.812215,5450.586095,51.843,-65.301,583.182531
21 Mar 2024 10:50:55.000,1807.871079,-3884.206996,5470.022481,52.102,-65.041,583.276453
21 Mar 2024 10:51:00.000,1815.165728,-3853.492444,5489.296597,52.360,-64.777,583.369918
21 Mar 2024 10:51:05.000,1822.429370,-3822.669443,5508.407873,52.617,-64.511,583.462913
21 Mar 2024 10:51:10.000,1829.661870,-3791.738879,5527.355741,52.874,-64.241,583.555429
21 Mar 2024 10:51:15.000,1836.863093,-3760.701644,5546.139639,53.130,-63.967,583.647455
21 Mar 2024 10:51:20.000,1844.032904,-3729.558631,5564.759010,53.385,-63.690,583.738979
21 Mar 2024 10:51:25.000,1851.171168,-3698.310737,5583.213302,53.639,-63.410,583.829991
21 Mar 2024 10:51:30.000,1858.277753,-3666.958860,5601.501967,53.893,-63.126,583.920480
21 Mar 2024 10:51:35.000,1865.352523,-3635.503905,5619.624462,54.146,-62.838,584.010435
21 Mar 2024 10:51:40.000,1872.395346,-3603.946775,5637.580251,54.398,-62.546,584.099845
21 Mar 2024 10:51:45.000,1879.406087,-3572.288380,5655.368800,54.649,-62.251,584.188702
21 Mar 2024 10:51:50.000,1886.384615,-3540.529631,5672.989581,54.900,-61.951,584.276992
21 Mar 2024 10:51:55.000,1893.330796,-3508.671441,5690.442073,55.149,-61.648,584.364707
