"Time (UTCG)","Satellite12420 - x (km)","Satellite12420 - y (km)","Satellite12420 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 10:50:00.000,2308.008220,-636.706970,6522.599946,69.957,-15.423,588.855480
21 Mar 2024 10:50:05.000,2316.307012,-600.688437,6523.074658,69.969,-14.538,588.858214
21 Mar 2024 10:50:10.000,2324.563858,-564.658244,6523.355862,69.975,-13.653,588.859834
21 Mar 2024 10:50:15.000,2332.778522,-528.617424,6523.443551,69.977,-12.768,588.860339
21 Mar 2024 10:50:20.000,2340.950768,-492.567011,6523.337720,69.975,-11.882,588.859729
21 Mar 2024 10:50:25.000,2349.080363,-456.508038,6523.038374,69.968,-10.997,588.858005
21 Mar 2024 10:50:30.000,2357.167072,-420.441539,6522.545521,69.956,-10.113,588.855167
21 Mar 2024 10:50:35.000,2365.210661,-384.368546,6521.859177,69.940,-9.230,588.851214
21 Mar 2024 10:50:40.000,2373.210897,-348.290094,6520.979361,69.919,-8.349,588.846149
21 Mar 2024 10:50:45.000,2381.167547,-312.207216,6519.906099,69.893,-7.470,588.839970
21 Mar 2024 10:50:50.000,2389.080380,-276.120945,6518.639423,69.863,-6.593,588.832679
21 Mar 2024 10:50:55.000,2396.949164,-240.032315,6517.179372,69.829,-5.719,588.824277
21 Mar 2024 10:51:00.000,2404.773668,-203.942359,6515.525987,69.789,-4.848,588.814764
21 Mar 2024 10:51:05.000,2412.553661,-167.852110,6513.679319,69.746,-3.980,588.804142
21 Mar 2024 10:51:10.000,2420.288913,-131.762602,6511.639422,69.698,-3.116,588.792412
21 Mar 2024 10:51:15.000,2427.979196,-95.674866,6509.406356,69.645,-2.257,588.779576
21 Mar 2024 10:51:20.000,2435.624280,-59.589936,6506.980189,69.588,-1.402,588.765634
21 Mar 2024 10:51:25.000,2443.223938,-23.508843,6504.360991,69.527,-0.551,588.750589
21 Mar 2024 10:51:30.000,2450.777941,12.567379,6501.548840,69.462,0.294,588.734443
21 Mar 2024 10:51:35.000,2458.286062,48.637700,6498.543820,69.392,1.133,588.717196
21 Mar 2024 10:51:40.000,2465.748075,84.701088,6495.346020,69.318,1.967,588.698852
21 Mar 2024 10:51:45.000,2473.163755,120.756512,6491.955536,69.240,2.795,588.679412
21 Mar 2024 10:51:50.000,2480.532876,156.802941,6488.372466,69.157,3.617,588.658879
21 Mar 2024 10:51:55.000,2487.855213,192.839345,6484.596918,69.071,4.432,588.637254
21 Mar 2024 10:52:00.000,2495.130543,228.864695,6480.629005,68.980,5.241,588.614542
21 Mar 2024 10:52:05.000,2502.358642,264.877961,6476.468842,68.886,6.042,588.590743
21 Mar 2024 10:52:10.000,2509.539287,300.878114,6472.116555,68.787,6.837,588.565862
21 Mar 2024 10:52:15.000,2516.672257,336.864127,6467.572271,68.685,7.624,588.539900
21 Mar 2024 10:52:20.000,2523.757330,372.834972,6462.836126,68.579,8.404,588.512862
21 Mar 2024 10:52:25.000,2530.794285,408.789621,6457.908261,68.469,9.176,588.484750
21 Mar 2024 10:52:30.000,2537.782902,444.727049,6452.788821,68.355,9.940,588.455567
21 Mar 2024 10:52:35.000,2544.722962,480.646229,6447.477958,68.238,10.696,588.425317
21 Mar 2024 10:52:40.000,2551.614246,516.546138,6441.975830,68.117,11.444,588.394004
21 Mar 2024 10:52:45.000,2558.456536,552.425749,6436.282601,67.993,12.184,588.361630
21 Mar 2024 10:52:50.000,2565.249615,588.284041,6430.398438,67.865,12.916,588.328201
21 Mar 2024 10:52:55.000,2571.993266,624.119991,6424.323517,67.734,13.640,588.293720
21 Mar 2024 10:53:00.000,2578.687273,659.932576,6418.058017,67.599,14.355,588.258190
21 Mar 2024 10:53:05.000,2585.331421,695.720775,6411.602126,67.461,15.062,588.221616
21 Mar 2024 10:53:10.000,2591.925495,731.483569,6404.956033,67.320,15.760,588.184003
21 Mar 2024 10:53:15.000,2598.469282,767.219938,6398.119937,67.175,16.450,588.145355
21 Mar 2024 10:53:20.000,2604.962569,802.928863,6391.094040,67.028,17.131,588.105675
21 Mar 2024 10:53:25.000,2611.405143,838.609329,6383.878550,66.877,17.804,588.064970
21 Mar 2024 10:53:30.000,2617.796793,874.260317,6376.473682,66.724,18.468,588.023244
21 Mar 2024 10:53:35.000,2624.137309,909.880813,6368.879655,66.567,19.123,587.980501
21 Mar 2024 10:53:40.000,2630.426479,945.469803,6361.096695,66.408,19.770,587.936747
21 Mar 2024 10:53:45.000,2636.664095,981.026274,6353.125032,66.246,20.409,587.891986
21 Mar 2024 10:53:50.000,2642.849948,1016.549212,6344.964903,66.081,21.039,587.846225
21 Mar 2024 10:53:55.000,2648.983832,1052.037608,6336.616550,65.913,21.660,587.799468
21 Mar 2024 10:54:00.000,2655.065538,1087.490452,6328.080220,65.743,22.274,587.751721
21 Mar 2024 10:54:05.000,2661.094861,1122.906735,6319.356168,65.570,22.878,587.702990
21 Mar 2024 10:54:10.000,2667.071596,1158.285450,6310.444651,65.394,23.475,587.653279
