time,x,y,z,lat,lon,alt
0.0,6895.584196,692.971818,497.309183,4.13,5.739,570.110042
5.0,6896.975179,703.592187,461.84325,3.835,5.825,570.094906
10.0,6898.170286,714.19083,426.363618,3.54,5.911,570.080885
15.0,6899.169467,724.767577,390.871337,3.245,5.997,570.067979
20.0,6899.972675,735.322261,355.367461,2.95,6.083,570.056191
25.0,6900.579871,745.854712,319.853043,2.655,6.169,570.045521
30.0,6900.99102,756.364765,284.329137,2.36,6.255,570.035971
35.0,6901.206094,766.852253,248.796797,2.065,6.341,570.027542
40.0,6901.225069,777.31701,213.257076,1.77,6.426,570.020236
45.0,6901.047929,787.75887,177.711029,1.475,6.512,570.014052
50.0,6900.674662,798.177671,142.15971,1.18,6.598,570.008992
55.0,6900.105262,808.573247,106.604174,0.885,6.684,570.005057
60.0,6899.339728,818.945437,71.045476,0.589,6.769,570.002246
65.0,6898.378066,829.294078,35.48467,0.294,6.855,570.00056
70.0,6897.220287,839.619008,-0.077189,-0.001,6.941,570.0
75.0,6895.866408,849.920066,-35.639045,-0.296,7.026,570.000565
80.0,6894.31645,860.197092,-71.199844,-0.591,7.112,570.002256
85.0,6892.570443,870.449928,-106.758531,-0.886,7.198,570.005071
90.0,6890.628419,880.678413,-142.314051,-1.181,7.283,570.009012
95.0,6888.490419,890.88239,-177.865349,-1.476,7.369,570.014077
100.0,6886.156487,901.061701,-213.411371,-1.771,7.455,570.020265
105.0,6883.626675,911.21619,-248.951062,-2.066,7.541,570.027577
110.0,6880.901037,921.345701,-284.483368,-2.361,7.626,570.03601
115.0,6877.979637,931.450077,-320.007235,-2.656,7.712,570.045565
120.0,6874.862543,941.529166,-355.521609,-2.951,7.798,570.056239
125.0,6871.549827,951.582812,-391.025437,-3.246,7.884,570.068033
130.0,6868.04157,961.610862,-426.517665,-3.541,7.97,570.080943
135.0,6864.337854,971.613164,-461.997241,-3.836,8.056,570.09497
140.0,6860.438772,981.589566,-497.463112,-4.131,8.143,570.11011
145.0,6856.344419,991.539917,-532.914226,-4.426,8.229,570.126362
150.0,6852.054897,1001.464066,-568.349531,-4.721,8.315,570.143725
155.0,6847.570312,1011.361864,-603.767976,-5.016,8.402,570.162196
160.0,6842.890779,1021.233161,-639.16851,-5.311,8.488,570.181773
165.0,6838.016416,1031.077809,-674.550084,-5.605,8.575,570.202453
170.0,6832.947347,1040.89566,-709.911648,-5.9,8.662,570.224235
175.0,6827.683702,1050.686568,-745.252152,-6.195,8.748,570.247115
180.0,6822.225617,1060.450386,-780.570549,-6.49,8.835,570.27109
185.0,6816.573233,1070.186968,-815.865791,-6.785,8.922,570.296159
190.0,6810.726696,1079.89617,-851.13683,-7.079,9.01,570.322317
195.0,6804.68616,1089.577847,-886.382621,-7.374,9.097,570.349563
200.0,6798.451782,1099.231856,-921.602117,-7.669,9.185,570.377891
205.0,6792.023727,1108.858054,-956.794274,-7.963,9.272,570.4073
210.0,6785.402162,1118.4563,-991.958049,-8.258,9.36,570.437785
215.0,6778.587265,1128.02645,-1027.092398,-8.553,9.448,570.469343
220.0,6771.579214,1137.568366,-1062.196278,-8.847,9.536,570.501971
225.0,6764.378196,1147.081906,-1097.268648,-9.142,9.624,570.535663
230.0,6756.984404,1156.566933,-1132.308469,-9.436,9.713,570.570416
235.0,6749.398033,1166.023306,-1167.3147,-9.73,9.802,570.606227
240.0,6741.619288,1175.450888,-1202.286303,-10.025,9.891,570.64309
245.0,6733.648377,1184.849542,-1237.222241,-10.319,9.98,570.681001
250.0,6725.485513,1194.219131,-1272.121477,-10.613,10.069,570.719956
255.0,6717.130917,1203.55952,-1306.982977,-10.908,10.158,570.75995
260.0,6708.584813,1212.870573,-1341.805705,-11.202,10.248,570.800978
265.0,6699.847433,1222.152157,-1376.588629,-11.496,10.338,570.843036
270.0,6690.919012,1231.404136,-1411.330717,-11.79,10.428,570.886117
275.0,6681.799794,1240.626379,-1446.030938,-12.084,10.518,570.930218
280.0,6672.490024,1249.818753,-1480.688264,-12.378,10.609,570.975333
285.0,6662.989956,1258.981127,-1515.301666,-12.672,10.7,571.021456
290.0,6653.299849,1268.113368,-1549.870116,-12.966,10.791,571.068581
295.0,6643.419966,1277.215348,-1584.392591,-13.26,10.882,571.116704
300.0,6633.350577,1286.286937,-1618.868065,-13.554,10.974,571.165819
305.0,6623.091957,1295.328006,-1653.295516,-13.847,11.066,571.215919
310.0,6612.644386,1304.338426,-1687.673923,-14.141,11.158,571.266998
315.0,6602.00815,1313.318071,-1722.002265,-14.435,11.251,571.319051
320.0,6591.183541,1322.266813,-1756.279526,-14.728,11.344,571.372071
325.0,6580.170856,1331.184527,-1790.504686,-15.022,11.437,571.426052
330.0,6568.970397,1340.071088,-1824.676733,-15.315,11.53,571.480987
335.0,6557.582471,1348.926369,-1858.79465,-15.608,11.624,571.53687
340.0,6546.007393,1357.750249,-1892.857428,-15.902,11.718,571.593694
345.0,6534.245481,1366.542602,-1926.864055,-16.195,11.812,571.651452
350.0,6522.297058,1375.303308,-1960.813522,-16.488,11.907,571.710137
355.0,6510.162455,1384.032243,-1994.704822,-16.781,12.002,571.769743
360.0,6497.842007,1392.729288,-2028.53695,-17.074,12.098,571.830262
365.0,6485.336053,1401.39432,-2062.308903,-17.367,12.193,571.891687
370.0,6472.64494,1410.027222,-2096.019678,-17.66,12.29,571.95401
375.0,6459.769018,1418.627872,-2129.668275,-17.952,12.386,572.017225
380.0,6446.708645,1427.196154,-2163.253697,-18.245,12.483,572.081323
385.0,6433.464182,1435.731949,-2196.774946,-18.537,12.58,572.146296
390.0,6420.035996,1444.23514,-2230.23103,-18.83,12.678,572.212138
395.0,6406.424459,1452.705611,-2263.620954,-19.122,12.776,572.27884
400.0,6392.629951,1461.143247,-2296.943729,-19.415,12.875,572.346394
405.0,6378.652853,1469.547932,-2330.198366,-19.707,12.974,572.414793
410.0,6364.493555,1477.919552,-2363.383878,-19.999,13.073,572.484027
415.0,6350.15245,1486.257994,-2396.499282,-20.291,13.173,572.554089
420.0,6335.629937,1494.563145,-2429.543595,-20.583,13.273,572.62497
425.0,6320.926421,1502.834892,-2462.515836,-20.875,13.374,572.696661
430.0,6306.042311,1511.073124,-2495.415028,-21.167,13.475,572.769155
435.0,6290.978022,1519.277731,-2528.240194,-21.458,13.577,572.842443
440.0,6275.733974,1527.448601,-2560.990361,-21.75,13.679,572.916515
445.0,6260.310593,1535.585627,-2593.664557,-22.041,13.782,572.991363
450.0,6244.708309,1543.688698,-2626.261813,-22.332,13.885,573.066977
