"Time (UTCG)","Satellite12004 - x (km)","Satellite12004 - y (km)","Satellite12004 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 10:50:00.000,5682.826248,3252.372285,2324.686672,19.658,29.783,572.403388
21 Mar 2024 10:50:05.000,5687.333686,3268.051151,2291.437320,19.366,29.883,572.335164
21 Mar 2024 10:50:10.000,5691.684654,3283.630258,2258.119992,19.074,29.981,572.267783
21 Mar 2024 10:50:15.000,5695.878950,3299.109262,2224.735677,18.782,30.080,572.201255
21 Mar 2024 10:50:20.000,5699.916376,3314.487821,2191.285366,18.490,30.178,572.135588
21 Mar 2024 10:50:25.000,5703.796740,3329.765596,2157.770051,18.197,30.276,572.070789
21 Mar 2024 10:50:30.000,5707.519853,3344.942251,2124.190726,17.905,30.373,572.006866
21 Mar 2024 10:50:35.000,5711.085529,3360.017454,2090.548387,17.612,30.470,571.943827
21 Mar 2024 10:50:40.000,5714.493591,3374.990874,2056.844032,17.319,30.566,571.881679
21 Mar 2024 10:50:45.000,5717.743861,3389.862187,2023.078661,17.027,30.662,571.820429
21 Mar 2024 10:50:50.000,5720.836169,3404.631067,1989.253276,16.734,30.758,571.760086
21 Mar 2024 10:50:55.000,5723.770348,3419.297196,1955.368881,16.441,30.853,571.700657
21 Mar 2024 10:51:00.000,5726.546236,3433.860257,1921.426479,16.148,30.949,571.642147
21 Mar 2024 10:51:05.000,5729.163675,3448.319935,1887.427079,15.855,31.043,571.584566
21 Mar 2024 10:51:10.000,5731.622512,3462.675921,1853.371688,15.562,31.138,571.527918
21 Mar 2024 10:51:15.000,5733.922599,3476.927906,1819.261317,15.268,31.232,571.472212
21 Mar 2024 10:51:20.000,5736.063789,3491.075587,1785.096979,14.975,31.325,571.417453
21 Mar 2024 10:51:25.000,5738.045945,3505.118662,1750.879685,14.682,31.419,571.363649
21 Mar 2024 10:51:30.000,5739.868929,3519.056834,1716.610452,14.388,31.512,571.310806
21 Mar 2024 10:51:35.000,5741.532612,3532.889807,1682.290297,14.095,31.605,571.258930
21 Mar 2024 10:51:40.000,5743.036867,3546.617291,1647.920236,13.801,31.697,571.208027
21 Mar 2024 10:51:45.000,5744.381571,3560.238998,1613.501290,13.508,31.790,571.158104
21 Mar 2024 10:51:50.000,5745.566608,3573.754641,1579.034479,13.214,31.882,571.109166
21 Mar 2024 10:51:55.000,5746.591864,3587.163940,1544.520827,12.920,31.973,571.061219
21 Mar 2024 10:52:00.000,5747.457231,3600.466616,1509.961357,12.627,32.065,571.014270
21 Mar 2024 10:52:05.000,5748.162604,3613.662393,1475.357094,12.333,32.156,570.968323
21 Mar 2024 10:52:10.000,5748.707885,3626.750999,1440.709065,12.039,32.247,570.923385
21 Mar 2024 10:52:15.000,5749.092979,3639.732166,1406.018298,11.745,32.338,570.879460
21 Mar 2024 10:52:20.000,5749.317794,3652.605627,1371.285821,11.451,32.428,570.836554
21 Mar 2024 10:52:25.000,5749.382246,3665.371121,1336.512665,11.157,32.519,570.794672
21 Mar 2024 10:52:30.000,5749.286253,3678.028387,1301.699862,10.863,32.609,570.753820
21 Mar 2024 10:52:35.000,5749.029739,3690.577171,1266.848444,10.569,32.698,570.714001
21 Mar 2024 10:52:40.000,5748.612630,3703.017219,1231.959445,10.275,32.788,570.675221
21 Mar 2024 10:52:45.000,5748.034860,3715.348283,1197.033900,9.981,32.877,570.637484
21 Mar 2024 10:52:50.000,5747.296365,3727.570115,1162.072846,9.686,32.967,570.600795
21 Mar 2024 10:52:55.000,5746.397088,3739.682473,1127.077319,9.392,33.056,570.565159
21 Mar 2024 10:53:00.000,5745.336973,3751.685118,1092.048357,9.098,33.144,570.530579
21 Mar 2024 10:53:05.000,5744.115972,3763.577813,1056.986999,8.803,33.233,570.497060
21 Mar 2024 10:53:10.000,5742.734040,3775.360325,1021.894287,8.509,33.322,570.464605
21 Mar 2024 10:53:15.000,5741.191137,3787.032424,986.771260,8.215,33.410,570.433219
21 Mar 2024 10:53:20.000,5739.487227,3798.593885,951.618961,7.920,33.498,570.402906
21 Mar 2024 10:53:25.000,5737.622278,3810.044483,916.438432,7.626,33.586,570.373669
21 Mar 2024 10:53:30.000,5735.596266,3821.383999,881.230717,7.331,33.674,570.345511
21 Mar 2024 10:53:35.000,5733.409167,3832.612217,845.996860,7.036,33.762,570.318437
21 Mar 2024 10:53:40.000,5731.060965,3843.728922,810.737907,6.742,33.849,570.292448
21 Mar 2024 10:53:45.000,5728.551648,3854.733906,775.454904,6.447,33.937,570.267549
21 Mar 2024 10:53:50.000,5725.881206,3865.626961,740.148897,6.153,34.024,570.243742
21 Mar 2024 10:53:55.000,5723.049636,3876.407884,704.820933,5.858,34.111,570.221030
21 Mar 2024 10:54:00.000,5720.056941,3887.076475,669.472061,5.563,34.198,570.199417
21 Mar 2024 10:54:05.000,5716.903125,3897.632538,634.103330,5.268,34.285,570.178903
21 Mar 2024 10:54:10.000,5713.588199,3908.075878,598.715787,4.974,34.372,570.159493
21 Mar 2024 10:54:15.000,5710.112178,3918.406307,563.310484,4.679,34.459,570.141188
21 Mar 2024 10:54:20.000,5706.475082,3928.623636,527.888471,4.384,34.545,570.123990
21 Mar 2024 10:54:25.000,5702.676935,3938.727683,492.450797,4.089,34.632,570.107902
21 Mar 2024 10:54:30.000,5698.717766,3948.718267,456.998516,3.794,34.719,570.092926
21 Mar 2024 10:54:35.000,5694.597608,3958.595213,421.532677,3.500,34.805,570.079062
21 Mar 2024 10:54:40.000,5690.316500,3968.358345,386.054334,3.205,34.891,570.066314
21 Mar 2024 10:54:45.000,5685.874484,3978.007495,350.564538,2.910,34.978,570.054682
21 Mar 2024 10:54:50.000,5681.271608,3987.542494,315.064343,2.615,35.064,570.044168
21 Mar 2024 10:54:55.000,5676.507924,3996.963181,279.554802,2.320,35.150,570.034773
21 Mar 2024 10:55:00.000,5671.583488,4006.269395,244.036968,2.025,35.236,570.026499
21 Mar 2024 10:55:05.000,5666.498363,4015.460978,208.511894,1.730,35.323,570.019345
21 Mar 2024 10:55:10.000,5661.252613,4024.537778,172.980635,1.435,35.409,570.013314
21 Mar 2024 10:55:15.000,5655.846309,4033.499644,137.444245,1.140,35.495,570.008406
21 Mar 2024 10:55:20.000,5650.279526,4042.346430,101.903777,0.846,35.581,570.004621
21 Mar 2024 10:55:25.000,5644.552346,4051.077993,66.360286,0.551,35.667,570.001959
21 Mar 2024 10:55:30.000,5638.664850,4059.694191,30.814827,0.256,35.753,570.000423
21 Mar 2024 10:55:35.000,5632.617130,4068.194888,-4.731546,-0.039,35.839,570.000010
21 Mar 2024 10:55:40.000,5626.409278,4076.579952,-40.277779,-0.334,35.925,570.000722
21 Mar 2024 10:55:45.000,5620.041393,4084.849252,-75.822818,-0.629,36.011,570.002558
21 Mar 2024 10:55:50.000,5613.513578,4093.002660,-111.365606,-0.924,36.097,570.005518
21 Mar 2024 10:55:55.000,5606.825941,4101.040055,-146.905092,-1.219,36.183,570.009603
21 Mar 2024 10:56:00.000,5599.978594,4108.961315,-182.440219,-1.514,36.269,570.014810
21 Mar 2024 10:56:05.000,5592.971653,4116.766324,-217.969934,-1.809,36.355,570.021140
21 Mar 2024 10:56:10.000,5585.805240,4124.454970,-253.493184,-2.104,36.441,570.028592
21 Mar 2024 10:56:15.000,5578.479482,4132.027141,-289.008913,-2.399,36.528,570.037165
