"Time (UTCG)","Satellite12506 - x (km)","Satellite12506 - y (km)","Satellite12506 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 10:50:00.000,-404.399659,6651.409297,-1967.694856,-16.547,93.479,571.722157
21 Mar 2024 10:50:05.000,-414.913783,6640.654898,-2001.538622,-16.840,93.575,571.781885
21 Mar 2024 10:50:10.000,-425.423622,6629.712117,-2035.323012,-17.133,93.672,571.842523
21 Mar 2024 10:50:15.000,-435.929002,6618.581275,-2069.047024,-17.425,93.768,571.904063
21 Mar 2024 10:50:20.000,-446.429753,6607.262697,-2102.709657,-17.718,93.865,571.966498
21 Mar 2024 10:50:25.000,-456.925701,6595.756714,-2136.309914,-18.010,93.963,572.029821
21 Mar 2024 10:50:30.000,-467.416674,6584.063662,-2169.846796,-18.302,94.061,572.094023
21 Mar 2024 10:50:35.000,-477.902500,6572.183883,-2203.319309,-18.595,94.159,572.159098
21 Mar 2024 10:50:40.000,-488.383005,6560.117724,-2236.726461,-18.887,94.258,572.225036
21 Mar 2024 10:50:45.000,-498.858018,6547.865537,-2270.067260,-19.179,94.357,572.291832
21 Mar 2024 10:50:50.000,-509.327365,6535.427679,-2303.340717,-19.471,94.456,572.359476
21 Mar 2024 10:50:55.000,-519.790873,6522.804514,-2336.545845,-19.763,94.556,572.427960
21 Mar 2024 10:51:00.000,-530.248370,6509.996411,-2369.681659,-20.054,94.657,572.497276
21 Mar 2024 10:51:05.000,-540.699681,6497.003743,-2402.747176,-20.346,94.757,572.567416
21 Mar 2024 10:51:10.000,-551.144635,6483.826888,-2435.741415,-20.638,94.859,572.638372
21 Mar 2024 10:51:15.000,-561.583057,6470.466233,-2468.663398,-20.929,94.960,572.710135
21 Mar 2024 10:51:20.000,-572.014774,6456.922165,-2501.512148,-21.221,95.063,572.782696
21 Mar 2024 10:51:25.000,-582.439613,6443.195080,-2534.286689,-21.512,95.165,572.856047
21 Mar 2024 10:51:30.000,-592.857400,6429.285379,-2566.986051,-21.803,95.268,572.930178
21 Mar 2024 10:51:35.000,-603.267961,6415.193467,-2599.609263,-22.094,95.372,573.005082
21 Mar 2024 10:51:40.000,-613.671123,6400.919754,-2632.155357,-22.385,95.476,573.080749
21 Mar 2024 10:51:45.000,-624.066712,6386.464657,-2664.623368,-22.676,95.581,573.157170
21 Mar 2024 10:51:50.000,-634.454554,6371.828597,-2697.012332,-22.967,95.686,573.234336
21 Mar 2024 10:51:55.000,-644.834474,6357.012000,-2729.321289,-23.257,95.792,573.312238
21 Mar 2024 10:52:00.000,-655.206299,6342.015299,-2761.549280,-23.548,95.898,573.390866
21 Mar 2024 10:52:05.000,-665.569854,6326.838929,-2793.695350,-23.838,96.005,573.470211
21 Mar 2024 10:52:10.000,-675.924966,6311.483333,-2825.758544,-24.129,96.113,573.550263
21 Mar 2024 10:52:15.000,-686.271460,6295.948958,-2857.737912,-24.419,96.221,573.631014
21 Mar 2024 10:52:20.000,-696.609161,6280.236257,-2889.632504,-24.709,96.329,573.712452
21 Mar 2024 10:52:25.000,-706.937895,6264.345686,-2921.441375,-24.999,96.439,573.794569
21 Mar 2024 10:52:30.000,-717.257487,6248.277709,-2953.163581,-25.289,96.548,573.877355
21 Mar 2024 10:52:35.000,-727.567764,6232.032793,-2984.798182,-25.578,96.659,573.960800
21 Mar 2024 10:52:40.000,-737.868549,6215.611411,-3016.344237,-25.868,96.770,574.044894
21 Mar 2024 10:52:45.000,-748.159669,6199.014042,-3047.800813,-26.157,96.882,574.129626
21 Mar 2024 10:52:50.000,-758.440948,6182.241167,-3079.166974,-26.446,96.994,574.214987
21 Mar 2024 10:52:55.000,-768.712212,6165.293275,-3110.441792,-26.736,97.107,574.300967
21 Mar 2024 10:53:00.000,-778.973286,6148.170858,-3141.624339,-27.025,97.221,574.387555
21 Mar 2024 10:53:05.000,-789.223994,6130.874416,-3172.713688,-27.313,97.335,574.474741
21 Mar 2024 10:53:10.000,-799.464161,6113.404452,-3203.708919,-27.602,97.450,574.562514
21 Mar 2024 10:53:15.000,-809.693613,6095.761472,-3234.609111,-27.891,97.566,574.650864
21 Mar 2024 10:53:20.000,-819.912175,6077.945991,-3265.413348,-28.179,97.683,574.739781
21 Mar 2024 10:53:25.000,-830.119670,6059.958526,-3296.120716,-28.467,97.800,574.829253
21 Mar 2024 10:53:30.000,-840.315923,6041.799600,-3326.730304,-28.755,97.918,574.919271
21 Mar 2024 10:53:35.000,-850.500760,6023.469741,-3357.241204,-29.043,98.037,575.009823
21 Mar 2024 10:53:40.000,-860.674004,6004.969483,-3387.652511,-29.331,98.156,575.100899
21 Mar 2024 10:53:45.000,-870.835481,5986.299362,-3417.963323,-29.619,98.277,575.192487
21 Mar 2024 10:53:50.000,-880.985014,5967.459922,-3448.172741,-29.906,98.398,575.284577
21 Mar 2024 10:53:55.000,-891.122429,5948.451710,-3478.279868,-30.193,98.520,575.377158
21 Mar 2024 10:54:00.000,-901.247549,5929.275278,-3508.283811,-30.480,98.643,575.470219
21 Mar 2024 10:54:05.000,-911.360199,5909.931184,-3538.183681,-30.767,98.766,575.563749
21 Mar 2024 10:54:10.000,-921.460203,5890.419989,-3567.978590,-31.054,98.891,575.657736
21 Mar 2024 10:54:15.000,-931.547385,5870.742261,-3597.667654,-31.341,99.016,575.752169
21 Mar 2024 10:54:20.000,-941.621570,5850.898570,-3627.249993,-31.627,99.143,575.847038
21 Mar 2024 10:54:25.000,-951.682582,5830.889494,-3656.724729,-31.913,99.270,575.942330
21 Mar 2024 10:54:30.000,-961.730244,5810.715613,-3686.090988,-32.199,99.398,576.038035
21 Mar 2024 10:54:35.000,-971.764382,5790.377514,-3715.347899,-32.485,99.527,576.134140
21 Mar 2024 10:54:40.000,-981.784819,5769.875786,-3744.494593,-32.771,99.657,576.230636
21 Mar 2024 10:54:45.000,-991.791379,5749.211026,-3773.530206,-33.056,99.788,576.327509
21 Mar 2024 10:54:50.000,-1001.783885,5728.383833,-3802.453877,-33.341,99.920,576.424749
21 Mar 2024 10:54:55.000,-1011.762163,5707.394811,-3831.264747,-33.626,100.053,576.522343
21 Mar 2024 10:55:00.000,-1021.726036,5686.244571,-3859.961963,-33.911,100.186,576.620281
21 Mar 2024 10:55:05.000,-1031.675328,5664.933726,-3888.544672,-34.196,100.321,576.718551
21 Mar 2024 10:55:10.000,-1041.609863,5643.462895,-3917.012027,-34.480,100.457,576.817141
21 Mar 2024 10:55:15.000,-1051.529465,5621.832700,-3945.363183,-34.764,100.594,576.916039
21 Mar 2024 10:55:20.000,-1061.433957,5600.043770,-3973.597299,-35.048,100.733,577.015233
21 Mar 2024 10:55:25.000,-1071.323164,5578.096737,-4001.713539,-35.332,100.872,577.114712
21 Mar 2024 10:55:30.000,-1081.196909,5555.992237,-4029.711066,-35.615,101.012,577.214463
21 Mar 2024 10:55:35.000,-1091.055017,5533.730912,-4057.589052,-35.899,101.154,577.314476
21 Mar 2024 10:55:40.000,-1100.897310,5511.313408,-4085.346669,-36.182,101.296,577.414738
21 Mar 2024 10:55:45.000,-1110.723613,5488.740375,-4112.983093,-36.464,101.440,577.515236
21 Mar 2024 10:55:50.000,-1120.533750,5466.012467,-4140.497506,-36.747,101.585,577.615960
21 Mar 2024 10:55:55.000,-1130.327544,5443.130345,-4167.889089,-37.029,101.731,577.716897
21 Mar 2024 10:56:00.000,-1140.104819,5420.094672,-4195.157032,-37.311,101.879,577.818035
21 Mar 2024 10:56:05.000,-1149.865399,5396.906115,-4222.300525,-37.593,102.028,577.919363
21 Mar 2024 10:56:10.000,-1159.609108,5373.565347,-4249.318762,-37.874,102.178,578.020867
21 Mar 2024 10:56:15.000,-1169.335770,5350.073046,-4276.210943,-38.156,102.329,578.122537
21 Mar 2024 10:56:20.000,-1179.045207,5326.429892,-4302.976270,-38.437,102.482,578.224359
21 Mar 2024 10:56:25.000,-1188.737245,5302.636570,-4329.613948,-38.717,102.636,578.326322
21 Mar 2024 10:56:30.000,-1198.411707,5278.693771,-4356.123188,-38.998,102.791,578.428414
21 Mar 2024 10:56:35.000,-1208.068417,5254.602188,-4382.503202,-39.278,102.948,578.530622
21 Mar 2024 10:56:40.000,-1217.707198,5230.362520,-4408.753209,-39.558,103.106,578.632935
21 Mar 2024 10:56:45.000,-1227.327875,5205.975469,-4434.872430,-39.837,103.265,578.735340
21 Mar 2024 10:56:50.000,-1236.930272,5181.441743,-4460.860090,-40.117,103.427,578.837826
21 Mar 2024 10:56:55.000,-1246.514211,5156.762052,-4486.715417,-40.395,103.589,578.940379
21 Mar 2024 10:57:00.000,-1256.079518,5131.937111,-4512.437646,-40.674,103.753,579.042988
21 Mar 2024 10:57:05.000,-1265.626015,5106.967640,-4538.026012,-40.952,103.919,579.145641
21 Mar 2024 10:57:10.000,-1275.153528,5081.854362,-4563.479757,-41.230,104.086,579.248325
21 Mar 2024 10:57:15.000,-1284.661880,5056.598005,-4588.798126,-41.508,104.255,579.351028
21 Mar 2024 10:57:20.000,-1294.150895,5031.199300,-4613.980368,-41.785,104.425,579.453738
21 Mar 2024 10:57:25.000,-1303.620397,5005.658984,-4639.025735,-42.062,104.597,579.556444
21 Mar 2024 10:57:30.000,-1313.070210,4979.977796,-4663.933484,-42.339,104.771,579.659131
21 Mar 2024 10:57:35.000,-1322.500159,4954.156479,-4688.702878,-42.615,104.946,579.761790
21 Mar 2024 10:57:40.000,-1331.910067,4928.195783,-4713.333181,-42.891,105.124,579.864406
21 Mar 2024 10:57:45.000,-1341.299758,4902.096458,-4737.823661,-43.167,105.303,579.966969
21 Mar 2024 10:57:50.000,-1350.669058,4875.859260,-4762.173594,-43.442,105.483,580.069466
21 Mar 2024 10:57:55.000,-1360.017790,4849.484950,-4786.382256,-43.717,105.666,580.171884
21 Mar 2024 10:58:00.000,-1369.345778,4822.974291,-4810.448929,-43.992,105.850,580.274213
21 Mar 2024 10:58:05.000,-1378.652847,4796.328050,-4834.372900,-44.266,106.037,580.376438
21 Mar 2024 10:58:10.000,-1387.938822,4769.546999,-4858.153458,-44.539,106.225,580.478549
21 Mar 2024 10:58:15.000,-1397.203527,4742.631913,-4881.789899,-44.813,106.415,580.580534
21 Mar 2024 10:58:20.000,-1406.446786,4715.583571,-4905.281520,-45.086,106.607,580.682380
21 Mar 2024 10:58:25.000,-1415.668424,4688.402757,-4928.627626,-45.358,106.802,580.784075
21 Mar 2024 10:58:30.000,-1424.868265,4661.090256,-4951.827523,-45.630,106.998,580.885607
21 Mar 2024 10:58:35.000,-1434.046136,4633.646860,-4974.880524,-45.902,107.197,580.986964
21 Mar 2024 10:58:40.000,-1443.201859,4606.073363,-4997.785944,-46.173,107.397,581.088134
21 Mar 2024 10:58:45.000,-1452.335261,4578.370562,-5020.543104,-46.444,107.600,581.189106
21 Mar 2024 10:58:50.000,-1461.446166,4550.539260,-5043.151328,-46.714,107.805,581.289866
21 Mar 2024 10:58:55.000,-1470.534398,4522.580261,-5065.609948,-46.984,108.012,581.390404
21 Mar 2024 10:59:00.000,-1479.599785,4494.494374,-5087.918295,-47.253,108.222,581.490707
21 Mar 2024 10:59:05.000,-1488.642149,4466.282412,-5110.075708,-47.522,108.434,581.590764
21 Mar 2024 10:59:10.000,-1497.661317,4437.945191,-5132.081530,-47.790,108.648,581.690562
