"Time (UTCG)","Satellite12019 - x (km)","Satellite12019 - y (km)","Satellite12019 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 10:50:00.000,-622.674844,-3270.912950,6098.361443,61.514,-100.778,586.490643
21 Mar 2024 10:50:05.000,-592.908378,-3252.932831,6110.932451,61.730,-100.330,586.558464
21 Mar 2024 10:50:10.000,-563.111174,-3234.878524,6123.322179,61.945,-99.875,586.625443
21 Mar 2024 10:50:15.000,-533.284056,-3216.750582,6135.530260,62.158,-99.413,586.691570
21 Mar 2024 10:50:20.000,-503.427851,-3198.549564,6147.556332,62.369,-98.945,586.756838
21 Mar 2024 10:50:25.000,-473.543387,-3180.276028,6159.400037,62.579,-98.469,586.821240
21 Mar 2024 10:50:30.000,-443.631494,-3161.930533,6171.061025,62.787,-97.987,586.884767
21 Mar 2024 10:50:35.000,-413.693003,-3143.513642,6182.538949,62.993,-97.497,586.947413
21 Mar 2024 10:50:40.000,-383.728745,-3125.025918,6193.833469,63.197,-97.000,587.009170
21 Mar 2024 10:50:45.000,-353.739553,-3106.467924,6204.944249,63.399,-96.496,587.070031
21 Mar 2024 10:50:50.000,-323.726262,-3087.840227,6215.870962,63.599,-95.985,587.129988
21 Mar 2024 10:50:55.000,-293.689707,-3069.143395,6226.613281,63.797,-95.466,587.189035
21 Mar 2024 10:51:00.000,-263.630724,-3050.377996,6237.170889,63.993,-94.940,587.247165
21 Mar 2024 10:51:05.000,-233.550151,-3031.544601,6247.543472,64.187,-94.405,587.304370
21 Mar 2024 10:51:10.000,-203.448826,-3012.643781,6257.730722,64.379,-93.863,587.360644
21 Mar 2024 10:51:15.000,-173.327589,-2993.676110,6267.732338,64.569,-93.314,587.415981
21 Mar 2024 10:51:20.000,-143.187281,-2974.642162,6277.548023,64.756,-92.756,587.470374
21 Mar 2024 10:51:25.000,-113.028743,-2955.542512,6287.177485,64.942,-92.190,587.523816
21 Mar 2024 10:51:30.000,-82.852818,-2936.377738,6296.620440,65.124,-91.616,587.576302
21 Mar 2024 10:51:35.000,-52.660349,-2917.148418,6305.876605,65.305,-91.034,587.627825
21 Mar 2024 10:51:40.000,-22.452180,-2897.855133,6314.945708,65.483,-90.444,587.678379
21 Mar 2024 10:51:45.000,7.770842,-2878.498461,6323.827480,65.658,-89.845,587.727958
21 Mar 2024 10:51:50.000,38.007873,-2859.078987,6332.521655,65.831,-89.238,587.776556
21 Mar 2024 10:51:55.000,68.258065,-2839.597294,6341.027978,66.002,-88.623,587.824168
21 Mar 2024 10:52:00.000,98.520569,-2820.053965,6349.346195,66.169,-87.999,587.870788
21 Mar 2024 10:52:05.000,128.794539,-2800.449587,6357.476060,66.334,-87.367,587.916410
21 Mar 2024 10:52:10.000,159.079123,-2780.784747,6365.417331,66.496,-86.726,587.961030
21 Mar 2024 10:52:15.000,189.373473,-2761.060034,6373.169772,66.656,-86.076,588.004642
21 Mar 2024 10:52:20.000,219.676737,-2741.276035,6380.733155,66.812,-85.418,588.047240
21 Mar 2024 10:52:25.000,249.988063,-2721.433343,6388.107255,66.965,-84.752,588.088820
21 Mar 2024 10:52:30.000,280.306600,-2701.532548,6395.291852,67.116,-84.076,588.129378
21 Mar 2024 10:52:35.000,310.631495,-2681.574244,6402.286734,67.263,-83.392,588.168907
21 Mar 2024 10:52:40.000,340.961893,-2661.559023,6409.091693,67.408,-82.700,588.207404
21 Mar 2024 10:52:45.000,371.296942,-2641.487480,6415.706527,67.549,-81.999,588.244864
21 Mar 2024 10:52:50.000,401.635786,-2621.360213,6422.131041,67.686,-81.289,588.281283
21 Mar 2024 10:52:55.000,431.977571,-2601.177816,6428.365042,67.821,-80.571,588.316656
21 Mar 2024 10:53:00.000,462.321439,-2580.940889,6434.408348,67.952,-79.844,588.350979
21 Mar 2024 10:53:05.000,492.666536,-2560.650029,6440.260778,68.080,-79.109,588.384248
21 Mar 2024 10:53:10.000,523.012005,-2540.305837,6445.922158,68.204,-78.366,588.416460
21 Mar 2024 10:53:15.000,553.356988,-2519.908914,6451.392321,68.324,-77.615,588.447610
21 Mar 2024 10:53:20.000,583.700628,-2499.459861,6456.671105,68.441,-76.855,588.477695
21 Mar 2024 10:53:25.000,614.042066,-2478.959280,6461.758352,68.555,-76.088,588.506712
21 Mar 2024 10:53:30.000,644.380445,-2458.407775,6466.653912,68.664,-75.312,588.534656
21 Mar 2024 10:53:35.000,674.714906,-2437.805951,6471.357640,68.770,-74.529,588.561525
21 Mar 2024 10:53:40.000,705.044589,-2417.154413,6475.869397,68.872,-73.739,588.587315
21 Mar 2024 10:53:45.000,735.368636,-2396.453766,6480.189047,68.970,-72.941,588.612024
21 Mar 2024 10:53:50.000,765.686186,-2375.704617,6484.316464,69.064,-72.136,588.635649
21 Mar 2024 10:53:55.000,795.996380,-2354.907575,6488.251525,69.154,-71.324,588.658186
21 Mar 2024 10:54:00.000,826.298358,-2334.063247,6491.994112,69.240,-70.505,588.679633
21 Mar 2024 10:54:05.000,856.591259,-2313.172242,6495.544116,69.322,-69.680,588.699988
