time,x,y,z,lat,lon,alt
0.0,5601.86970,1036.79999,4997.22543,41.417,10.486,1209.319837
5.0,5578.30251,1032.83975,5024.33513,41.690,10.490,1209.421054
10.0,5554.60574,1028.87330,5051.33004,41.963,10.494,1209.522382
15.0,5530.77991,1024.90082,5078.20956,42.237,10.498,1209.623813
20.0,5506.82555,1020.92250,5104.97306,42.510,10.503,1209.725337
25.0,5482.74323,1016.93852,5131.61993,42.783,10.508,1209.826945
30.0,5458.53346,1012.94906,5158.14958,43.057,10.513,1209.928627
35.0,5434.19681,1008.95431,5184.56138,43.330,10.518,1210.030375
40.0,5409.73381,1004.95445,5210.85473,43.603,10.524,1210.132179
45.0,5385.14503,1000.94966,5237.02904,43.876,10.530,1210.234029
50.0,5360.43101,996.94013,5263.08371,44.150,10.536,1210.335917
55.0,5335.59232,992.92604,5289.01814,44.423,10.542,1210.437833
60.0,5310.62951,988.90757,5314.83174,44.696,10.548,1210.539768
65.0,5285.54315,984.88490,5340.52392,44.969,10.555,1210.641713
70.0,5260.33380,980.85822,5366.09409,45.242,10.562,1210.743657
75.0,5235.00205,976.82769,5391.54168,45.515,10.570,1210.845593
80.0,5209.54844,972.79352,5416.86608,45.789,10.577,1210.947509
85.0,5183.97358,968.75586,5442.06674,46.062,10.585,1211.049399
90.0,5158.27802,964.71492,5467.14307,46.335,10.593,1211.151251
95.0,5132.46236,960.67085,5492.09450,46.608,10.602,1211.253056
100.0,5106.52717,956.62386,5516.92047,46.881,10.610,1211.354806
105.0,5080.47305,952.57410,5541.62039,47.154,10.619,1211.456491
110.0,5054.30058,948.52177,5566.19371,47.427,10.629,1211.558102
115.0,5028.01036,944.46703,5590.63987,47.700,10.639,1211.659629
120.0,5001.60299,940.41008,5614.95831,47.973,10.649,1211.761063
125.0,4975.07905,936.35108,5639.14848,48.245,10.659,1211.862395
130.0,4948.43915,932.29021,5663.20981,48.518,10.670,1211.963616
135.0,4921.68390,928.22765,5687.14176,48.791,10.681,1212.064717
140.0,4894.81390,924.16357,5710.94379,49.064,10.692,1212.165687
145.0,4867.82976,920.09816,5734.61535,49.337,10.704,1212.266519
150.0,4840.73209,916.03158,5758.15590,49.610,10.716,1212.367202
155.0,4813.52151,911.96401,5781.56490,49.882,10.728,1212.467728
160.0,4786.19863,907.89563,5804.84182,50.155,10.741,1212.568088
165.0,4758.76408,903.82661,5827.98612,50.428,10.754,1212.668271
170.0,4731.21848,899.75712,5850.99728,50.700,10.768,1212.768270
175.0,4703.56245,895.68734,5873.87477,50.973,10.782,1212.868075
180.0,4675.79662,891.61744,5896.61807,51.246,10.796,1212.967677
185.0,4647.92162,887.54759,5919.22666,51.518,10.811,1213.067067
190.0,4619.93809,883.47797,5941.70002,51.791,10.826,1213.166236
195.0,4591.84666,879.40874,5964.03764,52.063,10.842,1213.265174
200.0,4563.64797,875.34007,5986.23900,52.336,10.858,1213.363873
205.0,4535.34265,871.27214,6008.30361,52.608,10.874,1213.462324
210.0,4506.93136,867.20512,6030.23096,52.881,10.892,1213.560518
215.0,4478.41474,863.13918,6052.02054,53.153,10.909,1213.658446
220.0,4449.79343,859.07448,6073.67186,53.426,10.927,1213.756098
225.0,4421.06810,855.01119,6095.18442,53.698,10.946,1213.853467
230.0,4392.23938,850.94948,6116.55774,53.971,10.965,1213.950543
235.0,4363.30795,846.88953,6137.79132,54.243,10.984,1214.047317
