"Time (UTCG)","Satellite10813 - Satellite11501 - x (km)","Satellite10813 - Satellite11501 - y (km)","Satellite10813 - Satellite11501 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 13:30:00.000,932.952173,470.995189,-7505.726092,-82.117,26.787,1220.979542
21 Mar 2024 13:30:05.000,957.028235,497.452087,-7500.986520,-81.863,27.465,1220.953158
21 Mar 2024 13:30:10.000,981.101857,523.880118,-7496.075584,-81.607,28.101,1220.925837
21 Mar 2024 13:30:15.000,1005.172471,550.278684,-7490.993396,-81.351,28.698,1220.897581
21 Mar 2024 13:30:20.000,1029.239510,576.647186,-7485.740073,-81.093,29.260,1220.868394
21 Mar 2024 13:30:25.000,1053.302404,602.985030,-7480.315735,-80.835,29.790,1220.838278
21 Mar 2024 13:30:30.000,1077.360583,629.291621,-7474.720504,-80.576,30.289,1220.807235
21 Mar 2024 13:30:35.000,1101.413480,655.566363,-7468.954511,-80.316,30.761,1220.775270
21 Mar 2024 13:30:40.000,1125.460523,681.808665,-7463.017885,-80.056,31.208,1220.742383
21 Mar 2024 13:30:45.000,1149.501143,708.017936,-7456.910762,-79.794,31.630,1220.708579
21 Mar 2024 13:30:50.000,1173.534769,734.193584,-7450.633283,-79.533,32.031,1220.673860
21 Mar 2024 13:30:55.000,1197.560831,760.335021,-7444.185590,-79.270,32.412,1220.638230
21 Mar 2024 13:31:00.000,1221.578758,786.441659,-7437.567831,-79.008,32.773,1220.601692
21 Mar 2024 13:31:05.000,1245.587979,812.512910,-7430.780157,-78.745,33.117,1220.564249
21 Mar 2024 13:31:10.000,1269.587923,838.548189,-7423.822724,-78.481,33.444,1220.525904
21 Mar 2024 13:31:15.000,1293.578017,864.546913,-7416.695689,-78.217,33.756,1220.486662
21 Mar 2024 13:31:20.000,1317.557691,890.508497,-7409.399216,-77.953,34.054,1220.446525
21 Mar 2024 13:31:25.000,1341.526372,916.432360,-7401.933471,-77.688,34.338,1220.405497
21 Mar 2024 13:31:30.000,1365.483487,942.317922,-7394.298626,-77.423,34.609,1220.363581
21 Mar 2024 13:31:35.000,1389.428466,968.164602,-7386.494854,-77.157,34.869,1220.320783
21 Mar 2024 13:31:40.000,1413.360735,993.971824,-7378.522334,-76.892,35.118,1220.277105
21 Mar 2024 13:31:45.000,1437.279722,1019.739010,-7370.381248,-76.626,35.355,1220.232551
21 Mar 2024 13:31:50.000,1461.184854,1045.465585,-7362.071782,-76.360,35.583,1220.187126
21 Mar 2024 13:31:55.000,1485.075559,1071.150976,-7353.594126,-76.093,35.802,1220.140834
21 Mar 2024 13:32:00.000,1508.951262,1096.794609,-7344.948473,-75.826,36.012,1220.093678
21 Mar 2024 13:32:05.000,1532.811393,1122.395913,-7336.135021,-75.559,36.213,1220.045663
21 Mar 2024 13:32:10.000,1556.655377,1147.954319,-7327.153971,-75.292,36.407,1219.996794
21 Mar 2024 13:32:15.000,1580.482641,1173.469257,-7318.005529,-75.025,36.593,1219.947074
21 Mar 2024 13:32:20.000,1604.292613,1198.940161,-7308.689903,-74.758,36.772,1219.896509
21 Mar 2024 13:32:25.000,1628.084718,1224.366465,-7299.207306,-74.490,36.944,1219.845102
21 Mar 2024 13:32:30.000,1651.858385,1249.747605,-7289.557956,-74.222,37.110,1219.792859
21 Mar 2024 13:32:35.000,1675.613040,1275.083019,-7279.742071,-73.954,37.270,1219.739785
21 Mar 2024 13:32:40.000,1699.348110,1300.372143,-7269.759878,-73.686,37.424,1219.685883
21 Mar 2024 13:32:45.000,1723.063021,1325.614420,-7259.611603,-73.418,37.572,1219.631159
21 Mar 2024 13:32:50.000,1746.757202,1350.809290,-7249.297478,-73.149,37.716,1219.575619
21 Mar 2024 13:32:55.000,1770.430078,1375.956196,-7238.817740,-72.881,37.854,1219.519266
