"Time (UTCG)","Satellite10223 - Satellite11501 - x (km)","Satellite10223 - Satellite11501 - y (km)","Satellite10223 - Satellite11501 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 13:30:00.000,7395.333564,-1553.759997,568.358808,4.325,-11.865,1200.120764
21 Mar 2024 13:30:05.000,7392.415428,-1554.036059,604.422420,4.601,-11.872,1200.136576
21 Mar 2024 13:30:10.000,7389.329204,-1554.274634,640.472224,4.876,-11.878,1200.153353
21 Mar 2024 13:30:15.000,7386.074990,-1554.475594,676.507395,5.151,-11.885,1200.171094
21 Mar 2024 13:30:20.000,7382.652888,-1554.638813,712.527111,5.426,-11.892,1200.189798
21 Mar 2024 13:30:25.000,7379.063003,-1554.764163,748.530550,5.701,-11.898,1200.209462
21 Mar 2024 13:30:30.000,7375.305444,-1554.851519,784.516887,5.976,-11.905,1200.230085
21 Mar 2024 13:30:35.000,7371.380325,-1554.900758,820.485302,6.251,-11.911,1200.251666
21 Mar 2024 13:30:40.000,7367.287761,-1554.911756,856.434973,6.526,-11.918,1200.274201
21 Mar 2024 13:30:45.000,7363.027875,-1554.884390,892.365078,6.801,-11.924,1200.297690
21 Mar 2024 13:30:50.000,7358.600791,-1554.818539,928.274796,7.076,-11.931,1200.322129
21 Mar 2024 13:30:55.000,7354.006638,-1554.714083,964.163307,7.350,-11.937,1200.347517
21 Mar 2024 13:31:00.000,7349.245548,-1554.570902,1000.029792,7.625,-11.944,1200.373851
21 Mar 2024 13:31:05.000,7344.317657,-1554.388877,1035.873430,7.900,-11.950,1200.401129
21 Mar 2024 13:31:10.000,7339.223106,-1554.167891,1071.693403,8.175,-11.956,1200.429348
21 Mar 2024 13:31:15.000,7333.962040,-1553.907828,1107.488893,8.450,-11.963,1200.458506
21 Mar 2024 13:31:20.000,7328.534606,-1553.608572,1143.259081,8.725,-11.969,1200.488599
21 Mar 2024 13:31:25.000,7322.940956,-1553.270008,1179.003151,9.000,-11.976,1200.519626
21 Mar 2024 13:31:30.000,7317.181246,-1552.892022,1214.720287,9.275,-11.982,1200.551583
21 Mar 2024 13:31:35.000,7311.255635,-1552.474503,1250.409671,9.550,-11.988,1200.584468
21 Mar 2024 13:31:40.000,7305.164288,-1552.017339,1286.070489,9.825,-11.994,1200.618277
21 Mar 2024 13:31:45.000,7298.907370,-1551.520419,1321.701926,10.100,-12.001,1200.653006
21 Mar 2024 13:31:50.000,7292.485055,-1550.983633,1357.303168,10.375,-12.007,1200.688654
21 Mar 2024 13:31:55.000,7285.897515,-1550.406874,1392.873401,10.650,-12.013,1200.725217
21 Mar 2024 13:32:00.000,7279.144931,-1549.790033,1428.411814,10.925,-12.019,1200.762691
21 Mar 2024 13:32:05.000,7272.227485,-1549.133006,1463.917594,11.200,-12.025,1200.801072
21 Mar 2024 13:32:10.000,7265.145364,-1548.435685,1499.389930,11.475,-12.032,1200.840358
21 Mar 2024 13:32:15.000,7257.898757,-1547.697967,1534.828011,11.750,-12.038,1200.880545
21 Mar 2024 13:32:20.000,7250.487859,-1546.919748,1570.231029,12.024,-12.044,1200.921628
21 Mar 2024 13:32:25.000,7242.912868,-1546.100928,1605.598173,12.299,-12.050,1200.963605
21 Mar 2024 13:32:30.000,7235.173986,-1545.241403,1640.928637,12.574,-12.056,1201.006471
21 Mar 2024 13:32:35.000,7227.271417,-1544.341075,1676.221613,12.849,-12.062,1201.050222
21 Mar 2024 13:32:40.000,7219.205372,-1543.399845,1711.476295,13.124,-12.068,1201.094855
21 Mar 2024 13:32:45.000,7210.976063,-1542.417614,1746.691878,13.399,-12.074,1201.140364
21 Mar 2024 13:32:50.000,7202.583707,-1541.394286,1781.867556,13.674,-12.079,1201.186747
21 Mar 2024 13:32:55.000,7194.028525,-1540.329765,1817.002526,13.948,-12.085,1201.233998
21 Mar 2024 13:33:00.000,7185.310742,-1539.223957,1852.095986,14.223,-12.091,1201.282114
21 Mar 2024 13:33:05.000,7176.430585,-1538.076768,1887.147134,14.498,-12.097,1201.331089
21 Mar 2024 13:33:10.000,7167.388286,-1536.888106,1922.155169,14.773,-12.103,1201.380920
21 Mar 2024 13:33:15.000,7158.184082,-1535.657880,1957.119291,15.048,-12.108,1201.431601
21 Mar 2024 13:33:20.000,7148.818211,-1534.385999,1992.038702,15.323,-12.114,1201.483129
21 Mar 2024 13:33:25.000,7139.290916,-1533.072374,2026.912603,15.597,-12.119,1201.535498
21 Mar 2024 13:33:30.000,7129.602445,-1531.716918,2061.740199,15.872,-12.125,1201.588703
21 Mar 2024 13:33:35.000,7119.753048,-1530.319544,2096.520693,16.147,-12.131,1201.642740
21 Mar 2024 13:33:40.000,7109.742980,-1528.880166,2131.253291,16.422,-12.136,1201.697603
21 Mar 2024 13:33:45.000,7099.572498,-1527.398699,2165.937200,16.696,-12.142,1201.753288
21 Mar 2024 13:33:50.000,7089.241864,-1525.875062,2200.571626,16.971,-12.147,1201.809789
21 Mar 2024 13:33:55.000,7078.751344,-1524.309170,2235.155779,17.246,-12.152,1201.867101
21 Mar 2024 13:34:00.000,7068.101207,-1522.700944,2269.688869,17.521,-12.158,1201.925219
21 Mar 2024 13:34:05.000,7057.291725,-1521.050302,2304.170106,17.795,-12.163,1201.984138
21 Mar 2024 13:34:10.000,7046.323175,-1519.357168,2338.598703,18.070,-12.168,1202.043852
21 Mar 2024 13:34:15.000,7035.195838,-1517.621463,2372.973874,18.345,-12.173,1202.104355
21 Mar 2024 13:34:20.000,7023.909997,-1515.843110,2407.294833,18.619,-12.178,1202.165642
21 Mar 2024 13:34:25.000,7012.465939,-1514.022036,2441.560796,18.894,-12.183,1202.227708
21 Mar 2024 13:34:30.000,7000.863956,-1512.158164,2475.770980,19.169,-12.188,1202.290546
21 Mar 2024 13:34:35.000,6989.104342,-1510.251424,2509.924604,19.443,-12.193,1202.354151
21 Mar 2024 13:34:40.000,6977.187397,-1508.301742,2544.020888,19.718,-12.198,1202.418517
21 Mar 2024 13:34:45.000,6965.113421,-1506.309050,2578.059051,19.993,-12.203,1202.483637
21 Mar 2024 13:34:50.000,6952.882720,-1504.273277,2612.038318,20.267,-12.208,1202.549507
21 Mar 2024 13:34:55.000,6940.495605,-1502.194355,2645.957911,20.542,-12.213,1202.616120
21 Mar 2024 13:35:00.000,6927.952387,-1500.072218,2679.817056,20.816,-12.217,1202.683469
21 Mar 2024 13:35:05.000,6915.253383,-1497.906801,2713.614979,21.091,-12.222,1202.751549
21 Mar 2024 13:35:10.000,6902.398913,-1495.698038,2747.350908,21.366,-12.227,1202.820353
21 Mar 2024 13:35:15.000,6889.389301,-1493.445866,2781.024072,21.640,-12.231,1202.889875
21 Mar 2024 13:35:20.000,6876.224874,-1491.150224,2814.633702,21.915,-12.235,1202.960109
21 Mar 2024 13:35:25.000,6862.905963,-1488.811051,2848.179031,22.189,-12.240,1203.031048
21 Mar 2024 13:35:30.000,6849.432901,-1486.428287,2881.659291,22.464,-12.244,1203.102685
21 Mar 2024 13:35:35.000,6835.806028,-1484.001874,2915.073718,22.738,-12.248,1203.175014
21 Mar 2024 13:35:40.000,6822.025683,-1481.531755,2948.421548,23.013,-12.253,1203.248029
21 Mar 2024 13:35:45.000,6808.092213,-1479.017875,2981.702021,23.287,-12.257,1203.321722
21 Mar 2024 13:35:50.000,6794.005965,-1476.460178,3014.914374,23.562,-12.261,1203.396086
21 Mar 2024 13:35:55.000,6779.767291,-1473.858612,3048.057851,23.836,-12.265,1203.471116
21 Mar 2024 13:36:00.000,6765.376547,-1471.213125,3081.131693,24.111,-12.269,1203.546803
21 Mar 2024 13:36:05.000,6750.834092,-1468.523665,3114.135144,24.385,-12.272,1203.623142
21 Mar 2024 13:36:10.000,6736.140288,-1465.790183,3147.067452,24.660,-12.276,1203.700124
21 Mar 2024 13:36:15.000,6721.295501,-1463.012631,3179.927863,24.934,-12.280,1203.777743
21 Mar 2024 13:36:20.000,6706.300101,-1460.190963,3212.715627,25.208,-12.284,1203.855992
21 Mar 2024 13:36:25.000,6691.154459,-1457.325131,3245.429995,25.483,-12.287,1203.934864
21 Mar 2024 13:36:30.000,6675.858954,-1454.415093,3278.070219,25.757,-12.291,1204.014351
21 Mar 2024 13:36:35.000,6660.413963,-1451.460804,3310.635554,26.032,-12.294,1204.094445
21 Mar 2024 13:36:40.000,6644.819870,-1448.462223,3343.125255,26.306,-12.297,1204.175141
21 Mar 2024 13:36:45.000,6629.077062,-1445.419310,3375.538581,26.580,-12.300,1204.256429
21 Mar 2024 13:36:50.000,6613.185929,-1442.332025,3407.874791,26.855,-12.304,1204.338303
21 Mar 2024 13:36:55.000,6597.146863,-1439.200330,3440.133147,27.129,-12.307,1204.420755
21 Mar 2024 13:37:00.000,6580.960262,-1436.024188,3472.312910,27.403,-12.309,1204.503778
21 Mar 2024 13:37:05.000,6564.626526,-1432.803564,3504.413347,27.677,-12.312,1204.587364
21 Mar 2024 13:37:10.000,6548.146059,-1429.538424,3536.433723,27.952,-12.315,1204.671504
21 Mar 2024 13:37:15.000,6531.519266,-1426.228735,3568.373308,28.226,-12.318,1204.756193
21 Mar 2024 13:37:20.000,6514.746558,-1422.874466,3600.231371,28.500,-12.320,1204.841421
21 Mar 2024 13:37:25.000,6497.828349,-1419.475587,3632.007185,28.774,-12.323,1204.927180
21 Mar 2024 13:37:30.000,6480.765055,-1416.032068,3663.700024,29.049,-12.325,1205.013464
21 Mar 2024 13:37:35.000,6463.557098,-1412.543883,3695.309164,29.323,-12.328,1205.100264
21 Mar 2024 13:37:40.000,6446.204899,-1409.011004,3726.833882,29.597,-12.330,1205.187572
21 Mar 2024 13:37:45.000,6428.708885,-1405.433408,3758.273459,29.871,-12.332,1205.275379
21 Mar 2024 13:37:50.000,6411.069488,-1401.811070,3789.627176,30.145,-12.334,1205.363679
21 Mar 2024 13:37:55.000,6393.287140,-1398.143969,3820.894317,30.419,-12.336,1205.452463
21 Mar 2024 13:38:00.000,6375.362277,-1394.432083,3852.074167,30.693,-12.338,1205.541722
21 Mar 2024 13:38:05.000,6357.295340,-1390.675393,3883.166015,30.968,-12.339,1205.631448
21 Mar 2024 13:38:10.000,6339.086772,-1386.873881,3914.169150,31.242,-12.341,1205.721634
21 Mar 2024 13:38:15.000,6320.737018,-1383.027530,3945.082863,31.516,-12.342,1205.812271
21 Mar 2024 13:38:20.000,6302.246528,-1379.136324,3975.906449,31.790,-12.344,1205.903350
21 Mar 2024 13:38:25.000,6283.615756,-1375.200250,4006.639203,32.064,-12.345,1205.994864
21 Mar 2024 13:38:30.000,6264.845156,-1371.219293,4037.280423,32.338,-12.346,1206.086803
21 Mar 2024 13:38:35.000,6245.935188,-1367.193444,4067.829409,32.612,-12.347,1206.179160
21 Mar 2024 13:38:40.000,6226.886314,-1363.122692,4098.285464,32.886,-12.348,1206.271925
21 Mar 2024 13:38:45.000,6207.699001,-1359.007028,4128.647891,33.160,-12.349,1206.365091
