"Time (UTCG)","Satellite10126 - Satellite11501 - x (km)","Satellite10126 - Satellite11501 - y (km)","Satellite10126 - Satellite11501 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 13:30:00.000,6107.554630,-2259.511583,3875.634689,30.901,-20.302,1205.609648
21 Mar 2024 13:30:05.000,6090.087222,-2253.223757,3906.658510,31.175,-20.304,1205.699721
21 Mar 2024 13:30:10.000,6072.486106,-2246.871959,3937.593082,31.449,-20.305,1205.790246
21 Mar 2024 13:30:15.000,6054.751728,-2240.456236,3968.437697,31.723,-20.306,1205.881216
21 Mar 2024 13:30:20.000,6036.884538,-2233.976635,3999.191651,31.997,-20.307,1205.972623
21 Mar 2024 13:30:25.000,6018.884987,-2227.433208,4029.854241,32.271,-20.308,1206.064457
21 Mar 2024 13:30:30.000,6000.753532,-2220.826007,4060.424767,32.545,-20.309,1206.156710
21 Mar 2024 13:30:35.000,5982.490630,-2214.155085,4090.902531,32.819,-20.310,1206.249375
21 Mar 2024 13:30:40.000,5964.096743,-2207.420498,4121.286835,33.093,-20.310,1206.342441
21 Mar 2024 13:30:45.000,5945.572335,-2200.622305,4151.576986,33.367,-20.311,1206.435902
21 Mar 2024 13:30:50.000,5926.917873,-2193.760563,4181.772293,33.641,-20.311,1206.529748
21 Mar 2024 13:30:55.000,5908.133827,-2186.835335,4211.872064,33.915,-20.312,1206.623971
21 Mar 2024 13:31:00.000,5889.220671,-2179.846684,4241.875613,34.189,-20.312,1206.718561
21 Mar 2024 13:31:05.000,5870.178880,-2172.794673,4271.782254,34.463,-20.312,1206.813511
21 Mar 2024 13:31:10.000,5851.008932,-2165.679369,4301.591303,34.737,-20.311,1206.908812
21 Mar 2024 13:31:15.000,5831.711309,-2158.500841,4331.302081,35.010,-20.311,1207.004454
21 Mar 2024 13:31:20.000,5812.286497,-2151.259159,4360.913907,35.284,-20.311,1207.100429
21 Mar 2024 13:31:25.000,5792.734981,-2143.954394,4390.426106,35.558,-20.310,1207.196729
21 Mar 2024 13:31:30.000,5773.057252,-2136.586620,4419.838003,35.832,-20.309,1207.293344
21 Mar 2024 13:31:35.000,5753.253803,-2129.155913,4449.148927,36.106,-20.308,1207.390266
21 Mar 2024 13:31:40.000,5733.325129,-2121.662349,4478.358207,36.379,-20.307,1207.487486
21 Mar 2024 13:31:45.000,5713.271730,-2114.106008,4507.465177,36.653,-20.306,1207.584994
21 Mar 2024 13:31:50.000,5693.094106,-2106.486971,4536.469171,36.927,-20.305,1207.682782
21 Mar 2024 13:31:55.000,5672.792761,-2098.805320,4565.369527,37.200,-20.303,1207.780841
21 Mar 2024 13:32:00.000,5652.368202,-2091.061139,4594.165584,37.474,-20.302,1207.879162
21 Mar 2024 13:32:05.000,5631.820938,-2083.254514,4622.856686,37.748,-20.300,1207.977735
21 Mar 2024 13:32:10.000,5611.151483,-2075.385535,4651.442176,38.021,-20.298,1208.076553
21 Mar 2024 13:32:15.000,5590.360350,-2067.454289,4679.921400,38.295,-20.296,1208.175605
21 Mar 2024 13:32:20.000,5569.448057,-2059.460869,4708.293710,38.569,-20.293,1208.274883
21 Mar 2024 13:32:25.000,5548.415125,-2051.405369,4736.558456,38.842,-20.291,1208.374378
21 Mar 2024 13:32:30.000,5527.262076,-2043.287882,4764.714993,39.116,-20.288,1208.474080
21 Mar 2024 13:32:35.000,5505.989437,-2035.108507,4792.762677,39.389,-20.285,1208.573981
21 Mar 2024 13:32:40.000,5484.597735,-2026.867341,4820.700868,39.663,-20.282,1208.674070
21 Mar 2024 13:32:45.000,5463.087502,-2018.564486,4848.528927,39.936,-20.279,1208.774340
21 Mar 2024 13:32:50.000,5441.459270,-2010.200044,4876.246219,40.210,-20.275,1208.874781
21 Mar 2024 13:32:55.000,5419.713577,-2001.774118,4903.852110,40.483,-20.272,1208.975383
21 Mar 2024 13:33:00.000,5397.850960,-1993.286814,4931.345970,40.757,-20.268,1209.076138
21 Mar 2024 13:33:05.000,5375.871962,-1984.738240,4958.727171,41.030,-20.264,1209.177035
21 Mar 2024 13:33:10.000,5353.777125,-1976.128506,4985.995087,41.304,-20.260,1209.278067
21 Mar 2024 13:33:15.000,5331.566997,-1967.457723,5013.149095,41.577,-20.255,1209.379224
21 Mar 2024 13:33:20.000,5309.242127,-1958.726004,5040.188575,41.850,-20.250,1209.480496
21 Mar 2024 13:33:25.000,5286.803065,-1949.933463,5067.112909,42.124,-20.246,1209.581874
21 Mar 2024 13:33:30.000,5264.250366,-1941.080217,5093.921482,42.397,-20.240,1209.683350
21 Mar 2024 13:33:35.000,5241.584586,-1932.166384,5120.613682,42.670,-20.235,1209.784913
21 Mar 2024 13:33:40.000,5218.806285,-1923.192085,5147.188899,42.944,-20.229,1209.886554
21 Mar 2024 13:33:45.000,5195.916023,-1914.157442,5173.646525,43.217,-20.224,1209.988264
21 Mar 2024 13:33:50.000,5172.914365,-1905.062577,5199.985956,43.490,-20.218,1210.090035
21 Mar 2024 13:33:55.000,5149.801877,-1895.907618,5226.206590,43.763,-20.211,1210.191855
21 Mar 2024 13:34:00.000,5126.579127,-1886.692690,5252.307830,44.037,-20.205,1210.293717
21 Mar 2024 13:34:05.000,5103.246688,-1877.417923,5278.289077,44.310,-20.198,1210.395610
21 Mar 2024 13:34:10.000,5079.805131,-1868.083448,5304.149739,44.583,-20.191,1210.497527
21 Mar 2024 13:34:15.000,5056.255034,-1858.689397,5329.889224,44.856,-20.184,1210.599456
21 Mar 2024 13:34:20.000,5032.596975,-1849.235905,5355.506945,45.129,-20.176,1210.701389
21 Mar 2024 13:34:25.000,5008.831534,-1839.723108,5381.002317,45.402,-20.168,1210.803317
21 Mar 2024 13:34:30.000,4984.959295,-1830.151143,5406.374757,45.675,-20.160,1210.905230
