"Time (UTCG)","Satellite10226 - Satellite11501 - x (km)","Satellite10226 - Satellite11501 - y (km)","Satellite10226 - Satellite11501 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 13:30:00.000,6373.954028,-1156.096221,3932.468941,31.404,-10.280,1205.775202
21 Mar 2024 13:30:05.000,6355.393587,-1152.888833,3963.329419,31.678,-10.282,1205.866102
21 Mar 2024 13:30:10.000,6336.691155,-1149.641664,3994.099352,31.952,-10.283,1205.957439
21 Mar 2024 13:30:15.000,6317.847186,-1146.354683,4024.778039,32.226,-10.284,1206.049205
21 Mar 2024 13:30:20.000,6298.862137,-1143.027862,4055.364777,32.500,-10.285,1206.141393
21 Mar 2024 13:30:25.000,6279.736469,-1139.661174,4085.858867,32.774,-10.286,1206.233992
21 Mar 2024 13:30:30.000,6260.470643,-1136.254593,4116.259615,33.048,-10.287,1206.326996
21 Mar 2024 13:30:35.000,6241.065128,-1132.808094,4146.566324,33.322,-10.288,1206.420395
21 Mar 2024 13:30:40.000,6221.520394,-1129.321653,4176.778302,33.596,-10.288,1206.514180
21 Mar 2024 13:30:45.000,6201.836912,-1125.795249,4206.894860,33.870,-10.289,1206.608344
21 Mar 2024 13:30:50.000,6182.015160,-1122.228860,4236.915309,34.144,-10.289,1206.702877
21 Mar 2024 13:30:55.000,6162.055617,-1118.622466,4266.838963,34.417,-10.289,1206.797771
21 Mar 2024 13:31:00.000,6141.958766,-1114.976050,4296.665139,34.691,-10.289,1206.893017
21 Mar 2024 13:31:05.000,6121.725091,-1111.289594,4326.393155,34.965,-10.289,1206.988606
21 Mar 2024 13:31:10.000,6101.355083,-1107.563081,4356.022333,35.239,-10.289,1207.084530
21 Mar 2024 13:31:15.000,6080.849232,-1103.796498,4385.551995,35.513,-10.288,1207.180780
21 Mar 2024 13:31:20.000,6060.208034,-1099.989831,4414.981466,35.787,-10.288,1207.277347
21 Mar 2024 13:31:25.000,6039.431987,-1096.143068,4444.310075,36.060,-10.287,1207.374222
21 Mar 2024 13:31:30.000,6018.521591,-1092.256197,4473.537152,36.334,-10.286,1207.471396
21 Mar 2024 13:31:35.000,5997.477352,-1088.329210,4502.662027,36.608,-10.285,1207.568860
21 Mar 2024 13:31:40.000,5976.299776,-1084.362098,4531.684037,36.882,-10.284,1207.666606
21 Mar 2024 13:31:45.000,5954.989374,-1080.354854,4560.602519,37.155,-10.283,1207.764624
21 Mar 2024 13:31:50.000,5933.546659,-1076.307472,4589.416811,37.429,-10.281,1207.862905
21 Mar 2024 13:31:55.000,5911.972147,-1072.219948,4618.126255,37.703,-10.280,1207.961441
21 Mar 2024 13:32:00.000,5890.266358,-1068.092278,4646.730195,37.976,-10.278,1208.060222
21 Mar 2024 13:32:05.000,5868.429814,-1063.924462,4675.227979,38.250,-10.276,1208.159240
21 Mar 2024 13:32:10.000,5846.463040,-1059.716497,4703.618954,38.524,-10.274,1208.258485
21 Mar 2024 13:32:15.000,5824.366564,-1055.468386,4731.902472,38.797,-10.271,1208.357948
21 Mar 2024 13:32:20.000,5802.140917,-1051.180130,4760.077888,39.071,-10.269,1208.457620
21 Mar 2024 13:32:25.000,5779.786635,-1046.851731,4788.144557,39.344,-10.266,1208.557492
21 Mar 2024 13:32:30.000,5757.304253,-1042.483196,4816.101839,39.618,-10.263,1208.657554
21 Mar 2024 13:32:35.000,5734.694311,-1038.074530,4843.949094,39.891,-10.260,1208.757799
21 Mar 2024 13:32:40.000,5711.957353,-1033.625740,4871.685686,40.165,-10.257,1208.858215
21 Mar 2024 13:32:45.000,5689.093924,-1029.136834,4899.310982,40.438,-10.254,1208.958795
21 Mar 2024 13:32:50.000,5666.104572,-1024.607823,4926.824350,40.712,-10.250,1209.059529
21 Mar 2024 13:32:55.000,5642.989849,-1020.038718,4954.225163,40.985,-10.246,1209.160408
21 Mar 2024 13:33:00.000,5619.750310,-1015.429531,4981.512793,41.259,-10.242,1209.261422
21 Mar 2024 13:33:05.000,5596.386511,-1010.780275,5008.686619,41.532,-10.238,1209.362562
21 Mar 2024 13:33:10.000,5572.899012,-1006.090967,5035.746018,41.805,-10.234,1209.463820
21 Mar 2024 13:33:15.000,5549.288377,-1001.361622,5062.690372,42.079,-10.229,1209.565185
21 Mar 2024 13:33:20.000,5525.555169,-996.592259,5089.519067,42.352,-10.224,1209.666649
21 Mar 2024 13:33:25.000,5501.699958,-991.782896,5116.231489,42.625,-10.219,1209.768202
21 Mar 2024 13:33:30.000,5477.723315,-986.933554,5142.827028,42.899,-10.214,1209.869835
21 Mar 2024 13:33:35.000,5453.625813,-982.044254,5169.305076,43.172,-10.208,1209.971539
21 Mar 2024 13:33:40.000,5429.408029,-977.115020,5195.665029,43.445,-10.202,1210.073304
21 Mar 2024 13:33:45.000,5405.070541,-972.145875,5221.906283,43.718,-10.196,1210.175121
21 Mar 2024 13:33:50.000,5380.613933,-967.136847,5248.028241,43.992,-10.190,1210.276981
21 Mar 2024 13:33:55.000,5356.038788,-962.087961,5274.030304,44.265,-10.183,1210.378874
21 Mar 2024 13:34:00.000,5331.345693,-956.999246,5299.911880,44.538,-10.176,1210.480791
21 Mar 2024 13:34:05.000,5306.535240,-951.870732,5325.672376,44.811,-10.169,1210.582724
21 Mar 2024 13:34:10.000,5281.608019,-946.702449,5351.311204,45.084,-10.162,1210.684661
21 Mar 2024 13:34:15.000,5256.564626,-941.494431,5376.827778,45.357,-10.154,1210.786595
21 Mar 2024 13:34:20.000,5231.405660,-936.246711,5402.221516,45.631,-10.147,1210.888515
21 Mar 2024 13:34:25.000,5206.131720,-930.959324,5427.491837,45.904,-10.138,1210.990413
21 Mar 2024 13:34:30.000,5180.743409,-925.632306,5452.638165,46.177,-10.130,1211.092280
21 Mar 2024 13:34:35.000,5155.241333,-920.265696,5477.659923,46.450,-10.121,1211.194105
21 Mar 2024 13:34:40.000,5129.626100,-914.859532,5502.556542,46.723,-10.112,1211.295880
21 Mar 2024 13:34:45.000,5103.898321,-909.413854,5527.327452,46.996,-10.103,1211.397595
21 Mar 2024 13:34:50.000,5078.058609,-903.928705,5551.972087,47.269,-10.093,1211.499241
21 Mar 2024 13:34:55.000,5052.107579,-898.404127,5576.489884,47.541,-10.083,1211.600809
21 Mar 2024 13:35:00.000,5026.045850,-892.840166,5600.880283,47.814,-10.073,1211.702289
21 Mar 2024 13:35:05.000,4999.874042,-887.236866,5625.142727,48.087,-10.062,1211.803673
21 Mar 2024 13:35:10.000,4973.592778,-881.594275,5649.276662,48.360,-10.052,1211.904950
21 Mar 2024 13:35:15.000,4947.202685,-875.912442,5673.281536,48.633,-10.040,1212.006113
21 Mar 2024 13:35:20.000,4920.704389,-870.191416,5697.156800,48.906,-10.029,1212.107150
21 Mar 2024 13:35:25.000,4894.098522,-864.431249,5720.901910,49.179,-10.017,1212.208054
