"Time (UTCG)","Satellite10929 - Satellite11501 - x (km)","Satellite10929 - Satellite11501 - y (km)","Satellite10929 - Satellite11501 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 13:30:00.000,1612.395143,3200.146670,6677.379994,61.914,63.259,1216.617823
21 Mar 2024 13:30:05.000,1595.833964,3172.908794,6694.335227,62.186,63.300,1216.702061
21 Mar 2024 13:30:10.000,1579.216641,3145.610960,6711.137525,62.457,63.342,1216.785748
21 Mar 2024 13:30:15.000,1562.543508,3118.253828,6727.786504,62.729,63.385,1216.868875
21 Mar 2024 13:30:20.000,1545.814900,3090.838061,6744.281783,63.000,63.429,1216.951435
21 Mar 2024 13:30:25.000,1529.031154,3063.364322,6760.622985,63.271,63.475,1217.033421
21 Mar 2024 13:30:30.000,1512.192611,3035.833275,6776.809738,63.542,63.521,1217.114826
21 Mar 2024 13:30:35.000,1495.299610,3008.245585,6792.841671,63.814,63.570,1217.195641
21 Mar 2024 13:30:40.000,1478.352494,2980.601918,6808.718418,64.085,63.619,1217.275860
21 Mar 2024 13:30:45.000,1461.351608,2952.902942,6824.439617,64.356,63.670,1217.355475
21 Mar 2024 13:30:50.000,1444.297298,2925.149324,6840.004908,64.627,63.722,1217.434479
21 Mar 2024 13:30:55.000,1427.189911,2897.341735,6855.413935,64.898,63.776,1217.512864
21 Mar 2024 13:31:00.000,1410.029797,2869.480843,6870.666347,65.169,63.831,1217.590625
21 Mar 2024 13:31:05.000,1392.817306,2841.567321,6885.761795,65.440,63.888,1217.667753
21 Mar 2024 13:31:10.000,1375.552793,2813.601840,6900.699935,65.711,63.946,1217.744242
21 Mar 2024 13:31:15.000,1358.236610,2785.585073,6915.480425,65.981,64.006,1217.820085
21 Mar 2024 13:31:20.000,1340.869114,2757.517694,6930.102927,66.252,64.068,1217.895275
21 Mar 2024 13:31:25.000,1323.450664,2729.400379,6944.567107,66.523,64.132,1217.969805
21 Mar 2024 13:31:30.000,1305.981617,2701.233802,6958.872635,66.794,64.197,1218.043668
21 Mar 2024 13:31:35.000,1288.462336,2673.018640,6973.019184,67.064,64.265,1218.116858
21 Mar 2024 13:31:40.000,1270.893183,2644.755571,6987.006432,67.335,64.334,1218.189368
21 Mar 2024 13:31:45.000,1253.274523,2616.445273,7000.834057,67.605,64.406,1218.261191
21 Mar 2024 13:31:50.000,1235.606721,2588.088424,7014.501745,67.876,64.479,1218.332321
21 Mar 2024 13:31:55.000,1217.890145,2559.685705,7028.009183,68.146,64.555,1218.402752
21 Mar 2024 13:32:00.000,1200.125164,2531.237796,7041.356063,68.416,64.633,1218.472476
21 Mar 2024 13:32:05.000,1182.312149,2502.745378,7054.542079,68.686,64.714,1218.541489
21 Mar 2024 13:32:10.000,1164.451472,2474.209134,7067.566931,68.956,64.797,1218.609783
21 Mar 2024 13:32:15.000,1146.543507,2445.629746,7080.430321,69.226,64.882,1218.677352
21 Mar 2024 13:32:20.000,1128.588629,2417.007897,7093.131954,69.496,64.970,1218.744191
21 Mar 2024 13:32:25.000,1110.587217,2388.344273,7105.671542,69.766,65.061,1218.810293
21 Mar 2024 13:32:30.000,1092.539647,2359.639557,7118.048797,70.036,65.155,1218.875652
21 Mar 2024 13:32:35.000,1074.446302,2330.894435,7130.263436,70.306,65.252,1218.940262
21 Mar 2024 13:32:40.000,1056.307561,2302.109593,7142.315181,70.575,65.352,1219.004117
21 Mar 2024 13:32:45.000,1038.123808,2273.285719,7154.203757,70.845,65.456,1219.067213
21 Mar 2024 13:32:50.000,1019.895429,2244.423499,7165.928890,71.114,65.562,1219.129542
21 Mar 2024 13:32:55.000,1001.622809,2215.523621,7177.490315,71.384,65.673,1219.191099
21 Mar 2024 13:33:00.000,983.306337,2186.586774,7188.887766,71.653,65.787,1219.251879
21 Mar 2024 13:33:05.000,964.946401,2157.613648,7200.120984,71.922,65.904,1219.311877
21 Mar 2024 13:33:10.000,946.543392,2128.604930,7211.189711,72.191,66.026,1219.371086
21 Mar 2024 13:33:15.000,928.097703,2099.561313,7222.093695,72.460,66.152,1219.429501
21 Mar 2024 13:33:20.000,909.609727,2070.483486,7232.832686,72.729,66.283,1219.487118
21 Mar 2024 13:33:25.000,891.079859,2041.372141,7243.406440,72.998,66.418,1219.543931
21 Mar 2024 13:33:30.000,872.508497,2012.227968,7253.814715,73.266,66.558,1219.599934
21 Mar 2024 13:33:35.000,853.896038,1983.051661,7264.057272,73.535,66.703,1219.655123
21 Mar 2024 13:33:40.000,835.242881,1953.843912,7274.133879,73.803,66.854,1219.709493
21 Mar 2024 13:33:45.000,816.549428,1924.605413,7284.044304,74.071,67.010,1219.763038
21 Mar 2024 13:33:50.000,797.816082,1895.336859,7293.788322,74.339,67.172,1219.815755
21 Mar 2024 13:33:55.000,779.043245,1866.038942,7303.365709,74.607,67.340,1219.867637
21 Mar 2024 13:34:00.000,760.231323,1836.712357,7312.776247,74.874,67.515,1219.918682
21 Mar 2024 13:34:05.000,741.380723,1807.357798,7322.019722,75.142,67.696,1219.968883
21 Mar 2024 13:34:10.000,722.491852,1777.975960,7331.095921,75.409,67.885,1220.018236
21 Mar 2024 13:34:15.000,703.565121,1748.567539,7340.004637,75.676,68.082,1220.066737
21 Mar 2024 13:34:20.000,684.600939,1719.133229,7348.745668,75.943,68.286,1220.114382
21 Mar 2024 13:34:25.000,665.599720,1689.673726,7357.318812,76.210,68.499,1220.161166
21 Mar 2024 13:34:30.000,646.561875,1660.189727,7365.723875,76.476,68.722,1220.207085
21 Mar 2024 13:34:35.000,627.487820,1630.681927,7373.960664,76.742,68.953,1220.252134
21 Mar 2024 13:34:40.000,608.377972,1601.151023,7382.028992,77.008,69.195,1220.296311
21 Mar 2024 13:34:45.000,589.232747,1571.597712,7389.928673,77.273,69.448,1220.339610
21 Mar 2024 13:34:50.000,570.052564,1542.022690,7397.659528,77.539,69.712,1220.382028
