"Time (UTCG)","Satellite10725 - Satellite11501 - x (km)","Satellite10725 - Satellite11501 - y (km)","Satellite10725 - Satellite11501 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 13:30:00.000,5326.152143,4350.669228,3183.071003,24.960,39.244,1203.785210
21 Mar 2024 13:30:05.000,5314.641091,4340.625124,3215.855096,25.235,39.240,1203.863527
21 Mar 2024 13:30:10.000,5303.001969,4330.490880,3248.565722,25.509,39.235,1203.942466
21 Mar 2024 13:30:15.000,5291.234974,4320.266822,3281.202132,25.784,39.231,1204.022019
21 Mar 2024 13:30:20.000,5279.340308,4309.953274,3313.763581,26.058,39.228,1204.102180
21 Mar 2024 13:30:25.000,5267.318178,4299.550564,3346.249326,26.332,39.224,1204.182941
21 Mar 2024 13:30:30.000,5255.168790,4289.059020,3378.658625,26.607,39.220,1204.264295
21 Mar 2024 13:30:35.000,5242.892356,4278.478974,3410.990736,26.881,39.216,1204.346234
21 Mar 2024 13:30:40.000,5230.489091,4267.810759,3443.244921,27.155,39.213,1204.428750
21 Mar 2024 13:30:45.000,5217.959211,4257.054710,3475.420443,27.430,39.209,1204.511836
21 Mar 2024 13:30:50.000,5205.302938,4246.211163,3507.516568,27.704,39.206,1204.595485
21 Mar 2024 13:30:55.000,5192.520495,4235.280456,3539.532562,27.978,39.202,1204.679688
21 Mar 2024 13:31:00.000,5179.612109,4224.262931,3571.467693,28.252,39.199,1204.764438
21 Mar 2024 13:31:05.000,5166.578010,4213.158928,3603.321233,28.527,39.196,1204.849727
21 Mar 2024 13:31:10.000,5153.418431,4201.968792,3635.092452,28.801,39.193,1204.935547
21 Mar 2024 13:31:15.000,5140.133608,4190.692869,3666.780627,29.075,39.190,1205.021891
21 Mar 2024 13:31:20.000,5126.723781,4179.331505,3698.385031,29.349,39.187,1205.108750
21 Mar 2024 13:31:25.000,5113.189191,4167.885050,3729.904944,29.624,39.184,1205.196116
21 Mar 2024 13:31:30.000,5099.530084,4156.353856,3761.339646,29.898,39.182,1205.283982
21 Mar 2024 13:31:35.000,5085.746710,4144.738274,3792.688418,30.172,39.179,1205.372340
21 Mar 2024 13:31:40.000,5071.839318,4133.038659,3823.950544,30.446,39.177,1205.461180
21 Mar 2024 13:31:45.000,5057.808165,4121.255368,3855.125310,30.720,39.174,1205.550495
21 Mar 2024 13:31:50.000,5043.653507,4109.388757,3886.212004,30.994,39.172,1205.640277
21 Mar 2024 13:31:55.000,5029.375606,4097.439187,3917.209915,31.269,39.170,1205.730518
21 Mar 2024 13:32:00.000,5014.974725,4085.407019,3948.118335,31.543,39.168,1205.821209
21 Mar 2024 13:32:05.000,5000.451132,4073.292616,3978.936559,31.817,39.166,1205.912342
21 Mar 2024 13:32:10.000,4985.805096,4061.096342,4009.663882,32.091,39.164,1206.003908
21 Mar 2024 13:32:15.000,4971.036890,4048.818563,4040.299602,32.365,39.162,1206.095900
21 Mar 2024 13:32:20.000,4956.146791,4036.459649,4070.843019,32.639,39.161,1206.188308
21 Mar 2024 13:32:25.000,4941.135077,4024.019967,4101.293436,32.913,39.159,1206.281125
21 Mar 2024 13:32:30.000,4926.002031,4011.499889,4131.650157,33.187,39.158,1206.374341
21 Mar 2024 13:32:35.000,4910.747938,3998.899789,4161.912488,33.461,39.156,1206.467948
21 Mar 2024 13:32:40.000,4895.373086,3986.220040,4192.079738,33.735,39.155,1206.561938
21 Mar 2024 13:32:45.000,4879.877766,3973.461019,4222.151218,34.009,39.154,1206.656302
21 Mar 2024 13:32:50.000,4864.262273,3960.623103,4252.126240,34.283,39.153,1206.751031
21 Mar 2024 13:32:55.000,4848.526904,3947.706671,4282.004121,34.557,39.153,1206.846116
21 Mar 2024 13:33:00.000,4832.671958,3934.712104,4311.784177,34.830,39.152,1206.941550
21 Mar 2024 13:33:05.000,4816.697740,3921.639784,4341.465729,35.104,39.152,1207.037322
