time,x,y,z,lat,lon,alt
0.0,7230.08486,-1455.95897,1741.90034,13.361,-11.386,1201.134118
5.0,7221.70308,-1455.04168,1777.08150,13.636,-11.392,1201.180382
10.0,7213.15797,-1454.08517,1812.22206,13.911,-11.397,1201.227515
15.0,7204.44974,-1453.08934,1847.32121,14.186,-11.403,1201.275513
20.0,7195.57862,-1452.05410,1882.37817,14.461,-11.409,1201.324372
25.0,7186.54485,-1450.97934,1917.39212,14.736,-11.415,1201.374086
30.0,7177.34864,-1449.86497,1952.36227,15.010,-11.420,1201.424652
35.0,7167.99025,-1448.71090,1987.28781,15.285,-11.426,1201.476065
40.0,7158.46992,-1447.51704,2022.16796,15.560,-11.432,1201.528319
45.0,7148.78788,-1446.28330,2057.00190,15.835,-11.437,1201.581411
50.0,7138.94440,-1445.00958,2091.78885,16.109,-11.443,1201.635335
55.0,7128.93971,-1443.69581,2126.52802,16.384,-11.448,1201.690086
60.0,7118.77408,-1442.34188,2161.21860,16.659,-11.454,1201.745659
65.0,7108.44777,-1440.94771,2195.85981,16.934,-11.459,1201.802050
70.0,7097.96105,-1439.51323,2230.45085,17.208,-11.464,1201.859252
75.0,7087.31417,-1438.03833,2264.99094,17.483,-11.470,1201.917261
80.0,7076.50742,-1436.52295,2299.47928,17.758,-11.475,1201.976071
85.0,7065.54106,-1434.96700,2333.91509,18.033,-11.480,1202.035676
90.0,7054.41537,-1433.37039,2368.29758,18.307,-11.485,1202.096073
95.0,7043.13065,-1431.73305,2402.62597,18.582,-11.491,1202.157253
100.0,7031.68717,-1430.05490,2436.89946,18.857,-11.496,1202.219213
105.0,7020.08522,-1428.33586,2471.11729,19.131,-11.501,1202.281947
110.0,7008.32509,-1426.57585,2505.27866,19.406,-11.506,1202.345447
115.0,6996.40709,-1424.77481,2539.38279,19.681,-11.511,1202.409710
120.0,6984.33152,-1422.93264,2573.42891,19.955,-11.515,1202.474728
125.0,6972.09867,-1421.04929,2607.41624,20.230,-11.520,1202.540496
130.0,6959.70886,-1419.12468,2641.34400,20.504,-11.525,1202.607008
135.0,6947.16239,-1417.15874,2675.21142,20.779,-11.530,1202.674258
140.0,6934.45959,-1415.15140,2709.01773,21.054,-11.534,1202.742239
145.0,6921.60078,-1413.10259,2742.76214,21.328,-11.539,1202.810945
150.0,6908.58626,-1411.01225,2776.44389,21.603,-11.543,1202.880370
155.0,6895.41638,-1408.88030,2810.06222,21.877,-11.548,1202.950507
160.0,6882.09145,-1406.70668,2843.61634,22.152,-11.552,1203.021350
165.0,6868.61182,-1404.49134,2877.10551,22.426,-11.557,1203.092892
170.0,6854.97782,-1402.23420,2910.52894,22.701,-11.561,1203.165128
175.0,6841.18979,-1399.93521,2943.88588,22.975,-11.565,1203.238049
180.0,6827.24807,-1397.59430,2977.17557,23.250,-11.569,1203.311650
185.0,6813.15301,-1395.21142,3010.39724,23.524,-11.573,1203.385924
190.0,6798.90496,-1392.78651,3043.55014,23.799,-11.577,1203.460863
195.0,6784.50428,-1390.31952,3076.63350,24.073,-11.581,1203.536461
200.0,6769.95132,-1387.81038,3109.64658,24.348,-11.585,1203.612712
205.0,6755.24645,-1385.25904,3142.58862,24.622,-11.589,1203.689607
210.0,6740.39002,-1382.66546,3175.45886,24.897,-11.592,1203.767140
215.0,6725.38242,-1380.02957,3208.25656,25.171,-11.596,1203.845304
220.0,6710.22400,-1377.35133,3240.98096,25.445,-11.600,1203.924091
225.0,6694.91515,-1374.63069,3273.63132,25.720,-11.603,1204.003494
230.0,6679.45624,-1371.86761,3306.20689,25.994,-11.606,1204.083507
235.0,6663.84765,-1369.06203,3338.70694,26.269,-11.610,1204.164121
240.0,6648.08978,-1366.21391,3371.13070,26.543,-11.613,1204.245329
245.0,6632.18301,-1363.32320,3403.47745,26.817,-11.616,1204.327123
250.0,6616.12773,-1360.38987,3435.74645,27.091,-11.619,1204.409497
255.0,6599.92434,-1357.41387,3467.93695,27.366,-11.622,1204.492443
260.0,6583.57323,-1354.39516,3500.04823,27.640,-11.625,1204.575952
265.0,6567.07482,-1351.33370,3532.07955,27.914,-11.628,1204.660018
270.0,6550.42950,-1348.22946,3564.03018,28.189,-11.630,1204.744632
275.0,6533.63768,-1345.08239,3595.89938,28.463,-11.633,1204.829787
280.0,6516.69979,-1341.89247,3627.68644,28.737,-11.635,1204.915475
285.0,6499.61622,-1338.65965,3659.39061,29.011,-11.638,1205.001688
290.0,6482.38742,-1335.38391,3691.01119,29.285,-11.640,1205.088418
295.0,6465.01378,-1332.06522,3722.54744,29.560,-11.642,1205.175657
300.0,6447.49575,-1328.70353,3753.99865,29.834,-11.645,1205.263397
305.0,6429.83375,-1325.29884,3785.36410,30.108,-11.647,1205.351630
310.0,6412.02821,-1321.85110,3816.64306,30.382,-11.648,1205.440348
315.0,6394.07957,-1318.36029,3847.83484,30.656,-11.650,1205.529543
320.0,6375.98827,-1314.82639,3878.93871,30.930,-11.652,1205.619207
325.0,6357.75475,-1311.24937,3909.95396,31.204,-11.654,1205.709331
330.0,6339.37946,-1307.62921,3940.87989,31.478,-11.655,1205.799906
335.0,6320.86284,-1303.96589,3971.71579,31.752,-11.656,1205.890926
340.0,6302.20535,-1300.25939,4002.46095,32.026,-11.658,1205.982381
345.0,6283.40744,-1296.50969,4033.11467,32.300,-11.659,1206.074263
350.0,6264.46958,-1292.71677,4063.67625,32.574,-11.660,1206.166563
355.0,6245.39221,-1288.88062,4094.14500,32.848,-11.661,1206.259274
360.0,6226.17581,-1285.00122,4124.52021,33.122,-11.661,1206.352386
365.0,6206.82085,-1281.07857,4154.80120,33.396,-11.662,1206.445891
370.0,6187.32780,-1277.11264,4184.98726,33.670,-11.663,1206.539780
375.0,6167.69712,-1273.10343,4215.07772,33.944,-11.663,1206.634045
380.0,6147.92931,-1269.05093,4245.07189,34.218,-11.663,1206.728677
385.0,6128.02483,-1264.95513,4274.96907,34.492,-11.663,1206.823668
390.0,6107.98418,-1260.81603,4304.76859,34.766,-11.663,1206.919008
395.0,6087.80784,-1256.63361,4334.46976,35.040,-11.663,1207.014690
400.0,6067.49629,-1252.40788,4364.07191,35.313,-11.663,1207.110703
405.0,6047.05004,-1248.13883,4393.57436,35.587,-11.662,1207.207040
410.0,6026.46957,-1243.82646,4422.97644,35.861,-11.662,1207.303692
415.0,6005.75540,-1239.47077,4452.27747,36.135,-11.661,1207.400649
420.0,5984.90801,-1235.07177,4481.47679,36.409,-11.660,1207.497903
425.0,5963.92792,-1230.62945,4510.57373,36.682,-11.659,1207.595445
430.0,5942.81563,-1226.14383,4539.56762,36.956,-11.658,1207.693265
435.0,5921.57165,-1221.61489,4568.45780,37.230,-11.657,1207.791356
440.0,5900.19650,-1217.04267,4597.24361,37.503,-11.655,1207.889708
445.0,5878.69070,-1212.42715,4625.92439,37.777,-11.653,1207.988311
450.0,5857.05476,-1207.76835,4654.49950,38.051,-11.652,1208.087158
455.0,5835.28921,-1203.06629,4682.96826,38.324,-11.649,1208.186238
460.0,5813.39457,-1198.32097,4711.33005,38.598,-11.647,1208.285543
