time,x,y,z,lat,lon,alt
0.0,6471.24928,-438.45652,-3919.03675,-31.285,-3.876,1205.735859
5.0,6489.81771,-439.90772,-3888.04677,-31.011,-3.878,1205.645599
10.0,6508.23769,-441.36242,-3856.96796,-30.737,-3.880,1205.555797
15.0,6526.50878,-442.82048,-3825.80104,-30.462,-3.882,1205.466461
20.0,6544.63057,-444.28177,-3794.54672,-30.188,-3.884,1205.377600
25.0,6562.60265,-445.74614,-3763.20570,-29.914,-3.886,1205.289221
30.0,6580.42461,-447.21344,-3731.77872,-29.640,-3.888,1205.201333
35.0,6598.09605,-448.68354,-3700.26648,-29.366,-3.890,1205.113944
40.0,6615.61654,-450.15629,-3668.66971,-29.092,-3.893,1205.027062
45.0,6632.98571,-451.63155,-3636.98912,-28.817,-3.895,1204.940694
50.0,6650.20315,-453.10917,-3605.22545,-28.543,-3.898,1204.854849
55.0,6667.26847,-454.58900,-3573.37941,-28.269,-3.901,1204.769535
60.0,6684.18127,-456.07091,-3541.45174,-27.995,-3.903,1204.684760
65.0,6700.94119,-457.55475,-3509.44316,-27.720,-3.906,1204.600530
70.0,6717.54782,-459.04037,-3477.35440,-27.446,-3.909,1204.516855
75.0,6734.00079,-460.52763,-3445.18621,-27.172,-3.912,1204.433741
80.0,6750.29974,-462.01638,-3412.93930,-26.898,-3.915,1204.351197
85.0,6766.44428,-463.50647,-3380.61443,-26.623,-3.919,1204.269229
90.0,6782.43406,-464.99777,-3348.21232,-26.349,-3.922,1204.187847
95.0,6798.26870,-466.49011,-3315.73372,-26.075,-3.925,1204.107056
100.0,6813.94784,-467.98336,-3283.17937,-25.800,-3.929,1204.026864
105.0,6829.47113,-469.47736,-3250.55002,-25.526,-3.932,1203.947280
110.0,6844.83822,-470.97198,-3217.84641,-25.251,-3.936,1203.868310
115.0,6860.04876,-472.46705,-3185.06928,-24.977,-3.940,1203.789961
120.0,6875.10239,-473.96243,-3152.21939,-24.703,-3.944,1203.712240
125.0,6889.99879,-475.45798,-3119.29748,-24.428,-3.948,1203.635156
130.0,6904.73761,-476.95355,-3086.30431,-24.154,-3.952,1203.558714
135.0,6919.31851,-478.44898,-3053.24063,-23.879,-3.956,1203.482922
140.0,6933.74116,-479.94412,-3020.10720,-23.605,-3.960,1203.407788
145.0,6948.00525,-481.43884,-2986.90478,-23.330,-3.964,1203.333317
150.0,6962.11043,-482.93297,-2953.63411,-23.056,-3.968,1203.259516
155.0,6976.05640,-484.42637,-2920.29597,-22.781,-3.972,1203.186394
160.0,6989.84284,-485.91888,-2886.89112,-22.507,-3.977,1203.113955
165.0,7003.46943,-487.41036,-2853.42031,-22.232,-3.981,1203.042207
170.0,7016.93587,-488.90066,-2819.88431,-21.958,-3.986,1202.971157
175.0,7030.24185,-490.38962,-2786.28389,-21.683,-3.990,1202.900811
180.0,7043.38707,-491.87709,-2752.61982,-21.409,-3.995,1202.831176
185.0,7056.37124,-493.36293,-2718.89286,-21.134,-3.999,1202.762257
190.0,7069.19405,-494.84698,-2685.10379,-20.859,-4.004,1202.694062
195.0,7081.85522,-496.32909,-2651.25337,-20.585,-4.009,1202.626597
200.0,7094.35447,-497.80910,-2617.34239,-20.310,-4.014,1202.559867
205.0,7106.69150,-499.28688,-2583.37161,-20.036,-4.019,1202.493879
210.0,7118.86605,-500.76225,-2549.34181,-19.761,-4.024,1202.428639
215.0,7130.87784,-502.23508,-2515.25378,-19.486,-4.029,1202.364154
220.0,7142.72659,-503.70521,-2481.10827,-19.212,-4.034,1202.300428
225.0,7154.41205,-505.17248,-2446.90609,-18.937,-4.039,1202.237469
230.0,7165.93394,-506.63675,-2412.64801,-18.662,-4.044,1202.175281
235.0,7177.29200,-508.09787,-2378.33480,-18.388,-4.049,1202.113870
240.0,7188.48599,-509.55567,-2343.96727,-18.113,-4.055,1202.053243
245.0,7199.51565,-511.01000,-2309.54618,-17.838,-4.060,1201.993404
250.0,7210.38073,-512.46072,-2275.07233,-17.563,-4.065,1201.934360
255.0,7221.08099,-513.90767,-2240.54651,-17.289,-4.071,1201.876115
260.0,7231.61618,-515.35069,-2205.96950,-17.014,-4.076,1201.818675
265.0,7241.98608,-516.78964,-2171.34209,-16.739,-4.082,1201.762046
270.0,7252.19044,-518.22436,-2136.66508,-16.464,-4.087,1201.706232
275.0,7262.22905,-519.65470,-2101.93926,-16.190,-4.093,1201.651239
280.0,7272.10167,-521.08049,-2067.16541,-15.915,-4.099,1201.597072
285.0,7281.80808,-522.50160,-2032.34434,-15.640,-4.104,1201.543736
290.0,7291.34807,-523.91786,-1997.47684,-15.365,-4.110,1201.491235
295.0,7300.72143,-525.32913,-1962.56370,-15.091,-4.116,1201.439575
300.0,7309.92794,-526.73524,-1927.60573,-14.816,-4.121,1201.388760
305.0,7318.96740,-528.13604,-1892.60373,-14.541,-4.127,1201.338796
310.0,7327.83961,-529.53139,-1857.55848,-14.266,-4.133,1201.289686
315.0,7336.54437,-530.92113,-1822.47080,-13.991,-4.139,1201.241435
320.0,7345.08149,-532.30509,-1787.34148,-13.716,-4.145,1201.194048
325.0,7353.45078,-533.68314,-1752.17133,-13.442,-4.151,1201.147529
330.0,7361.65204,-535.05511,-1716.96115,-13.167,-4.157,1201.101882
335.0,7369.68511,-536.42085,-1681.71175,-12.892,-4.163,1201.057112
340.0,7377.54980,-537.78021,-1646.42393,-12.617,-4.169,1201.013222
345.0,7385.24594,-539.13304,-1611.09849,-12.342,-4.175,1200.970217
350.0,7392.77336,-540.47917,-1575.73624,-12.067,-4.181,1200.928101
355.0,7400.13189,-541.81846,-1540.33800,-11.792,-4.188,1200.886877
360.0,7407.32137,-543.15075,-1504.90457,-11.517,-4.194,1200.846550
365.0,7414.34164,-544.47589,-1469.43676,-11.242,-4.200,1200.807123
370.0,7421.19255,-545.79373,-1433.93538,-10.968,-4.206,1200.768600
375.0,7427.87395,-547.10411,-1398.40123,-10.693,-4.213,1200.730984
380.0,7434.38569,-548.40687,-1362.83515,-10.418,-4.219,1200.694278
385.0,7440.72763,-549.70187,-1327.23792,-10.143,-4.225,1200.658487
390.0,7446.89964,-550.98895,-1291.61038,-9.868,-4.232,1200.623614
395.0,7452.90157,-552.26796,-1255.95332,-9.593,-4.238,1200.589661
400.0,7458.73329,-553.53875,-1220.26758,-9.318,-4.244,1200.556632
405.0,7464.39468,-554.80115,-1184.55396,-9.043,-4.251,1200.524530
410.0,7469.88563,-556.05503,-1148.81327,-8.768,-4.257,1200.493358
415.0,7475.20600,-557.30022,-1113.04634,-8.493,-4.264,1200.463119
420.0,7480.35568,-558.53657,-1077.25398,-8.218,-4.270,1200.433815
425.0,7485.33457,-559.76393,-1041.43702,-7.943,-4.277,1200.405449
430.0,7490.14256,-560.98215,-1005.59626,-7.668,-4.283,1200.378024
435.0,7494.77955,-562.19107,-969.73252,-7.393,-4.290,1200.351543
440.0,7499.24543,-563.39055,-933.84663,-7.118,-4.296,1200.326008
445.0,7503.54011,-564.58043,-897.93941,-6.843,-4.303,1200.301421
450.0,7507.66350,-565.76056,-862.01167,-6.568,-4.310,1200.277784
455.0,7511.61552,-566.93078,-826.06425,-6.293,-4.316,1200.255100
460.0,7515.39608,-568.09095,-790.09794,-6.018,-4.323,1200.233371
465.0,7519.00511,-569.24092,-754.11359,-5.743,-4.329,1200.212598
470.0,7522.44253,-570.38052,-718.11201,-5.468,-4.336,1200.192784
475.0,7525.70827,-571.50962,-682.09403,-5.193,-4.343,1200.173931
480.0,7528.80225,-572.62805,-646.06046,-4.918,-4.349,1200.156040
485.0,7531.72443,-573.73568,-610.01213,-4.643,-4.356,1200.139113
490.0,7534.47475,-574.83235,-573.94987,-4.368,-4.363,1200.123152
