time,x,y,z,lat,lon,alt
0.0,4847.83263,3476.82650,-4673.15275,-38.230,35.648,1208.152009
5.0,4865.81614,3489.88278,-4644.64336,-37.956,35.649,1208.052995
10.0,4883.69862,3502.84671,-4616.02786,-37.683,35.650,1207.954218
15.0,4901.47960,3515.71806,-4587.30690,-37.409,35.651,1207.855688
20.0,4919.15863,3528.49663,-4558.48114,-37.135,35.652,1207.757412
25.0,4936.73522,3541.18219,-4529.55124,-36.861,35.652,1207.659401
30.0,4954.20890,3553.77454,-4500.51787,-36.588,35.653,1207.561663
35.0,4971.57922,3566.27345,-4471.38167,-36.314,35.653,1207.464208
40.0,4988.84571,3578.67873,-4442.14333,-36.040,35.653,1207.367043
45.0,5006.00792,3590.99017,-4412.80350,-35.766,35.653,1207.270178
50.0,5023.06537,3603.20756,-4383.36286,-35.492,35.653,1207.173623
55.0,5040.01762,3615.33070,-4353.82208,-35.219,35.653,1207.077385
60.0,5056.86421,3627.35940,-4324.18183,-34.945,35.652,1206.981473
65.0,5073.60469,3639.29346,-4294.44280,-34.671,35.652,1206.885898
70.0,5090.23861,3651.13268,-4264.60566,-34.397,35.651,1206.790666
75.0,5106.76553,3662.87688,-4234.67109,-34.123,35.650,1206.695787
80.0,5123.18499,3674.52586,-4204.63977,-33.849,35.649,1206.601270
85.0,5139.49656,3686.07944,-4174.51240,-33.575,35.648,1206.507123
90.0,5155.69980,3697.53744,-4144.28966,-33.301,35.647,1206.413355
95.0,5171.79427,3708.89967,-4113.97224,-33.027,35.646,1206.319974
100.0,5187.77953,3720.16596,-4083.56084,-32.753,35.644,1206.226990
105.0,5203.65515,3731.33614,-4053.05615,-32.479,35.643,1206.134410
110.0,5219.42070,3742.41001,-4022.45886,-32.205,35.641,1206.042244
115.0,5235.07575,3753.38743,-3991.76968,-31.931,35.639,1205.950499
120.0,5250.61987,3764.26821,-3960.98930,-31.657,35.637,1205.859184
125.0,5266.05265,3775.05219,-3930.11843,-31.383,35.635,1205.768308
130.0,5281.37365,3785.73922,-3899.15778,-31.109,35.633,1205.677878
135.0,5296.58247,3796.32911,-3868.10804,-30.835,35.631,1205.587904
140.0,5311.67868,3806.82173,-3836.96994,-30.561,35.629,1205.498392
145.0,5326.66187,3817.21691,-3805.74418,-30.286,35.626,1205.409353
150.0,5341.53163,3827.51450,-3774.43148,-30.012,35.624,1205.320793
155.0,5356.28755,3837.71435,-3743.03255,-29.738,35.621,1205.232721
160.0,5370.92923,3847.81630,-3711.54810,-29.464,35.618,1205.145145
165.0,5385.45625,3857.82022,-3679.97887,-29.190,35.616,1205.058074
170.0,5399.86822,3867.72597,-3648.32556,-28.915,35.613,1204.971514
175.0,5414.16475,3877.53339,-3616.58891,-28.641,35.610,1204.885474
180.0,5428.34542,3887.24235,-3584.76963,-28.367,35.606,1204.799963
185.0,5442.40985,3896.85271,-3552.86846,-28.093,35.603,1204.714987
190.0,5456.35765,3906.36435,-3520.88612,-27.818,35.600,1204.630554
195.0,5470.18843,3915.77714,-3488.82334,-27.544,35.597,1204.546673
200.0,5483.90181,3925.09093,-3456.68086,-27.270,35.593,1204.463352
205.0,5497.49739,3934.30561,-3424.45941,-26.995,35.590,1204.380597
210.0,5510.97479,3943.42105,-3392.15973,-26.721,35.586,1204.298416
215.0,5524.33365,3952.43714,-3359.78255,-26.447,35.582,1204.216817
220.0,5537.57358,3961.35376,-3327.32861,-26.172,35.578,1204.135808
225.0,5550.69420,3970.17078,-3294.79866,-25.898,35.574,1204.055396
230.0,5563.69516,3978.88810,-3262.19344,-25.624,35.571,1203.975588
235.0,5576.57607,3987.50561,-3229.51370,-25.349,35.566,1203.896391
240.0,5589.33659,3996.02319,-3196.76017,-25.075,35.562,1203.817814
245.0,5601.97633,4004.44075,-3163.93361,-24.800,35.558,1203.739863
250.0,5614.49495,4012.75817,-3131.03477,-24.526,35.554,1203.662545
255.0,5626.89208,4020.97537,-3098.06440,-24.251,35.550,1203.585868
260.0,5639.16737,4029.09224,-3065.02325,-23.977,35.545,1203.509838
265.0,5651.32047,4037.10868,-3031.91208,-23.702,35.541,1203.434463
270.0,5663.35102,4045.02461,-2998.73165,-23.428,35.536,1203.359749
275.0,5675.25869,4052.83993,-2965.48270,-23.153,35.532,1203.285704
280.0,5687.04313,4060.55456,-2932.16601,-22.879,35.527,1203.212334
285.0,5698.70399,4068.16840,-2898.78234,-22.604,35.522,1203.139646
290.0,5710.24095,4075.68139,-2865.33243,-22.330,35.517,1203.067646
295.0,5721.65365,4083.09343,-2831.81707,-22.055,35.512,1202.996342
300.0,5732.94178,4090.40445,-2798.23702,-21.781,35.508,1202.925740
305.0,5744.10499,4097.61438,-2764.59303,-21.506,35.503,1202.855846
310.0,5755.14297,4104.72314,-2730.88589,-21.232,35.497,1202.786667
315.0,5766.05538,4111.73066,-2697.11636,-20.957,35.492,1202.718209
320.0,5776.84191,4118.63688,-2663.28521,-20.682,35.487,1202.650479
325.0,5787.50224,4125.44173,-2629.39322,-20.408,35.482,1202.583482
330.0,5798.03605,4132.14515,-2595.44116,-20.133,35.477,1202.517225
335.0,5808.44303,4138.74707,-2561.42981,-19.858,35.471,1202.451715
340.0,5818.72286,4145.24745,-2527.35994,-19.584,35.466,1202.386956
345.0,5828.87525,4151.64622,-2493.23232,-19.309,35.461,1202.322956
350.0,5838.89988,4157.94333,-2459.04775,-19.034,35.455,1202.259719
355.0,5848.79645,4164.13875,-2424.80701,-18.760,35.450,1202.197252
360.0,5858.56466,4170.23240,-2390.51086,-18.485,35.444,1202.135561
365.0,5868.20423,4176.22426,-2356.16010,-18.210,35.438,1202.074651
370.0,5877.71485,4182.11428,-2321.75552,-17.936,35.433,1202.014528
375.0,5887.09623,4187.90243,-2287.29789,-17.661,35.427,1201.955197
380.0,5896.34809,4193.58865,-2252.78801,-17.386,35.421,1201.896665
385.0,5905.47014,4199.17292,-2218.22667,-17.111,35.415,1201.838935
390.0,5914.46210,4204.65522,-2183.61464,-16.837,35.409,1201.782014
395.0,5923.32370,4210.03550,-2148.95273,-16.562,35.404,1201.725907
400.0,5932.05465,4215.31374,-2114.24173,-16.287,35.398,1201.670619
405.0,5940.65469,4220.48991,-2079.48243,-16.012,35.392,1201.616155
410.0,5949.12354,4225.56401,-2044.67562,-15.737,35.386,1201.562521
415.0,5957.46093,4230.53599,-2009.82209,-15.463,35.379,1201.509720
420.0,5965.66661,4235.40586,-1974.92266,-15.188,35.373,1201.457758
425.0,5973.74031,4240.17359,-1939.97810,-14.913,35.367,1201.406641
