"Time (UTCG)","Satellite10617 - Satellite11501 - x (km)","Satellite10617 - Satellite11501 - y (km)","Satellite10617 - Satellite11501 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 13:30:00.000,4643.879617,2139.527007,-5593.296585,-47.729,24.736,1211.670689
21 Mar 2024 13:30:05.000,4667.689779,2151.418580,-5568.862596,-47.456,24.746,1211.569164
21 Mar 2024 13:30:10.000,4691.402581,2163.243950,-5544.301383,-47.183,24.755,1211.467555
21 Mar 2024 13:30:15.000,4715.017436,2175.002917,-5519.613508,-46.910,24.764,1211.365871
21 Mar 2024 13:30:20.000,4738.533759,2186.695288,-5494.799535,-46.637,24.772,1211.264121
21 Mar 2024 13:30:25.000,4761.950966,2198.320868,-5469.860030,-46.364,24.780,1211.162314
21 Mar 2024 13:30:30.000,4785.268478,2209.879466,-5444.795563,-46.091,24.788,1211.060460
21 Mar 2024 13:30:35.000,4808.485716,2221.370893,-5419.606708,-45.818,24.795,1210.958567
21 Mar 2024 13:30:40.000,4831.602103,2232.794961,-5394.294038,-45.545,24.803,1210.856646
21 Mar 2024 13:30:45.000,4854.617065,2244.151484,-5368.858133,-45.272,24.810,1210.754706
21 Mar 2024 13:30:50.000,4877.530030,2255.440279,-5343.299574,-44.999,24.817,1210.652755
21 Mar 2024 13:30:55.000,4900.340429,2266.661164,-5317.618945,-44.726,24.823,1210.550804
21 Mar 2024 13:31:00.000,4923.047693,2277.813959,-5291.816831,-44.452,24.829,1210.448861
21 Mar 2024 13:31:05.000,4945.651256,2288.898486,-5265.893824,-44.179,24.835,1210.346936
21 Mar 2024 13:31:10.000,4968.150557,2299.914569,-5239.850514,-43.906,24.841,1210.245039
21 Mar 2024 13:31:15.000,4990.545033,2310.862035,-5213.687497,-43.633,24.846,1210.143177
21 Mar 2024 13:31:20.000,5012.834126,2321.740711,-5187.405371,-43.359,24.852,1210.041362
21 Mar 2024 13:31:25.000,5035.017280,2332.550428,-5161.004736,-43.086,24.857,1209.939601
21 Mar 2024 13:31:30.000,5057.093939,2343.291017,-5134.486196,-42.813,24.861,1209.837905
21 Mar 2024 13:31:35.000,5079.063553,2353.962313,-5107.850355,-42.540,24.866,1209.736283
21 Mar 2024 13:31:40.000,5100.925572,2364.564151,-5081.097822,-42.266,24.870,1209.634744
21 Mar 2024 13:31:45.000,5122.679447,2375.096369,-5054.229210,-41.993,24.874,1209.533296
21 Mar 2024 13:31:50.000,5144.324636,2385.558808,-5027.245131,-41.719,24.878,1209.431951
21 Mar 2024 13:31:55.000,5165.860594,2395.951309,-5000.146202,-41.446,24.882,1209.330716
21 Mar 2024 13:32:00.000,5187.286782,2406.273716,-4972.933042,-41.173,24.886,1209.229602
21 Mar 2024 13:32:05.000,5208.602661,2416.525875,-4945.606273,-40.899,24.889,1209.128617
21 Mar 2024 13:32:10.000,5229.807697,2426.707634,-4918.166519,-40.626,24.892,1209.027770
21 Mar 2024 13:32:15.000,5250.901356,2436.818842,-4890.614407,-40.352,24.895,1208.927071
