time,x,y,z,lat,lon,alt
0.0,139.07352,-412.31656,-7565.63375,-86.727,-71.361,1221.314456
5.0,163.23967,-385.53792,-7566.56287,-86.851,-67.052,1221.319671
10.0,187.42165,-358.76817,-7567.31914,-86.955,-62.417,1221.323916
15.0,211.61891,-332.00791,-7567.90252,-87.039,-57.487,1221.327191
20.0,235.83089,-305.25778,-7568.31301,-87.099,-52.312,1221.329495
25.0,260.05703,-278.51839,-7568.55060,-87.134,-46.963,1221.330829
30.0,284.29677,-251.79036,-7568.61529,-87.144,-41.530,1221.331193
35.0,308.54956,-225.07431,-7568.50706,-87.127,-36.109,1221.330585
40.0,332.81483,-198.37085,-7568.22593,-87.086,-30.797,1221.329007
45.0,357.09202,-171.68059,-7567.77189,-87.020,-25.677,1221.326458
50.0,381.38058,-145.00416,-7567.14497,-86.931,-20.817,1221.322938
55.0,405.67993,-118.34216,-7566.34518,-86.821,-16.263,1221.318449
60.0,429.98953,-91.69521,-7565.37252,-86.693,-12.038,1221.312990
65.0,454.30880,-65.06392,-7564.22703,-86.547,-8.150,1221.306562
70.0,478.63717,-38.44890,-7562.90873,-86.387,-4.593,1221.299165
75.0,502.97410,-11.85077,-7561.41766,-86.215,-1.350,1221.290800
80.0,527.31900,14.72987,-7559.75384,-86.031,1.600,1221.281468
85.0,551.67132,41.29241,-7557.91731,-85.837,4.281,1221.271170
90.0,576.03048,67.83623,-7555.90812,-85.635,6.717,1221.259907
95.0,600.39593,94.36074,-7553.72631,-85.426,8.932,1221.247679
100.0,624.76709,120.86531,-7551.37193,-85.210,10.949,1221.234488
105.0,649.14339,147.34936,-7548.84504,-84.989,12.789,1221.220334
110.0,673.52427,173.81227,-7546.14569,-84.763,14.470,1221.205220
115.0,697.90916,200.25343,-7543.27394,-84.533,16.010,1221.189147
120.0,722.29748,226.67226,-7540.22987,-84.299,17.423,1221.172116
125.0,746.68867,253.06813,-7537.01353,-84.062,18.723,1221.154128
130.0,771.08215,279.44046,-7533.62501,-83.822,19.921,1221.135185
135.0,795.47736,305.78864,-7530.06437,-83.579,21.027,1221.115289
140.0,819.87372,332.11207,-7526.33171,-83.334,22.052,1221.094442
145.0,844.27066,358.41015,-7522.42711,-83.087,23.002,1221.072646
