"Time (UTCG)","Satellite10628 - Satellite11501 - x (km)","Satellite10628 - Satellite11501 - y (km)","Satellite10628 - Satellite11501 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 13:30:00.000,4042.419251,2479.582989,5910.894619,51.418,31.525,1213.030395
21 Mar 2024 13:30:05.000,4017.739915,2465.857970,5933.419827,51.690,31.539,1213.129654
21 Mar 2024 13:30:10.000,3992.959296,2452.094993,5955.809483,51.963,31.554,1213.228687
21 Mar 2024 13:30:15.000,3968.077930,2438.294443,5978.063076,52.235,31.570,1213.327484
21 Mar 2024 13:30:20.000,3943.096356,2424.456708,6000.180096,52.508,31.586,1213.426036
21 Mar 2024 13:30:25.000,3918.015112,2410.582176,6022.160040,52.780,31.602,1213.524334
21 Mar 2024 13:30:30.000,3892.834742,2396.671233,6044.002404,53.053,31.619,1213.622370
21 Mar 2024 13:30:35.000,3867.555792,2382.724267,6065.706690,53.325,31.636,1213.720133
21 Mar 2024 13:30:40.000,3842.178810,2368.741668,6087.272402,53.598,31.654,1213.817616
21 Mar 2024 13:30:45.000,3816.704345,2354.723824,6108.699047,53.870,31.673,1213.914810
21 Mar 2024 13:30:50.000,3791.132952,2340.671125,6129.986135,54.143,31.691,1214.011705
21 Mar 2024 13:30:55.000,3765.465185,2326.583960,6151.133181,54.415,31.711,1214.108293
21 Mar 2024 13:31:00.000,3739.701603,2312.462719,6172.139701,54.687,31.731,1214.204566
21 Mar 2024 13:31:05.000,3713.842766,2298.307792,6193.005215,54.960,31.751,1214.300513
21 Mar 2024 13:31:10.000,3687.889236,2284.119571,6213.729247,55.232,31.772,1214.396127
21 Mar 2024 13:31:15.000,3661.841580,2269.898447,6234.311323,55.504,31.794,1214.491399
21 Mar 2024 13:31:20.000,3635.700364,2255.644811,6254.750973,55.776,31.816,1214.586320
21 Mar 2024 13:31:25.000,3609.466160,2241.359055,6275.047730,56.048,31.839,1214.680881
21 Mar 2024 13:31:30.000,3583.139539,2227.041571,6295.201131,56.321,31.862,1214.775075
21 Mar 2024 13:31:35.000,3556.721077,2212.692752,6315.210714,56.593,31.886,1214.868892
21 Mar 2024 13:31:40.000,3530.211350,2198.312989,6335.076023,56.865,31.911,1214.962323
21 Mar 2024 13:31:45.000,3503.610939,2183.902677,6354.796604,57.137,31.936,1215.055361
21 Mar 2024 13:31:50.000,3476.920426,2169.462208,6374.372006,57.409,31.963,1215.147997
21 Mar 2024 13:31:55.000,3450.140394,2154.991976,6393.801783,57.681,31.989,1215.240223
21 Mar 2024 13:32:00.000,3423.271430,2140.492375,6413.085490,57.953,32.017,1215.332029
21 Mar 2024 13:32:05.000,3396.314125,2125.963799,6432.222686,58.225,32.045,1215.423408
21 Mar 2024 13:32:10.000,3369.269067,2111.406641,6451.212935,58.497,32.074,1215.514352
21 Mar 2024 13:32:15.000,3342.136853,2096.821297,6470.055803,58.769,32.104,1215.604851
21 Mar 2024 13:32:20.000,3314.918076,2082.208161,6488.750860,59.040,32.134,1215.694899
21 Mar 2024 13:32:25.000,3287.613335,2067.567628,6507.297677,59.312,32.166,1215.784486
21 Mar 2024 13:32:30.000,3260.223231,2052.900092,6525.695832,59.584,32.198,1215.873605
21 Mar 2024 13:32:35.000,3232.748365,2038.205950,6543.944904,59.856,32.231,1215.962248
21 Mar 2024 13:32:40.000,3205.189344,2023.485597,6562.044476,60.127,32.265,1216.050406
21 Mar 2024 13:32:45.000,3177.546773,2008.739427,6579.994135,60.399,32.300,1216.138071
21 Mar 2024 13:32:50.000,3149.821262,1993.967837,6597.793470,60.671,32.336,1216.225236
21 Mar 2024 13:32:55.000,3122.013422,1979.171223,6615.442076,60.942,32.372,1216.311892
21 Mar 2024 13:33:00.000,3094.123866,1964.349980,6632.939548,61.214,32.410,1216.398032
21 Mar 2024 13:33:05.000,3066.153211,1949.504505,6650.285487,61.485,32.449,1216.483648
21 Mar 2024 13:33:10.000,3038.102073,1934.635193,6667.479498,61.757,32.489,1216.568732
21 Mar 2024 13:33:15.000,3009.971074,1919.742441,6684.521186,62.028,32.529,1216.653277
21 Mar 2024 13:33:20.000,2981.760834,1904.826645,6701.410163,62.300,32.572,1216.737274
21 Mar 2024 13:33:25.000,2953.471978,1889.888202,6718.146043,62.571,32.615,1216.820716
21 Mar 2024 13:33:30.000,2925.105132,1874.927508,6734.728443,62.842,32.659,1216.903595
21 Mar 2024 13:33:35.000,2896.660923,1859.944959,6751.156985,63.114,32.705,1216.985905
21 Mar 2024 13:33:40.000,2868.139984,1844.940952,6767.431293,63.385,32.751,1217.067637
21 Mar 2024 13:33:45.000,2839.542944,1829.915883,6783.550996,63.656,32.799,1217.148785
21 Mar 2024 13:33:50.000,2810.870440,1814.870150,6799.515725,63.927,32.849,1217.229340
21 Mar 2024 13:33:55.000,2782.123107,1799.804148,6815.325116,64.198,32.900,1217.309295
21 Mar 2024 13:34:00.000,2753.301583,1784.718274,6830.978807,64.469,32.952,1217.388644
21 Mar 2024 13:34:05.000,2724.406509,1769.612925,6846.476441,64.740,33.005,1217.467378
21 Mar 2024 13:34:10.000,2695.438527,1754.488498,6861.817664,65.011,33.061,1217.545491
21 Mar 2024 13:34:15.000,2666.398281,1739.345388,6877.002125,65.282,33.117,1217.622977
21 Mar 2024 13:34:20.000,2637.286416,1724.183992,6892.029477,65.553,33.176,1217.699826
21 Mar 2024 13:34:25.000,2608.103583,1709.004706,6906.899377,65.824,33.236,1217.776034
21 Mar 2024 13:34:30.000,2578.850429,1693.807928,6921.611486,66.095,33.297,1217.851593
21 Mar 2024 13:34:35.000,2549.527606,1678.594052,6936.165467,66.365,33.361,1217.926495
21 Mar 2024 13:34:40.000,2520.135770,1663.363476,6950.560987,66.636,33.426,1218.000735
21 Mar 2024 13:34:45.000,2490.675574,1648.116595,6964.797719,66.907,33.493,1218.074305
21 Mar 2024 13:34:50.000,2461.147677,1632.853805,6978.875336,67.177,33.562,1218.147199
21 Mar 2024 13:34:55.000,2431.552737,1617.575503,6992.793517,67.447,33.634,1218.219410
21 Mar 2024 13:35:00.000,2401.891416,1602.282082,7006.551944,67.718,33.707,1218.290932
21 Mar 2024 13:35:05.000,2372.164376,1586.973941,7020.150303,67.988,33.782,1218.361758
21 Mar 2024 13:35:10.000,2342.372281,1571.651473,7033.588283,68.258,33.860,1218.431881
21 Mar 2024 13:35:15.000,2312.515800,1556.315073,7046.865577,68.529,33.940,1218.501296
21 Mar 2024 13:35:20.000,2282.595598,1540.965138,7059.981882,68.799,34.023,1218.569997
21 Mar 2024 13:35:25.000,2252.612346,1525.602062,7072.936898,69.069,34.108,1218.637976
21 Mar 2024 13:35:30.000,2222.566717,1510.226239,7085.730328,69.339,34.196,1218.705228
21 Mar 2024 13:35:35.000,2192.459382,1494.838064,7098.361882,69.609,34.287,1218.771746
21 Mar 2024 13:35:40.000,2162.291017,1479.437932,7110.831270,69.878,34.380,1218.837525
21 Mar 2024 13:35:45.000,2132.062298,1464.026236,7123.138208,70.148,34.476,1218.902559
21 Mar 2024 13:35:50.000,2101.773904,1448.603370,7135.282414,70.418,34.576,1218.966842
21 Mar 2024 13:35:55.000,2071.426515,1433.169728,7147.263610,70.687,34.678,1219.030367
21 Mar 2024 13:36:00.000,2041.020812,1417.725704,7159.081524,70.957,34.784,1219.093130
21 Mar 2024 13:36:05.000,2010.557479,1402.271689,7170.735884,71.226,34.894,1219.155124
21 Mar 2024 13:36:10.000,1980.037199,1386.808078,7182.226426,71.495,35.007,1219.216344
21 Mar 2024 13:36:15.000,1949.460660,1371.335262,7193.552886,71.764,35.124,1219.276785
