"Time (UTCG)","Satellite10526 - Satellite11501 - x (km)","Satellite10526 - Satellite11501 - y (km)","Satellite10526 - Satellite11501 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 13:30:00.000,5994.638486,2156.809532,4103.735183,32.935,19.788,1206.288597
21 Mar 2024 13:30:05.000,5976.191055,2150.036518,4134.083192,33.209,19.787,1206.381842
21 Mar 2024 13:30:10.000,5957.602934,2143.228185,4164.336756,33.483,19.786,1206.475476
21 Mar 2024 13:30:15.000,5938.874521,2136.384791,4194.495183,33.757,19.785,1206.569493
21 Mar 2024 13:30:20.000,5920.006214,2129.506593,4224.557785,34.031,19.784,1206.663883
21 Mar 2024 13:30:25.000,5900.998419,2122.593850,4254.523875,34.305,19.784,1206.758637
21 Mar 2024 13:30:30.000,5881.851540,2115.646819,4284.392768,34.578,19.783,1206.853747
21 Mar 2024 13:30:35.000,5862.565988,2108.665760,4314.163782,34.852,19.783,1206.949204
21 Mar 2024 13:30:40.000,5843.142177,2101.650933,4343.836236,35.126,19.783,1207.044999
21 Mar 2024 13:30:45.000,5823.580522,2094.602598,4373.409453,35.400,19.782,1207.141124
21 Mar 2024 13:30:50.000,5803.881445,2087.521015,4402.882758,35.674,19.782,1207.237570
21 Mar 2024 13:30:55.000,5784.045367,2080.406446,4432.255476,35.948,19.783,1207.334327
21 Mar 2024 13:31:00.000,5764.072716,2073.259151,4461.526937,36.221,19.783,1207.431388
21 Mar 2024 13:31:05.000,5743.963921,2066.079392,4490.696472,36.495,19.783,1207.528742
21 Mar 2024 13:31:10.000,5723.719416,2058.867433,4519.763415,36.769,19.784,1207.626382
21 Mar 2024 13:31:15.000,5703.339637,2051.623535,4548.727102,37.043,19.785,1207.724298
21 Mar 2024 13:31:20.000,5682.825024,2044.347961,4577.586870,37.316,19.786,1207.822481
21 Mar 2024 13:31:25.000,5662.176019,2037.040975,4606.342061,37.590,19.787,1207.920922
21 Mar 2024 13:31:30.000,5641.393069,2029.702842,4634.992018,37.864,19.788,1208.019612
21 Mar 2024 13:31:35.000,5620.476623,2022.333824,4663.536086,38.138,19.790,1208.118543
21 Mar 2024 13:31:40.000,5599.427134,2014.934187,4691.973613,38.411,19.791,1208.217705
21 Mar 2024 13:31:45.000,5578.245057,2007.504196,4720.303950,38.685,19.793,1208.317088
21 Mar 2024 13:31:50.000,5556.930852,2000.044116,4748.526449,38.958,19.795,1208.416685
21 Mar 2024 13:31:55.000,5535.484980,1992.554213,4776.640465,39.232,19.797,1208.516485
21 Mar 2024 13:32:00.000,5513.907908,1985.034753,4804.645356,39.506,19.799,1208.616480
21 Mar 2024 13:32:05.000,5492.200104,1977.486002,4832.540483,39.779,19.802,1208.716661
21 Mar 2024 13:32:10.000,5470.362039,1969.908227,4860.325208,40.053,19.804,1208.817017
21 Mar 2024 13:32:15.000,5448.394189,1962.301695,4887.998896,40.326,19.807,1208.917541
21 Mar 2024 13:32:20.000,5426.297032,1954.666672,4915.560915,40.600,19.810,1209.018223
21 Mar 2024 13:32:25.000,5404.071048,1947.003428,4943.010636,40.873,19.813,1209.119053
21 Mar 2024 13:32:30.000,5381.716722,1939.312229,4970.347431,41.147,19.817,1209.220023
21 Mar 2024 13:32:35.000,5359.234542,1931.593344,4997.570676,41.420,19.820,1209.321123
21 Mar 2024 13:32:40.000,5336.624998,1923.847042,5024.679749,41.693,19.824,1209.422344
21 Mar 2024 13:32:45.000,5313.888583,1916.073590,5051.674031,41.967,19.828,1209.523677
21 Mar 2024 13:32:50.000,5291.025795,1908.273258,5078.552904,42.240,19.832,1209.625112
21 Mar 2024 13:32:55.000,5268.037133,1900.446316,5105.315755,42.514,19.837,1209.726640
21 Mar 2024 13:33:00.000,5244.923099,1892.593032,5131.961973,42.787,19.842,1209.828252
21 Mar 2024 13:33:05.000,5221.684200,1884.713676,5158.490948,43.060,19.847,1209.929939
21 Mar 2024 13:33:10.000,5198.320945,1876.808518,5184.902075,43.334,19.852,1210.031691
21 Mar 2024 13:33:15.000,5174.833846,1868.877829,5211.194750,43.607,19.857,1210.133499
21 Mar 2024 13:33:20.000,5151.223416,1860.921878,5237.368373,43.880,19.863,1210.235353
21 Mar 2024 13:33:25.000,5127.490175,1852.940937,5263.422345,44.153,19.869,1210.337245
21 Mar 2024 13:33:30.000,5103.634643,1844.935275,5289.356071,44.426,19.875,1210.439165
21 Mar 2024 13:33:35.000,5079.657345,1836.905163,5315.168960,44.700,19.881,1210.541103
21 Mar 2024 13:33:40.000,5055.558806,1828.850874,5340.860420,44.973,19.888,1210.643051
21 Mar 2024 13:33:45.000,5031.339557,1820.772677,5366.429866,45.246,19.894,1210.744999
21 Mar 2024 13:33:50.000,5007.000130,1812.670845,5391.876713,45.519,19.902,1210.846938
