"Time (UTCG)","Satellite10116 - Satellite11501 - x (km)","Satellite10116 - Satellite11501 - y (km)","Satellite10116 - Satellite11501 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 13:30:00.000,3467.978898,-1775.095825,-6500.024428,-59.205,-27.106,1215.749324
21 Mar 2024 13:30:05.000,3496.479604,-1787.151275,-6481.425853,-58.934,-27.073,1215.659586
21 Mar 2024 13:30:10.000,3524.892105,-1799.186902,-6462.679207,-58.662,-27.041,1215.569391
21 Mar 2024 13:30:15.000,3553.215772,-1811.202368,-6443.784917,-58.390,-27.010,1215.478748
21 Mar 2024 13:30:20.000,3581.449975,-1823.197334,-6424.743415,-58.118,-26.979,1215.387663
21 Mar 2024 13:30:25.000,3609.594089,-1835.171464,-6405.555136,-57.846,-26.949,1215.296146
21 Mar 2024 13:30:30.000,3637.647489,-1847.124419,-6386.220519,-57.575,-26.921,1215.204204
21 Mar 2024 13:30:35.000,3665.609554,-1859.055860,-6366.740005,-57.303,-26.892,1215.111847
21 Mar 2024 13:30:40.000,3693.479665,-1870.965451,-6347.114040,-57.031,-26.865,1215.019082
21 Mar 2024 13:30:45.000,3721.257205,-1882.852854,-6327.343071,-56.759,-26.838,1214.925919
21 Mar 2024 13:30:50.000,3748.941559,-1894.717730,-6307.427550,-56.487,-26.812,1214.832365
21 Mar 2024 13:30:55.000,3776.532115,-1906.559742,-6287.367933,-56.215,-26.787,1214.738428
21 Mar 2024 13:31:00.000,3804.028263,-1918.378552,-6267.164677,-55.943,-26.762,1214.644119
21 Mar 2024 13:31:05.000,3831.429396,-1930.173823,-6246.818245,-55.670,-26.738,1214.549444
21 Mar 2024 13:31:10.000,3858.734909,-1941.945217,-6226.329101,-55.398,-26.714,1214.454413
21 Mar 2024 13:31:15.000,3885.944199,-1953.692397,-6205.697712,-55.126,-26.691,1214.359035
21 Mar 2024 13:31:20.000,3913.056665,-1965.415026,-6184.924551,-54.854,-26.669,1214.263317
21 Mar 2024 13:31:25.000,3940.071711,-1977.112766,-6164.010092,-54.582,-26.647,1214.167269
21 Mar 2024 13:31:30.000,3966.988740,-1988.785281,-6142.954813,-54.309,-26.626,1214.070900
21 Mar 2024 13:31:35.000,3993.807160,-2000.432233,-6121.759195,-54.037,-26.606,1213.974218
21 Mar 2024 13:31:40.000,4020.526381,-2012.053286,-6100.423721,-53.765,-26.585,1213.877232
21 Mar 2024 13:31:45.000,4047.145815,-2023.648104,-6078.948880,-53.492,-26.566,1213.779951
21 Mar 2024 13:31:50.000,4073.664877,-2035.216350,-6057.335163,-53.220,-26.547,1213.682384
21 Mar 2024 13:31:55.000,4100.082983,-2046.757688,-6035.583062,-52.948,-26.528,1213.584539
21 Mar 2024 13:32:00.000,4126.399553,-2058.271781,-6013.693074,-52.675,-26.510,1213.486426
21 Mar 2024 13:32:05.000,4152.614011,-2069.758295,-5991.665701,-52.403,-26.493,1213.388054
21 Mar 2024 13:32:10.000,4178.725779,-2081.216893,-5969.501445,-52.130,-26.476,1213.289431
21 Mar 2024 13:32:15.000,4204.734287,-2092.647239,-5947.200812,-51.858,-26.459,1213.190566
21 Mar 2024 13:32:20.000,4230.638964,-2104.049000,-5924.764312,-51.585,-26.443,1213.091469
21 Mar 2024 13:32:25.000,4256.439243,-2115.421839,-5902.192457,-51.313,-26.427,1212.992148
21 Mar 2024 13:32:30.000,4282.134559,-2126.765423,-5879.485764,-51.040,-26.412,1212.892613
21 Mar 2024 13:32:35.000,4307.724349,-2138.079416,-5856.644751,-50.768,-26.397,1212.792872
21 Mar 2024 13:32:40.000,4333.208055,-2149.363485,-5833.669939,-50.495,-26.382,1212.692935
