time,x,y,z,lat,lon,alt
0.0,-4873.36258,-720.347478,4899.80045,45.022,-171.592,580.658574
5.0,-4847.755338,-733.153495,4923.247089,45.295,-171.4,580.760595
10.0,-4822.014347,-745.956716,4946.547684,45.568,-171.206,580.862459
15.0,-4796.140364,-758.756859,4969.701541,45.841,-171.01,580.964153
20.0,-4770.134151,-771.553644,4992.707976,46.113,-170.812,581.065666
25.0,-4743.996473,-784.346791,5015.566304,46.384,-170.612,581.166985
30.0,-4717.728099,-797.136017,5038.275848,46.655,-170.41,581.268099
35.0,-4691.329802,-809.921041,5060.835935,46.926,-170.205,581.368996
40.0,-4664.802359,-822.701581,5083.245895,47.196,-169.998,581.469663
45.0,-4638.146549,-835.477353,5105.505064,47.466,-169.789,581.570089
50.0,-4611.363155,-848.248074,5127.61278,47.736,-169.577,581.670261
55.0,-4584.452966,-861.013461,5149.568389,48.004,-169.363,581.770169
60.0,-4557.416771,-873.773229,5171.371239,48.273,-169.147,581.8698
65.0,-4530.255364,-886.527094,5193.020683,48.54,-168.928,581.969142
70.0,-4502.969544,-899.274771,5214.516079,48.808,-168.706,582.068184
75.0,-4475.560112,-912.015974,5235.856789,49.075,-168.482,582.166913
80.0,-4448.027871,-924.750418,5257.042181,49.341,-168.255,582.265319
85.0,-4420.37363,-937.477816,5278.071625,49.606,-168.026,582.36339
90.0,-4392.598201,-950.197883,5298.944499,49.872,-167.794,582.461113
95.0,-4364.702397,-962.91033,5319.660182,50.136,-167.559,582.558478
100.0,-4336.687037,-975.614871,5340.218061,50.4,-167.321,582.655473
105.0,-4308.552943,-988.311219,5360.617525,50.663,-167.081,582.752086
110.0,-4280.300938,-1000.999084,5380.857969,50.926,-166.837,582.848307
115.0,-4251.931852,-1013.678179,5400.938793,51.188,-166.591,582.944123
120.0,-4223.446514,-1026.348215,5420.859402,51.45,-166.341,583.039523
125.0,-4194.84576,-1039.008903,5440.619203,51.711,-166.089,583.134497
130.0,-4166.130428,-1051.659953,5460.217612,51.971,-165.833,583.229032
135.0,-4137.301357,-1064.301076,5479.654047,52.23,-165.574,583.323118
140.0,-4108.359392,-1076.931982,5498.927931,52.489,-165.311,583.416744
145.0,-4079.305379,-1089.55238,5518.038692,52.747,-165.046,583.509898
150.0,-4050.14017,-1102.161979,5536.985763,53.005,-164.777,583.60257
155.0,-4020.864617,-1114.760488,5555.768584,53.262,-164.504,583.694748
160.0,-3991.479576,-1127.347617,5574.386595,53.518,-164.228,583.786423
165.0,-3961.985908,-1139.923074,5592.839245,53.773,-163.949,583.877582
170.0,-3932.384473,-1152.486566,5611.125987,54.027,-163.665,583.968215
175.0,-3902.676137,-1165.037801,5629.246279,54.281,-163.378,584.058311
180.0,-3872.861768,-1177.576488,5647.199581,54.534,-163.088,584.147861
185.0,-3842.942238,-1190.102332,5664.985363,54.786,-162.793,584.236853
190.0,-3812.91842,-1202.615043,5682.603096,55.037,-162.494,584.325276
195.0,-3782.791192,-1215.114325,5700.052258,55.287,-162.192,584.413121
200.0,-3752.561433,-1227.599885,5717.332331,55.537,-161.885,584.500377
205.0,-3722.230024,-1240.071431,5734.442803,55.785,-161.574,584.587033
210.0,-3691.797853,-1252.528668,5751.383166,56.033,-161.259,584.67308
215.0,-3661.265806,-1264.971301,5768.152917,56.279,-160.94,584.758508
220.0,-3630.634775,-1277.399036,5784.751559,56.525,-160.616,584.843305
225.0,-3599.905653,-1289.811579,5801.1786,56.77,-160.288,584.927463
230.0,-3569.079336,-1302.208635,5817.433552,57.014,-159.955,585.010971
235.0,-3538.156723,-1314.589909,5833.515934,57.256,-159.618,585.09382
240.0,-3507.138715,-1326.955105,5849.425267,57.498,-159.275,585.176
245.0,-3476.026216,-1339.303929,5865.161081,57.739,-158.928,585.2575
250.0,-3444.820134,-1351.636084,5880.722907,57.978,-158.577,585.338312
255.0,-3413.521377,-1363.951274,5896.110286,58.217,-158.22,585.418426
260.0,-3382.130856,-1376.249205,5911.32276,58.454,-157.858,585.497832
265.0,-3350.649487,-1388.529579,5926.359877,58.69,-157.491,585.576522
270.0,-3319.078185,-1400.7921,5941.221193,58.925,-157.118,585.654486
275.0,-3287.41787,-1413.036473,5955.906266,59.158,-156.74,585.731714
280.0,-3255.669463,-1425.2624,5970.41466,59.391,-156.357,585.808198
285.0,-3223.833888,-1437.469585,5984.745945,59.622,-155.968,585.883928
290.0,-3191.912072,-1449.657731,5998.899696,59.852,-155.574,585.958896
295.0,-3159.904942,-1461.826541,6012.875493,60.08,-155.174,586.033093
300.0,-3127.81343,-1473.975718,6026.672921,60.307,-154.768,586.106511
305.0,-3095.638469,-1486.104965,6040.291572,60.533,-154.356,586.179139
310.0,-3063.380994,-1498.213984,6053.731041,60.757,-153.938,586.250971
315.0,-3031.041943,-1510.302479,6066.990929,60.98,-153.514,586.321997
320.0,-2998.622255,-1522.370152,6080.070844,61.202,-153.084,586.39221
325.0,-2966.122873,-1534.416705,6092.970396,61.421,-152.647,586.4616
330.0,-2933.54474,-1546.441841,6105.689204,61.64,-152.204,586.53016
335.0,-2900.888803,-1558.445263,6118.226891,61.856,-151.754,586.597881
340.0,-2868.15601,-1570.426671,6130.583083,62.071,-151.298,586.664757
345.0,-2835.347312,-1582.38577,6142.757416,62.285,-150.834,586.730778
