"Time (UTCG)","Satellite11519 - x (km)","Satellite11519 - y (km)","Satellite11519 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 10:50:00.000,-3170.776583,-1513.254059,5994.401203,59.779,-154.487,585.935050
21 Mar 2024 10:50:05.000,-3138.545933,-1524.749125,6008.433848,60.008,-154.089,586.009494
21 Mar 2024 10:50:10.000,-3106.231037,-1536.222864,6022.288255,60.235,-153.685,586.083161
21 Mar 2024 10:50:15.000,-3073.832832,-1547.674999,6035.964015,60.461,-153.275,586.156043
21 Mar 2024 10:50:20.000,-3041.352259,-1559.105252,6049.460722,60.686,-152.859,586.228130
21 Mar 2024 10:50:25.000,-3008.790261,-1570.513346,6062.777974,60.909,-152.437,586.299414
21 Mar 2024 10:50:30.000,-2976.147784,-1581.899004,6075.915378,61.131,-152.008,586.369887
21 Mar 2024 10:50:35.000,-2943.425775,-1593.261947,6088.872543,61.351,-151.574,586.439541
21 Mar 2024 10:50:40.000,-2910.625183,-1604.601900,6101.649085,61.570,-151.132,586.508366
21 Mar 2024 10:50:45.000,-2877.746959,-1615.918583,6114.244626,61.787,-150.685,586.576357
21 Mar 2024 10:50:50.000,-2844.792059,-1627.211721,6126.658790,62.003,-150.231,586.643503
21 Mar 2024 10:50:55.000,-2811.761436,-1638.481034,6138.891211,62.217,-149.770,586.709798
21 Mar 2024 10:51:00.000,-2778.656050,-1649.726246,6150.941525,62.429,-149.302,586.775233
21 Mar 2024 10:51:05.000,-2745.476859,-1660.947078,6162.809375,62.639,-148.827,586.839801
21 Mar 2024 10:51:10.000,-2712.224826,-1672.143254,6174.494408,62.848,-148.345,586.903494
21 Mar 2024 10:51:15.000,-2678.900915,-1683.314497,6185.996279,63.055,-147.856,586.966306
21 Mar 2024 10:51:20.000,-2645.506090,-1694.460527,6197.314646,63.260,-147.360,587.028227
21 Mar 2024 10:51:25.000,-2612.041320,-1705.581069,6208.449173,63.463,-146.857,587.089252
21 Mar 2024 10:51:30.000,-2578.507574,-1716.675845,6219.399529,63.664,-146.346,587.149372
21 Mar 2024 10:51:35.000,-2544.905823,-1727.744577,6230.165391,63.863,-145.827,587.208582
21 Mar 2024 10:51:40.000,-2511.237040,-1738.786988,6240.746438,64.060,-145.301,587.266873
21 Mar 2024 10:51:45.000,-2477.502200,-1749.802802,6251.142358,64.255,-144.767,587.324240
21 Mar 2024 10:51:50.000,-2443.702279,-1760.791740,6261.352840,64.448,-144.226,587.380675
21 Mar 2024 10:51:55.000,-2409.838256,-1771.753525,6271.377583,64.638,-143.676,587.436171
21 Mar 2024 10:52:00.000,-2375.911111,-1782.687882,6281.216290,64.827,-143.118,587.490723
21 Mar 2024 10:52:05.000,-2341.921825,-1793.594532,6290.868667,65.013,-142.553,587.544323
21 Mar 2024 10:52:10.000,-2307.871382,-1804.473200,6300.334430,65.197,-141.979,587.596966
21 Mar 2024 10:52:15.000,-2273.760766,-1815.323607,6309.613296,65.378,-141.397,587.648646
21 Mar 2024 10:52:20.000,-2239.590964,-1826.145479,6318.704992,65.557,-140.806,587.699355
21 Mar 2024 10:52:25.000,-2205.362963,-1836.938538,6327.609247,65.733,-140.208,587.749089
21 Mar 2024 10:52:30.000,-2171.077754,-1847.702507,6336.325797,65.907,-139.600,587.797841
21 Mar 2024 10:52:35.000,-2136.736327,-1858.437112,6344.854383,66.079,-138.985,587.845606
21 Mar 2024 10:52:40.000,-2102.339675,-1869.142075,6353.194753,66.247,-138.360,587.892378
21 Mar 2024 10:52:45.000,-2067.888791,-1879.817121,6361.346659,66.413,-137.728,587.938151
21 Mar 2024 10:52:50.000,-2033.384671,-1890.461974,6369.309859,66.576,-137.086,587.982921
21 Mar 2024 10:52:55.000,-1998.828311,-1901.076358,6377.084117,66.736,-136.436,588.026682
21 Mar 2024 10:53:00.000,-1964.220710,-1911.659998,6384.669203,66.894,-135.777,588.069428
21 Mar 2024 10:53:05.000,-1929.562866,-1922.212619,6392.064891,67.048,-135.109,588.111156
21 Mar 2024 10:53:10.000,-1894.855781,-1932.733945,6399.270962,67.200,-134.433,588.151859
21 Mar 2024 10:53:15.000,-1860.100455,-1943.223702,6406.287202,67.348,-133.748,588.191534
21 Mar 2024 10:53:20.000,-1825.297892,-1953.681615,6413.113403,67.493,-133.054,588.230175
21 Mar 2024 10:53:25.000,-1790.449097,-1964.107409,6419.749363,67.635,-132.352,588.267778
21 Mar 2024 10:53:30.000,-1755.555074,-1974.500811,6426.194885,67.774,-131.641,588.304338
21 Mar 2024 10:53:35.000,-1720.616830,-1984.861545,6432.449777,67.909,-130.921,588.339852
21 Mar 2024 10:53:40.000,-1685.635373,-1995.189339,6438.513855,68.041,-130.193,588.374315
21 Mar 2024 10:53:45.000,-1650.611712,-2005.483919,6444.386937,68.170,-129.456,588.407722
21 Mar 2024 10:53:50.000,-1615.546855,-2015.745010,6450.068851,68.295,-128.711,588.440071
