time,x,y,z,lat,lon,alt
0.0,6727.453412,-992.486084,-1425.815464,-11.913,-8.392,570.904396
5.0,6721.719122,-980.824411,-1460.507888,-12.207,-8.302,570.948933
10.0,6715.794918,-969.129495,-1495.156986,-12.501,-8.211,570.994483
15.0,6709.680999,-957.40154,-1529.761731,-12.795,-8.121,571.041039
20.0,6703.37757,-945.640754,-1564.321097,-13.089,-8.03,571.088596
25.0,6696.88484,-933.847346,-1598.834058,-13.383,-7.938,571.137149
30.0,6690.203026,-922.021525,-1633.299591,-13.677,-7.847,571.186692
35.0,6683.332348,-910.1635,-1667.716672,-13.97,-7.755,571.237218
40.0,6676.273033,-898.273485,-1702.084282,-14.264,-7.663,571.288721
45.0,6669.025313,-886.351691,-1736.4014,-14.558,-7.571,571.341196
50.0,6661.589425,-874.398332,-1770.667009,-14.851,-7.478,571.394636
55.0,6653.965612,-862.413623,-1804.880093,-15.145,-7.385,571.449035
60.0,6646.154122,-850.39778,-1839.039635,-15.438,-7.292,571.504386
65.0,6638.155207,-838.35102,-1873.144624,-15.732,-7.198,571.560683
70.0,6629.969128,-826.273562,-1907.194046,-16.025,-7.104,571.617918
75.0,6621.596149,-814.165624,-1941.186893,-16.318,-7.01,571.676086
80.0,6613.036538,-802.027428,-1975.122156,-16.611,-6.915,571.735178
85.0,6604.29057,-789.859194,-2008.998827,-16.905,-6.82,571.795188
90.0,6595.358527,-777.661145,-2042.815903,-17.198,-6.725,571.856109
95.0,6586.240693,-765.433505,-2076.57238,-17.491,-6.629,571.917934
100.0,6576.93736,-753.176498,-2110.267257,-17.783,-6.533,571.980654
105.0,6567.448823,-740.890351,-2143.899533,-18.076,-6.436,572.044263
110.0,6557.775385,-728.575291,-2177.468212,-18.369,-6.34,572.108753
115.0,6547.917351,-716.231544,-2210.972298,-18.662,-6.242,572.174116
120.0,6537.875035,-703.859341,-2244.410797,-18.954,-6.145,572.240344
125.0,6527.648753,-691.458912,-2277.782716,-19.247,-6.047,572.30743
130.0,6517.238828,-679.030487,-2311.087066,-19.539,-5.948,572.375365
135.0,6506.645588,-666.5743,-2344.32286,-19.831,-5.849,572.444141
140.0,6495.869366,-654.090583,-2377.48911,-20.123,-5.75,572.51375
145.0,6484.9105,-641.57957,-2410.584833,-20.415,-5.65,572.584184
150.0,6473.769334,-629.041498,-2443.609048,-20.707,-5.55,572.655434
155.0,6462.446217,-616.476602,-2476.560774,-20.999,-5.449,572.727492
160.0,6450.941502,-603.885121,-2509.439034,-21.291,-5.348,572.800349
165.0,6439.255549,-591.267293,-2542.242854,-21.583,-5.246,572.873996
170.0,6427.388723,-578.623357,-2574.971259,-21.874,-5.144,572.948425
175.0,6415.341392,-565.953554,-2607.62328,-22.166,-5.042,573.023627
180.0,6403.113932,-553.258127,-2640.197946,-22.457,-4.938,573.099592
185.0,6390.706721,-540.537317,-2672.694293,-22.748,-4.835,573.176312
