time,x,y,z,lat,lon,alt
0.0,2999.981984,-2771.422922,5621.025783,54.166,-42.732,584.017402
5.0,3032.137096,-2773.274509,5602.829723,53.912,-42.447,583.92706
10.0,3064.201331,-2775.067782,5584.467457,53.657,-42.165,583.836187
15.0,3096.173786,-2776.802619,5565.939532,53.401,-41.887,583.744792
20.0,3128.05356,-2778.478902,5547.246496,53.145,-41.613,583.652887
25.0,3159.839754,-2780.096513,5528.388904,52.888,-41.342,583.560483
30.0,3191.531474,-2781.655335,5509.367316,52.63,-41.075,583.467591
35.0,3223.127825,-2783.155252,5490.182296,52.372,-40.81,583.374221
40.0,3254.627919,-2784.59615,5470.834412,52.112,-40.55,583.280384
45.0,3286.030868,-2785.977915,5451.324239,51.853,-40.292,583.186092
50.0,3317.335789,-2787.300435,5431.652356,51.592,-40.038,583.091356
55.0,3348.541802,-2788.563598,5411.819346,51.331,-39.787,582.996187
60.0,3379.648027,-2789.767295,5391.825797,51.069,-39.538,582.900596
65.0,3410.653591,-2790.911415,5371.672303,50.807,-39.293,582.804595
70.0,3441.557621,-2791.995851,5351.359461,50.544,-39.051,582.708194
75.0,3472.359248,-2793.020496,5330.887874,50.28,-38.812,582.611406
80.0,3503.057608,-2793.985245,5310.25815,50.016,-38.575,582.514242
85.0,3533.651838,-2794.889992,5289.470899,49.751,-38.342,582.416712
90.0,3564.141077,-2795.734634,5268.52674,49.486,-38.111,582.318829
95.0,3594.524471,-2796.519069,5247.426292,49.22,-37.883,582.220605
100.0,3624.801166,-2797.243196,5226.170183,48.953,-37.657,582.12205
105.0,3654.970312,-2797.906914,5204.759042,48.686,-37.434,582.023177
110.0,3685.031064,-2798.510125,5183.193505,48.419,-37.214,581.923997
115.0,3714.982576,-2799.05273,5161.474212,48.151,-36.996,581.824523
120.0,3744.824011,-2799.534634,5139.601806,47.882,-36.781,581.724764
125.0,3774.554531,-2799.955741,5117.576937,47.613,-36.568,581.624735
130.0,3804.173303,-2800.315957,5095.400258,47.344,-36.357,581.524445
135.0,3833.679497,-2800.615189,5073.072427,47.074,-36.149,581.423908
140.0,3863.072286,-2800.853344,5050.594106,46.803,-35.943,581.323135
145.0,3892.350848,-2801.030334,5027.965962,46.532,-35.74,581.222138
150.0,3921.514363,-2801.146067,5005.188666,46.261,-35.538,581.12093
155.0,3950.562014,-2801.200455,4982.262895,45.989,-35.339,581.019521
160.0,3979.49299,-2801.193413,4959.189327,45.717,-35.142,580.917924
165.0,4008.30648,-2801.124854,4935.968647,45.444,-34.947,580.816151
170.0,4037.001679,-2800.994693,4912.601545,45.171,-34.754,580.714214
175.0,4065.577786,-2800.802848,4889.088714,44.897,-34.563,580.612125
180.0,4094.034001,-2800.549235,4865.43085,44.623,-34.374,580.509897
185.0,4122.369529,-2800.233775,4841.628656,44.349,-34.187,580.407541
190.0,4150.58358,-2799.856387,4817.682838,44.074,-34.002,580.30507
195.0,4178.675366,-2799.416994,4793.594106,43.799,-33.819,580.202495
200.0,4206.644102,-2798.915518,4769.363175,43.524,-33.638,580.099829
205.0,4234.489009,-2798.351884,4744.990763,43.248,-33.459,579.997084
210.0,4262.209309,-2797.726016,4720.477594,42.972,-33.281,579.894272
215.0,4289.804231,-2797.037842,4695.824395,42.695,-33.105,579.791405
220.0,4317.273004,-2796.287289,4671.031896,42.418,-32.931,579.688496
225.0,4344.614864,-2795.474287,4646.100835,42.141,-32.759,579.585557
230.0,4371.829049,-2794.598766,4621.031949,41.863,-32.588,579.4826
235.0,4398.914802,-2793.660659,4595.825983,41.585,-32.419,579.379636
240.0,4425.871368,-2792.659897,4570.483684,41.307,-32.251,579.27668
245.0,4452.697997,-2791.596416,4545.005805,41.029,-32.085,579.173742
250.0,4479.393944,-2790.470152,4519.3931,40.75,-31.921,579.070834
255.0,4505.958467,-2789.281041,4493.64633,40.47,-31.758,578.96797
260.0,4532.390826,-2788.029022,4467.766259,40.191,-31.597,578.865161
265.0,4558.690288,-2786.714034,4441.753654,39.911,-31.437,578.76242
270.0,4584.856122,-2785.336018,4415.609287,39.631,-31.279,578.659758
275.0,4610.887602,-2783.894917,4389.333934,39.351,-31.122,578.557188
280.0,4636.784006,-2782.390674,4362.928373,39.07,-30.967,578.454722
285.0,4662.544615,-2780.823235,4336.393388,38.789,-30.813,578.352372
290.0,4688.168715,-2779.192545,4309.729767,38.508,-30.66,578.250151
295.0,4713.655596,-2777.498552,4282.9383,38.226,-30.509,578.14807
300.0,4739.004551,-2775.741206,4256.019783,37.944,-30.358,578.046142
305.0,4764.21488,-2773.920456,4228.975013,37.662,-30.21,577.944378
310.0,4789.285883,-2772.036254,4201.804792,37.38,-30.062,577.842792
315.0,4814.216867,-2770.088554,4174.509928,37.098,-29.916,577.741394
320.0,4839.007142,-2768.077309,4147.091229,36.815,-29.771,577.640197
325.0,4863.656024,-2766.002476,4119.549509,36.532,-29.627,577.539214
330.0,4888.16283,-2763.864012,4091.885585,36.248,-29.485,577.438455
335.0,4912.526885,-2761.661875,4064.100277,35.965,-29.343,577.337934
