"Time (UTCG)","Satellite11505 - x (km)","Satellite11505 - y (km)","Satellite11505 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 10:50:00.000,6697.466918,-1744.748984,613.510913,5.097,-14.602,570.167473
21 Mar 2024 10:50:05.000,6703.036869,-1735.430589,578.087516,4.802,-14.515,570.148692
21 Mar 2024 10:50:10.000,6708.415741,-1726.064969,542.646971,4.507,-14.429,570.131020
21 Mar 2024 10:50:15.000,6713.603412,-1716.652257,507.190329,4.212,-14.343,570.114458
21 Mar 2024 10:50:20.000,6718.599761,-1707.192593,471.718641,3.917,-14.257,570.099008
21 Mar 2024 10:50:25.000,6723.404676,-1697.686114,436.232960,3.622,-14.171,570.084673
21 Mar 2024 10:50:30.000,6728.018049,-1688.132962,400.734338,3.327,-14.085,570.071453
21 Mar 2024 10:50:35.000,6732.439778,-1678.533276,365.223828,3.032,-14.000,570.059351
21 Mar 2024 10:50:40.000,6736.669767,-1668.887201,329.702485,2.737,-13.914,570.048368
21 Mar 2024 10:50:45.000,6740.707925,-1659.194880,294.171361,2.442,-13.828,570.038505
21 Mar 2024 10:50:50.000,6744.554166,-1649.456458,258.631511,2.146,-13.743,570.029763
21 Mar 2024 10:50:55.000,6748.208412,-1639.672083,223.083988,1.851,-13.657,570.022144
21 Mar 2024 10:51:00.000,6751.670586,-1629.841901,187.529848,1.556,-13.571,570.015648
21 Mar 2024 10:51:05.000,6754.940622,-1619.966062,151.970145,1.261,-13.486,570.010276
21 Mar 2024 10:51:10.000,6758.018455,-1610.044717,116.405933,0.966,-13.400,570.006029
21 Mar 2024 10:51:15.000,6760.904029,-1600.078018,80.838269,0.671,-13.315,570.002908
21 Mar 2024 10:51:20.000,6763.597290,-1590.066117,45.268207,0.376,-13.230,570.000912
21 Mar 2024 10:51:25.000,6766.098194,-1580.009169,9.696801,0.080,-13.144,570.000042
21 Mar 2024 10:51:30.000,6768.406699,-1569.907330,-25.874891,-0.215,-13.059,570.000298
21 Mar 2024 10:51:35.000,6770.522769,-1559.760756,-61.445817,-0.510,-12.973,570.001680
21 Mar 2024 10:51:40.000,6772.446376,-1549.569607,-97.014919,-0.805,-12.888,570.004188
21 Mar 2024 10:51:45.000,6774.177494,-1539.334041,-132.581144,-1.100,-12.802,570.007821
21 Mar 2024 10:51:50.000,6775.716106,-1529.054220,-168.143436,-1.395,-12.717,570.012580
21 Mar 2024 10:51:55.000,6777.062198,-1518.730305,-203.700740,-1.690,-12.631,570.018463
21 Mar 2024 10:52:00.000,6778.215764,-1508.362461,-239.252001,-1.986,-12.546,570.025470
21 Mar 2024 10:52:05.000,6779.176800,-1497.950851,-274.796165,-2.281,-12.460,570.033599
21 Mar 2024 10:52:10.000,6779.945311,-1487.495643,-310.332177,-2.576,-12.374,570.042851
