"Time (UTCG)","Satellite11504 - x (km)","Satellite11504 - y (km)","Satellite11504 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 10:50:00.000,6011.885698,-2326.223696,2592.782567,22.033,-21.153,572.989330
21 Mar 2024 10:50:05.000,6028.214664,-2320.160730,2560.095686,21.742,-21.051,572.914479
21 Mar 2024 10:50:10.000,6044.370092,-2314.041177,2527.332862,21.450,-20.949,572.840404
21 Mar 2024 10:50:15.000,6060.351546,-2307.865091,2494.495065,21.158,-20.848,572.767115
21 Mar 2024 10:50:20.000,6076.158596,-2301.632526,2461.583271,20.867,-20.747,572.694620
21 Mar 2024 10:50:25.000,6091.790817,-2295.343537,2428.598456,20.575,-20.646,572.622929
21 Mar 2024 10:50:30.000,6107.247788,-2288.998182,2395.541597,20.283,-20.546,572.552049
21 Mar 2024 10:50:35.000,6122.529095,-2282.596520,2362.413676,19.990,-20.446,572.481989
21 Mar 2024 10:50:40.000,6137.634327,-2276.138610,2329.215675,19.698,-20.347,572.412757
21 Mar 2024 10:50:45.000,6152.563080,-2269.624514,2295.948580,19.406,-20.249,572.344363
21 Mar 2024 10:50:50.000,6167.314954,-2263.054294,2262.613376,19.114,-20.150,572.276813
21 Mar 2024 10:50:55.000,6181.889554,-2256.428015,2229.211054,18.821,-20.052,572.210116
21 Mar 2024 10:51:00.000,6196.286492,-2249.745741,2195.742603,18.528,-19.955,572.144281
21 Mar 2024 10:51:05.000,6210.505384,-2243.007539,2162.209016,18.236,-19.858,572.079314
21 Mar 2024 10:51:10.000,6224.545849,-2236.213478,2128.611289,17.943,-19.761,572.015224
21 Mar 2024 10:51:15.000,6238.407516,-2229.363626,2094.950418,17.650,-19.665,571.952018
21 Mar 2024 10:51:20.000,6252.090015,-2222.458056,2061.227401,17.357,-19.569,571.889704
21 Mar 2024 10:51:25.000,6265.592984,-2215.496838,2027.443240,17.064,-19.473,571.828290
21 Mar 2024 10:51:30.000,6278.916064,-2208.480047,1993.598935,16.771,-19.378,571.767782
21 Mar 2024 10:51:35.000,6292.058903,-2201.407757,1959.695491,16.478,-19.283,571.708188
21 Mar 2024 10:51:40.000,6305.021153,-2194.280045,1925.733914,16.185,-19.189,571.649516
21 Mar 2024 10:51:45.000,6317.802473,-2187.096989,1891.715211,15.892,-19.095,571.591771
21 Mar 2024 10:51:50.000,6330.402525,-2179.858668,1857.640392,15.598,-19.001,571.534962
21 Mar 2024 10:51:55.000,6342.820979,-2172.565162,1823.510467,15.305,-18.908,571.479095
21 Mar 2024 10:52:00.000,6355.057507,-2165.216553,1789.326448,15.011,-18.814,571.424176
21 Mar 2024 10:52:05.000,6367.111789,-2157.812925,1755.089350,14.718,-18.722,571.370212
21 Mar 2024 10:52:10.000,6378.983509,-2150.354361,1720.800188,14.424,-18.629,571.317210
21 Mar 2024 10:52:15.000,6390.672357,-2142.840949,1686.459980,14.131,-18.537,571.265176
21 Mar 2024 10:52:20.000,6402.178028,-2135.272776,1652.069743,13.837,-18.445,571.214117
21 Mar 2024 10:52:25.000,6413.500223,-2127.649930,1617.630499,13.543,-18.353,571.164037
21 Mar 2024 10:52:30.000,6424.638647,-2119.972503,1583.143269,13.249,-18.262,571.114944
21 Mar 2024 10:52:35.000,6435.593012,-2112.240584,1548.609076,12.955,-18.170,571.066843
21 Mar 2024 10:52:40.000,6446.363033,-2104.454269,1514.028945,12.661,-18.080,571.019741
21 Mar 2024 10:52:45.000,6456.948434,-2096.613650,1479.403900,12.367,-17.989,570.973642
21 Mar 2024 10:52:50.000,6467.348940,-2088.718824,1444.734970,12.073,-17.899,570.928552
21 Mar 2024 10:52:55.000,6477.564285,-2080.769888,1410.023182,11.779,-17.808,570.884476
21 Mar 2024 10:53:00.000,6487.594207,-2072.766941,1375.269567,11.485,-17.719,570.841421
21 Mar 2024 10:53:05.000,6497.438449,-2064.710083,1340.475156,11.191,-17.629,570.799391
21 Mar 2024 10:53:10.000,6507.096760,-2056.599416,1305.640980,10.896,-17.539,570.758390
21 Mar 2024 10:53:15.000,6516.568895,-2048.435041,1270.768073,10.602,-17.450,570.718425
21 Mar 2024 10:53:20.000,6525.854612,-2040.217064,1235.857469,10.308,-17.361,570.679500
21 Mar 2024 10:53:25.000,6534.953678,-2031.945591,1200.910204,10.013,-17.272,570.641619
21 Mar 2024 10:53:30.000,6543.865862,-2023.620727,1165.927315,9.719,-17.184,570.604787
21 Mar 2024 10:53:35.000,6552.590941,-2015.242583,1130.909840,9.424,-17.095,570.569008
