time,x,y,z,lat,lon,alt
0.0,-1157.812882,-2158.032788,6502.228202,69.477,-118.214,588.738343
5.0,-1122.113784,-2167.091686,6505.473238,69.553,-117.375,588.756978
10.0,-1086.38819,-2176.112815,6508.525293,69.625,-116.53,588.774513
15.0,-1050.637125,-2185.095926,6511.384276,69.692,-115.679,588.790946
20.0,-1014.861617,-2194.040774,6514.050103,69.755,-114.823,588.806275
25.0,-979.062695,-2202.947112,6516.522695,69.813,-113.962,588.820498
30.0,-943.241388,-2211.814694,6518.801977,69.867,-113.096,588.833615
35.0,-907.398724,-2220.643273,6520.887883,69.917,-112.226,588.845622
40.0,-871.535734,-2229.432605,6522.78035,69.962,-111.352,588.856519
45.0,-835.653447,-2238.182444,6524.479323,70.002,-110.474,588.866305
50.0,-799.752894,-2246.892546,6525.98475,70.038,-109.593,588.874978
55.0,-763.835106,-2255.562667,6527.296589,70.069,-108.708,588.882537
60.0,-727.901114,-2264.192563,6528.414798,70.096,-107.822,588.888982
65.0,-691.95195,-2272.78199,6529.339346,70.118,-106.933,588.894311
70.0,-655.988645,-2281.330706,6530.070205,70.136,-106.042,588.898524
75.0,-620.012231,-2289.838468,6530.607353,70.149,-105.151,588.901621
80.0,-584.023741,-2298.305035,6530.950774,70.157,-104.258,588.903602
85.0,-548.024206,-2306.730164,6531.100458,70.161,-103.364,588.904465
90.0,-512.01466,-2315.113615,6531.056401,70.16,-102.471,588.904211
95.0,-475.996136,-2323.455147,6530.818603,70.154,-101.578,588.902839
100.0,-439.969664,-2331.75452,6530.387073,70.144,-100.685,588.900351
105.0,-403.93628,-2340.011495,6529.761822,70.129,-99.794,588.896747
110.0,-367.897015,-2348.225832,6528.94287,70.109,-98.904,588.892026
115.0,-331.852902,-2356.397292,6527.93024,70.085,-98.016,588.886189
120.0,-295.804975,-2364.525638,6526.723963,70.056,-97.131,588.879237
125.0,-259.754265,-2372.610632,6525.324075,70.022,-96.248,588.871171
130.0,-223.701806,-2380.652037,6523.730616,69.984,-95.368,588.861992
135.0,-187.648629,-2388.649616,6521.943635,69.942,-94.492,588.851701
140.0,-151.595768,-2396.603133,6519.963184,69.895,-93.619,588.840298
145.0,-115.544255,-2404.512353,6517.789322,69.843,-92.751,588.827787
150.0,-79.495121,-2412.377041,6515.422113,69.787,-91.887,588.814167
155.0,-43.449398,-2420.196962,6512.861628,69.727,-91.029,588.79944
160.0,-7.408118,-2427.971883,6510.107943,69.662,-90.175,588.783609
165.0,28.627688,-2435.701571,6507.161139,69.593,-89.327,588.766674
170.0,64.65699,-2443.385792,6504.021304,69.519,-88.484,588.748639
175.0,100.678756,-2451.024315,6500.68853,69.442,-87.648,588.729504
180.0,136.691957,-2458.616908,6497.162918,69.36,-86.818,588.709274
185.0,172.695563,-2466.163341,6493.44457,69.274,-85.994,588.687948
190.0,208.688545,-2473.663383,6489.533599,69.184,-85.178,588.665531
195.0,244.669875,-2481.116804,6485.430119,69.09,-84.368,588.642025
200.0,280.638523,-2488.523376,6481.134252,68.992,-83.566,588.617433
205.0,316.593463,-2495.882869,6476.646127,68.89,-82.771,588.591757
210.0,352.533667,-2503.195057,6471.965875,68.784,-81.984,588.565001
215.0,388.458109,-2510.459713,6467.093636,68.674,-81.204,588.537167
220.0,424.365763,-2517.676608,6462.029555,68.561,-80.432,588.508259
225.0,460.255604,-2524.845519,6456.773781,68.444,-79.669,588.478281
230.0,496.126607,-2531.966219,6451.32647,68.323,-78.914,588.447235
235.0,531.977749,-2539.038485,6445.687785,68.199,-78.167,588.415126
240.0,567.808006,-2546.062092,6439.857891,68.071,-77.428,588.381957
245.0,603.616356,-2553.036817,6433.836964,67.94,-76.698,588.347732
250.0,639.401779,-2559.962439,6427.62518,67.805,-75.976,588.312456
255.0,675.163252,-2566.838734,6421.222724,67.667,-75.263,588.276132
260.0,710.899757,-2573.665483,6414.629786,67.526,-74.559,588.238764
265.0,746.610275,-2580.442464,6407.846562,67.381,-73.863,588.200357
270.0,782.293787,-2587.169459,6400.873252,67.233,-73.176,588.160916
275.0,817.949278,-2593.846248,6393.710065,67.083,-72.498,588.120445
280.0,853.57573,-2600.472613,6386.357212,66.929,-71.828,588.078948
285.0,889.172129,-2607.048337,6378.814911,66.772,-71.167,588.036431
290.0,924.737461,-2613.573204,6371.083386,66.613,-70.515,587.992899
295.0,960.270714,-2620.046997,6363.162866,66.45,-69.872,587.948357
300.0,995.770875,-2626.469501,6355.053587,66.285,-69.237,587.90281
305.0,1031.236935,-2632.840503,6346.755789,66.117,-68.611,587.856263
310.0,1066.667883,-2639.159788,6338.269718,65.946,-67.993,587.808722
315.0,1102.062711,-2645.427143,6329.595625,65.773,-67.384,587.760193
320.0,1137.420413,-2651.642358,6320.733769,65.597,-66.783,587.71068
325.0,1172.739982,-2657.80522,6311.684412,65.419,-66.191,587.660191
330.0,1208.020415,-2663.915519,6302.447822,65.238,-65.607,587.60873
335.0,1243.260708,-2669.973046,6293.024274,65.055,-65.031,587.556305
340.0,1278.459859,-2675.977592,6283.414047,64.869,-64.464,587.50292
345.0,1313.616868,-2681.928949,6273.617426,64.681,-63.904,587.448583
350.0,1348.730736,-2687.82691,6263.634702,64.491,-63.353,587.393299
355.0,1383.800465,-2693.671269,6253.46617,64.299,-62.809,587.337076
360.0,1418.825059,-2699.46182,6243.112133,64.104,-62.274,587.279919
365.0,1453.803523,-2705.19836,6232.572897,63.908,-61.746,587.221836
370.0,1488.734865,-2710.880683,6221.848776,63.709,-61.226,587.162834
375.0,1523.618092,-2716.508589,6210.940087,63.508,-60.713,587.102918
380.0,1558.452215,-2722.081874,6199.847154,63.306,-60.208,587.042098
385.0,1593.236245,-2727.600337,6188.570307,63.101,-59.71,586.980378
390.0,1627.969195,-2733.063779,6177.109878,62.895,-59.22,586.917767
395.0,1662.65008,-2738.472001,6165.46621,62.687,-58.736,586.854273
400.0,1697.277917,-2743.824803,6153.639646,62.477,-58.26,586.789902
405.0,1731.851724,-2749.12199,6141.630538,62.265,-57.79,586.724662
410.0,1766.37052,-2754.363363,6129.439242,62.051,-57.328,586.65856
415.0,1800.833328,-2759.548729,6117.06612,61.836,-56.872,586.591606
420.0,1835.239171,-2764.677891,6104.511538,61.619,-56.423,586.523806
425.0,1869.587074,-2769.750657,6091.775869,61.401,-55.981,586.455168
430.0,1903.876064,-2774.766833,6078.859492,61.181,-55.544,586.385701
435.0,1938.105172,-2779.726229,6065.762788,60.96,-55.115,586.315412
440.0,1972.273427,-2784.628653,6052.486148,60.737,-54.691,586.244311
445.0,2006.379862,-2789.473915,6039.029963,60.512,-54.274,586.172404
450.0,2040.423513,-2794.261827,6025.394634,60.286,-53.862,586.099702
455.0,2074.403417,-2798.992201,6011.580565,60.059,-53.457,586.026211
460.0,2108.318612,-2803.664849,5997.588167,59.83,-53.057,585.951942
465.0,2142.168138,-2808.279587,5983.417853,59.6,-52.663,585.876903
470.0,2175.95104,-2812.836229,5969.070044,59.369,-52.275,585.801102
475.0,2209.666363,-2817.334591,5954.545166,59.137,-51.893,585.724548
480.0,2243.313153,-2821.774491,5939.84365,58.903,-51.515,585.647251
485.0,2276.89046,-2826.155747,5924.965932,58.668,-51.143,585.569219
490.0,2310.397336,-2830.478178,5909.912453,58.432,-50.777,585.490462
495.0,2343.832834,-2834.741604,5894.68366,58.194,-50.415,585.41099
500.0,2377.196011,-2838.945846,5879.280005,57.956,-50.059,585.33081
505.0,2410.485924,-2843.090728,5863.701944,57.716,-49.707,585.249934
510.0,2443.701636,-2847.176073,5847.94994,57.476,-49.361,585.168369
515.0,2476.842207,-2851.201704,5832.024459,57.234,-49.019,585.086127
520.0,2509.906704,-2855.167448,5815.925975,56.991,-48.682,585.003217
525.0,2542.894195,-2859.073132,5799.654965,56.747,-48.35,584.919647
530.0,2575.803749,-2862.918583,5783.211911,56.502,-48.022,584.83543
535.0,2608.634438,-2866.703629,5766.597302,56.256,-47.699,584.750573
540.0,2641.385339,-2870.428102,5749.811629,56.01,-47.38,584.665087
545.0,2674.055528,-2874.091832,5732.855392,55.762,-47.065,584.578983
550.0,2706.644085,-2877.694651,5715.729093,55.513,-46.754,584.49227
555.0,2739.150092,-2881.236393,5698.43324,55.264,-46.448,584.404959
560.0,2771.572635,-2884.716892,5680.968346,55.013,-46.146,584.31706
565.0,2803.910802,-2888.135983,5663.33493,54.762,-45.848,584.228583
570.0,2836.163682,-2891.493504,5645.533514,54.51,-45.553,584.139539
575.0,2868.330368,-2894.789293,5627.564626,54.257,-45.263,584.049938
580.0,2900.409956,-2898.023187,5609.4288,54.004,-44.976,583.959791
585.0,2932.401545,-2901.195029,5591.126573,53.749,-44.694,583.869108
590.0,2964.304234,-2904.304658,5572.658489,53.494,-44.414,583.777901
595.0,2996.117128,-2907.351918,5554.025095,53.238,-44.139,583.686179
600.0,3027.839333,-2910.336652,5535.226944,52.981,-43.866,583.593954
605.0,3059.469958,-2913.258705,5516.264594,52.723,-43.598,583.501237
610.0,3091.008115,-2916.117924,5497.138606,52.465,-43.332,583.408038
615.0,3122.45292,-2918.914155,5477.84955,52.206,-43.07,583.314369
620.0,3153.80349,-2921.647248,5458.397995,51.947,-42.812,583.220241
625.0,3185.058945,-2924.317052,5438.784521,51.686,-42.556,583.125664
630.0,3216.21841,-2926.923417,5419.009708,51.425,-42.304,583.03065
635.0,3247.28101,-2929.466197,5399.074144,51.164,-42.055,582.935211
640.0,3278.245876,-2931.945245,5378.978419,50.902,-41.808,582.839357
645.0,3309.112139,-2934.360415,5358.723129,50.639,-41.565,582.743099
650.0,3339.878936,-2936.711564,5338.308876,50.375,-41.325,582.64645
655.0,3370.545404,-2938.998548,5317.736265,50.111,-41.087,582.54942
660.0,3401.110685,-2941.221226,5297.005907,49.847,-40.853,582.452021
665.0,3431.573924,-2943.379459,5276.118416,49.582,-40.621,582.354265
670.0,3461.934269,-2945.473106,5255.074411,49.316,-40.392,582.256163
675.0,3492.190871,-2947.50203,5233.874518,49.05,-40.165,582.157726
680.0,3522.342884,-2949.466095,5212.519366,48.783,-39.941,582.058967
685.0,3552.389465,-2951.365165,5191.009586,48.516,-39.72,581.959896
690.0,3582.329774,-2953.199108,5169.345818,48.248,-39.501,581.860527
695.0,3612.162976,-2954.967789,5147.528705,47.979,-39.285,581.76087
700.0,3641.888237,-2956.671079,5125.558893,47.71,-39.071,581.660937
